Prot_1,Prot_2
NFYB,CCK
NFYB,DRAP1
NFYB,EP300
NFYB,MEOX2
SMARCA1,JUN
SMARCA1,FOXJ2
SMARCA1,BCL11A
SMARCA2,JUN
GOLGA6L9,GTF2B
GOLGA6L9,VEZF1
GOLGA6L9,ZNF557
FYN,HMGA1
TOR1A,PRDM1
CCT6A,JUN
RUFY1,FOSL2
FCGR2A,NFYC
NLE1,JUN
OLA1,JUN
CYTH1,FOSL2
CYTH3,FOSL2
CYTH2,FOSL2
CYTH4,FOS
AGR2,CREB1
AGR2,VEZF1
AGR2,NRF1
OCC1,REL
CANT1,ATF6B
CKB,JUN
DCC,MAZ
DCX,IKZF1
CUL5,ZNF846
CUL5,IRF4
CUL5,JUN
CUL7,HMGA1
CUL1,YBX1
CUL2,YBX1
CUL2,RELA
CUL2,HIF1A
CUL3,YBX1
CUL3,GTF2I
TRIM28,JUN
TRIM28,ZNF354A
TRIM28,DNMT1
TRIM28,HIF1A
TRIM28,ZNF274
TRIM28,ZNF333
TRIM28,ZNF460
PNKP,IKZF1
PNKP,FOXO3
TRIM24,ATF4
TRIM25,JUN
TRIM25,YBX1
TRIM27,REL
TRIM27,VEZF1
TRIM27,DNMT1
CREB1,HPS6
CREB1,GPS2
CREB1,H3-4
CREB1,TRPV5
CREB1,ERG28
CREB1,ZMYM2
CREB1,SMCO1
CREB1,IFNG
CREB1,TRIM22
CREB1,HIPK3
CREB1,FOXA1
CREB1,UBC
CREB1,ZBTB21
CREB1,RECQL5
CREB1,NFATC1
CREB1,NFATC2
CREB1,CRTC1
CREB1,CRTC2
CREB1,JUN
CREB1,ARV1
CREB1,UBE2I
CREB1,E7ETK2
CREB1,TP53
CREB1,RPS6KA5
CREB1,HOXD13
CREB1,TOX4
CREB1,CREM
CREB1,POLR2A
CREB1,FOXC2
CREB1,HDAC1
CREB1,HDAC2
CREB1,NIT2
CREB1,FOXE1
CREB1,C5ORF24
CREB1,LAX1
CREB1,ZNF35
CREB1,ZHX1
CREB1,RAB1A
CREB1,HMGA2
CREB1,HMGA1
CREB1,H2BC1
CREB1,EP300
CREB1,YAP1
CREB1,ARNT
CREB1,MTF2
CREB1,PIAS2
CREB1,PIAS1
CREB1,ZNF131
CREB1,HIVEP1
CREB1,TTF2
CREB1,JUND
CREB1,CTNNB1
CREB1,NFYA
CREB1,GTF2A1
CREB1,SMARCA4
CREB1,C14ORF1
CREB1,SUZ12
CREB1,ULK2
CREB1,NR3C1
CREB1,ORC6
CREB1,NFIC
CREB1,NFIA
CREB1,POGZ
CREB1,H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12
CREB1,FOXC1
CREB1,ATF6
CREB1,ATF1
KAT5,DNMT1
KAT5,IKZF3
ARCN1,JUN
ZNF514,YBX1
GAPDH,JUN
GAPDH,REL
GAPDH,NFYC
AEN,IKZF1
KIF9,IKZF3
KIF9,IKZF1
ANXA11,JUN
A0A024R8L2,REL
A0A024R8L2,TCF12
A0A024R8L2,IKZF3
A0A024R8L2,KLF4
SLC39A13,REL
HSPA4L,JUN
RPUSD4,FOS
MRPL4,JUN
MRPL2,JUN
MRPL1,JUN
MRPL9,ZNF22
ZNF611,VIRMA
ATP5PO,JUN
ATP5PO,ZNF76
SLC3A2,JUN
ATP5PB,JUN
EIF4EBP1,REL
BAG2,RELA
BAG3,RUNX1
BAG1,NR3C1
BAG6,YBX1
BAG6,CREM
BAG4,RUNX1
SH2D1A,FOS
SH2D1A,ATF3
MSRB3,REL
MEOX2,RELA
MEOX2,SATB1
MEOX2,FOSL2
MEOX2,IKZF1
TPR,JUN
TCAP,IKZF3
TCAP,RELA
MYL12A,JUN
CKMT2,NRF1
MRPS14,JUN
RFPL4B,ZNF281
TMPO,JUN
FMR1,JUN
FMR1,TGIF1
PRDM9,YBX1
NAP1L1,JUN
NAP1L4,JUN
HSP90AA5P,JUN
COL1A2,FOXO1
NAB1,EGR1
CDK2AP1,BCL11A
CDK2AP2,IKZF1
TRPS1,NFATC1
TRPS1,FOXJ2
NUCB1,REL
HSP90AB1,PRDM1
HSP90AB1,RELA
HSP90AB1,STAT2
HSP90AB1,HIF1A
HSP90AB1,JUN
HSP90AB1,HMGA1
HSP90AB1,ATF3
HSDL2,JUN
PTP4A3,GTF2I
ZSCAN25,ZSCAN22
ZSCAN20,ZSCAN22
ZSCAN20,ZSCAN30
ZSCAN20,ZNF394
ZSCAN21,ZSCAN22
ZSCAN22,ZNF174
ZSCAN22,ZSCAN18
ZSCAN22,SPRED1
ZSCAN22,GTF3C3
ZSCAN22,ZNF496
ZSCAN22,PRPF31
ZSCAN22,GTF2B
ZSCAN22,NEXN
ZSCAN22,ZNF263
ZSCAN22,ZSCAN23
ZSCAN22,BYSL
ZSCAN22,SCAND1
ZSCAN22,ZNF24
ZSCAN22,ZNF444
ZSCAN22,ZNF446
ZSCAN22,TLK1
ZSCAN22,GFAP
ZSCAN22,KCTD19
ZSCAN22,ZNF483
ZSCAN22,ZNF449
ZSCAN22,ZGPAT
ZSCAN22,DMWD
ZSCAN22,ZSCAN32
ZSCAN22,ZNF397
MRPS9,JUN
MRPS7,JUN
MRPS2,JUN
PA2G4,JUN
EIF4G1,JUN
NR1I3,FOS
GRB2,REL
GRB2,ZNF274
GRB2,IKZF3
ULBP3,FOS
GRB7,TCF12
HOXC9,POU2F1
HOXC8,IKZF3
SSU72,FOS
LSM8,GTF2I
ZSCAN5A,HMGA1
CHAT,GATA3
CHAT,RELA
CHAT,JUNB
C19ORF25,FOS
POLR2E,JUN
POLR2E,GTF2B
POLR2E,FOS
POLR2G,GTF2B
POLR2G,FOSL2
POLR2F,GTF2B
POLR2A,CTCF
POLR2A,GTF2B
POLR2C,JUN
POLR2B,GTF2B
POLR2L,REL
POLR2H,GTF2B
POLR2J,GTF2B
USP54,ZNF148
USP54,ZNF76
USP51,ZEB1
BATF3,STAT3
BATF3,JUN
BATF3,JUNB
BATF3,ATF3
AGO1,RELA
AGO2,YBX1
GAMT,FOS
VBP1,VEZF1
VBP1,IKZF3
ZSCAN30,ZNF444
ZSCAN30,ZNF446
ZSCAN30,RNPS1
ZSCAN30,ZSCAN32
ZSCAN30,ZNF397
FAM120A,YBX1
MAPK14,RELA
MAPK14,MAZ
MAPK14,FOXK1
MAPK14,MEF2A
MAPK14,MEF2D
MAPK10,JUN
MAPK10,RELA
MAPK12,GTF2I
ZNF518A,HIF1A
SRARP,NRF1
JDP2,JUNB
JDP2,JUN
JDP2,ATF4
PICK1,MAZ
PICK1,DNMT1
PICK1,REL
PICK1,VEZF1
KIF20A,YBX1
KIF20A,ZNF281
KIF20A,HMGA1
MKI67,JUN
MCC,ZNF543
ANKHD1,JUN
ANKHD1,FOS
ANKHD1,FOSL2
BCL2L15,REL
ZNF557,STX1A
ZNF557,CCDC125
ZNF557,STAT3
ZNF557,CCNDBP1
ZNF557,SUV39H2
ZNF557,PRMT6
ZNF557,SNCA
ZNF557,SUV39H1
ZNF557,MTUS2
ZNF557,CEP70
ZNF557,ATXN1
ZNF550,REL
MSX2,VEZF1
MSX2,NR3C1
MSX2,POU2F2
SIN3B,BCL11A
SIN3B,IKZF1
SIN3A,FOXK1
SIN3A,IKZF1
SIN3A,BCL11A
SIN3A,REST
SIN3A,TGIF1
ALDH1B1,JUN
HPRT1,JUN
RPL26L1,JUN
RPL26L1,ZNF22
RPL38,JUN
RPL35,JUN
RPL30,JUN
RPL30,FOSL2
RPL31,JUN
ATF4,BATF
ATF4,FBXW11
ATF4,REPS1
ATF4,AP1M1
ATF4,JUNB
ATF4,SNAP29
ATF4,RPS6
ATF4,MAP2K7
ATF4,ATF3
ATF4,TRIB3
ATF4,NFE2L2
ATF4,NDC80
ATF4,CEP83
ATF4,LDOC1
ATF4,CREBZF
ATF4,GOLGA8DP
ATF4,GPS2
ATF4,ASB7
ATF4,CCDC106
ATF4,TREX2
ATF4,NFE2L1
ATF4,JUN
ATF4,NAP1L5
ATF4,PRPF40A
ATF4,DISC1
ATF4,GTF2A1L
ATF4,GOLGA1
ATF4,SAPCD2
ATF4,CASP6
ATF4,ZNF226
ATF4,FOS
ATF4,HK3
ATF4,GOLGA8F|GOLGA8G
ATF4,UBC
ATF4,SH3GLB1
ATF4,APH1A
ATF4,EXOC1
ATF4,LAMP2
ATF4,CEBPG
ATF4,EP300
ATF4,CEBPA
ATF4,EGLN3
ATF4,F8WCX0
ATF4,BTRC
ATF4,TTR
ATF4,MAF
ATF4,CKAP4
ATF7,FOS
ATF7,JUN
ATF7,MEF2A
ATF7,FOSL2
ATF6,NFYC
ATF6,ATF6B
ATF1,NFATC1
ATF1,JUN
SMARCC2,NFATC1
SMARCC2,JUN
SMARCC2,FOS
SMARCC1,JUN
SMARCC1,RUNX1
SMARCC1,FOS
SMARCC1,NR3C1
SUMO1,NR3C1
SUMO1,HIF1A
SUMO1,EGR1
SUMO1,JUN
SUMO1,FOS
SUMO1,MEF2A
SUMO1,ETV6
SUMO1,IKZF3
SUMO1,SATB1
TMCO1,JUN
PSPC1,JUN
LHX4,ZNF76
PTGER3,REL
PDHX,JUN
CXCL10,RELA
CXCL14,REL
MTREX,JUN
YBX1,MOV10
YBX1,NCBP1
YBX1,NCBP2
YBX1,NCBP3
YBX1,USP10
YBX1,IGF2BP2
YBX1,H1-2
YBX1,ZC3HAV1
YBX1,MYC
YBX1,YAP1
YBX1,PXN
YBX1,MRPL30
YBX1,GSK3B
YBX1,DDX6
YBX1,UBC
YBX1,YBX3
YBX1,ATXN2L
YBX1,MRPL21
YBX1,PABPC1
YBX1,PABPC3
YBX1,MATR3
YBX1,DHX30
YBX1,JUN
YBX1,SRP14
YBX1,JAM2
YBX1,MRPL17
YBX1,MRPL18
YBX1,MRPL19
YBX1,DAP3
YBX1,TP53
YBX1,ESR1
YBX1,HNRNPA2B1
YBX1,PCID2
YBX1,RPAP2
YBX1,SORT1
YBX1,EIF4A3
YBX1,SSB
YBX1,ACTC1
YBX1,KIF14
YBX1,RPS2
YBX1,NEDD8
YBX1,HNRNPR
YBX1,C1QBP
YBX1,RPL6
YBX1,HNRNPL
YBX1,HNRNPC
YBX1,HNRNPD
YBX1,PABPC4
YBX1,IGF2BP1
YBX1,UBE2V2
YBX1,COPS5
YBX1,TARDBP
YBX1,STAU1
YBX1,ZCRB1
YBX1,DUSP1
YBX1,METTL14
YBX1,CDK9
YBX1,LARP1
YBX1,BIRC3
YBX1,EZH2
YBX1,PRC1
YBX1,YWHAZ
YBX1,NFX1
YBX1,ECT2
YBX1,GABARAPL2
YBX1,PRPF19
YBX1,NOP56
YBX1,APEX1
YBX1,VIRMA
YBX1,MAP3K14
YBX1,TRA2B
YBX1,TRAF6
YBX1,ANLN
YBX1,LSM3
YBX1,MCM5
YBX1,LCP2
YBX1,LRRC59
YBX1,NPM1
YBX1,CAND1
YBX1,CASP8
YBX1,PURA
YBX1,CUL4B
YBX1,G3BP1
YBX3,JUN
AFDN,JUN
CHIC2,REL
UACA,HIF1A
UACA,REL
MRPL18,JUN
ZIC1,REL
BICRAL,NFYC
BICRAL,NRF1
ING4,RELA
ING5,IKZF3
WDFY3,STAT3
GFPT1,JUN
INA,JUN
DYNC1LI1,REL
SNIP1,POU2F1
ANKRD36,IKZF1
ANKRD37,ZNF76
GLS,ATF6B
NCOA3,RELA
NCOA3,NR3C1
NCOA6,NR3C1
Q96BA4,REL
RIF1,JUN
RIF1,TGIF1
RIF1,ATF3
EGFR,STAT3
EGFR,STAT2
EGFR,NR3C1
ZNF638,JUN
AK2,JUN
AK4,ATF6B
PABPN1,JUN
WDR83,ZNF76
WDR83,JUN
ERH,CTCF
ZNF398,ZNF783
TRA2A,ZNF22
TRA2B,JUN
BRMS1L,FOXK1
BRMS1L,BCL11A
BTRC,RELA
BTRC,REST
A1CF,REL
IMPDH2,STAT3
IMPDH2,JUN
TMEM185A,FOS
DNTTIP1,FOXJ2
MTMR4,FOXK1
MTMR4,ZNF548
MTMR1,FOS
CHUK,RELA
TSC22D3,REL
UBA52,JUN
EXOSC9,JUN
BCKDK,STAT3
EXOSC2,JUN
EXOSC3,JUN
EXOSC1,REL
EXOSC1,ZNF143
EXOSC1,ZNF76
EXOSC6,JUN
EXOSC7,JUN
EXOSC5,IKZF3
EXOSC5,REL
ADAMTSL4,FOS
TULP3,GTF2I
DISC1,ZNF76
INCENP,JUN
DEPDC7,GTF2B
DEPDC5,JUN
EEF1E1,JUN
ELOB,JUN
ELOB,HIF1A
NOC2L,JUN
FANCG,IKZF3
HNRNPAB,JUN
FANCL,IKZF3
HNRNPA3,JUN
HNRNPA0,JUN
HNRNPA1,JUN
HNRNPA1,NR3C1
RACK1,HIF1A
RACK1,JUN
LRRFIP2,STAT3
IRS4,JUN
IRS4,RELA
TFIP11,JUN
HOXA7,JUNB
CDK1,HIF1A
CDK1,JUN
CDK1,HMGA1
CDK6,HIF1A
IGLL5,JUN
TIMM50,RELA
TIMM50,JUN
HSPD1,JUN
PRKCZ,RELA
TSGA10IP,IKZF3
SCRIB,FOXK1
H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12,DNMT1
H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12,ELF2
WWP2,STAT3
WWP1,KLF2
PRMT6,FOSL2
PRMT6,HMGA1
PRMT6,LEF1
MKS1,RELA
CCDC93,THAP11
CCDC93,JUN
ZNF571,VIRMA
ZNF572,REL
TRPV5,STAT3
E5RJ89,HIF1A
RPL14,ZNF770
RPL14,JUN
RPL14,ZNF22
RPL14,FOSL2
RPL15,JUN
RPL17,JUN
RPL10,JUN
RPL10,GTF2B
RPL11,JUN
RPL11,STAT3
RPL12,JUN
RPL13,RELA
RPL13,JUN
RPL19,JUN
SYK,STAT3
CXCL8,EGR1
CXCL8,JUN
CXCL8,RELA
INCA1,VEZF1
C18ORF25,JUN
AP2S1,JUN
STK40,FOS
STK40,JUN
STK40,JUNB
STK40,FOSL2
PSMB8,REL
PHKA2,FOXK1
UBA1,JUN
PWP1,NFYA
PWP1,JUN
UBE2I,ETV6
UBE2I,VEZF1
UBE2I,CREM
UBE2I,SATB1
UBE2I,POU2F1
UBE2I,HIF1A
UBE2I,JUN
UBE2I,FOS
UBE2I,NR3C1
UBE2I,IKZF1
UBE2I,IKZF3
UBE2K,REL
UBE2M,JUN
NAA10,HIF1A
UBE2Z,REL
LIPT1,STAT2
GMCL2,BCL11A
GMCL2,IKZF1
KRTAP13-2,GATA3
PNO1,KLF6
MORF4L2,REL
MORF4L2,IKZF1
MORF4L2,BCL11A
MORF4L2,FOXO1
NDUFA6,JUN
NDUFA9,JUN
RPLP0P6,JUN
RPLP0P6,RELA
TBL1XR1,FOXK1
IL6,RELA
SAT1,RELA
SAT1,REL
SAT1,JUNB
DTX2,IKZF3
UFM1,JUN
BIRC3,GTF2I
BIRC3,DNMT1
EIF6,JUN
ANKRD11,IKZF1
TMEM37,SPIB
NUTM2F,NFYC
NUTM2F,ZNF148
SNRNP200,JUN
ELOC,HIF1A
POGZ,ZNF76
POGZ,ZNF143
POGZ,VEZF1
POGZ,FOXJ2
POGZ,NRF1
POGZ,NFYC
POGZ,NFYA
POGZ,POU2F1
GSTCD,STAT3
SP100,TCF12
SP100,CTCF
SP100,ZNF281
SP100,CREM
SP100,BCL11A
SP100,ETS1
TIMP3,JUN
PARS2,JUN
EPO,HIF1A
LYZ,JUN
LYN,STAT3
PSORS1C2,REL
C9ORF72,REL
DDX6,IKZF1
DDX6,JUN
DDX6,TCF12
DDX6,REL
DDX1,JUN
MYO15B,TCF12
MYO15B,REL
MYO15B,IKZF3
MYO15B,KLF4
HLA-A,STAT3
NFKBIA,RELA
NFKBIA,REL
HLA-E,ATF6B
NFKBIZ,STAT3
ARID4A,FOXK1
ARID4B,FOXK1
ARID4B,BCL11A
HAUS6,JUN
HAUS6,THAP11
UBXN4,BCL11A
DLX5,FOXJ2
DLX5,FOXO1
MYD88,IRF4
NACA,JUN
OTUD4,REL
SEC23A,JUN
TNFAIP1,FOS
IPO8,JUN
IPO9,JUN
SMCHD1,JUN
SDCBP,REL
SDCBP,IKZF1
MARS1,JUN
MARS1,RELA
STOX1,NFYC
STOX1,POU2F1
FOXN3,KBTBD7
FOXN3,HRNR
FOXN3,FOXR2
FOXN3,CHSY3
FOXN3,CHSY1
FOXN3,EXOSC8
FOXN3,VIRMA
FOXN3,SRPK2
NIFK,ZNF770
NIFK,JUN
PAQR7,STAT3
MMTAG2,JUN
CRNKL1,JUN
CTDSP1,REST
NXT2,REL
NXT2,IKZF3
NXT2,STAT3
CSE1L,JUN
TRIB1,FOS
TRIB1,FOSL2
ACSL3,JUN
SP8,ZNF519
ACAD11,JUN
SGF29,TCF12
FAAP20,REL
RAD21,CTCF
ANLN,GTF2I
ANLN,HMGA1
ANLN,NR3C1
ADGRF5,NFYC
USP11,JUN
NR2E1,BCL11A
USP15,SOX4
SSBP1,JUN
USP18,STAT2
CRKL,JUN
TYK2,ZNF333
ARHGEF19,MAZ
NEUROD1,TCF12
DHX29,JUN
CEP76,VEZF1
CEP76,ZNF76
CEP76,NFYC
CEP70,ZNF148
ZNF770,RPL8
ZNF770,NOL12
ZNF770,USP20
FBXW11,ZNF281
FBXW11,RELA
FBXW11,REST
TDO2,REL
CHCHD2,REL
CHCHD2,IKZF3
CHCHD3,JUN
MST4,IKZF3
NR2E3,NR3C1
CCL19,RELA
TCAF1,NFYA
TCAF1,IKZF3
TCAF1,ZNF143
PSIP1,JUN
MTHFD1L,JUN
MYH10,JUN
MYH10,RELA
MYH11,JUN
MYH14,DNMT1
MYH14,JUN
SMG9,REL
ZNF22,MRPL30
ZNF22,APP
ZNF22,MRPS18A
ZNF22,ZNF624
ZNF22,DDX52
ZNF22,PRR11
ZNF22,H1-2
ZNF22,H1-1
ZNF22,ZNF808
ZNF22,NPM1
RET,STAT3
TRIM74,REL
RTRAF,JUN
REL,TRAPPC2L
REL,RAB41
REL,ACTG1
REL,HSPA5
REL,PGAP6
REL,VIRMA
REL,HSPA9
REL,HSPA8
REL,STK16
REL,COL8A1
REL,FKBP5
REL,AKT2
REL,RTL8C
REL,IRF4
REL,ZNF76
REL,HSP70-1
REL,FHIT
REL,PCYT2
REL,RAD51D
REL,HSPA1L
REL,SAMD11
REL,EML2
REL,HIF1AN
REL,PRPF31
REL,RAD23A
REL,C1ORF50
REL,RABIF
REL,RELB
REL,RELA
REL,CACNA1S
REL,CTNNA3
REL,MAPRE3
REL,B2R8Y4
REL,ATPAF2
REL,CDKN2C
REL,CDKN2D
REL,WNK3
REL,BZRAP1
REL,ZNF446
REL,R3HDM2
REL,TNIP2
REL,THOC1
REL,SEC14L4
REL,CSNK2A1
REL,MAP3K7CL
REL,RBM39
REL,SLC41A3
REL,NME7
REL,BARHL2
REL,MENT
REL,TSEN15
REL,SLC6A12
REL,C1ORF74
REL,LMO1
REL,SNRNP25
REL,POP5
REL,CCNC
REL,TTC21A
REL,TTC19
REL,TUBB4A
REL,CINP
REL,EMD
REL,DMRT3
REL,PATE1
REL,NDUFAF3
REL,NFKBIB
REL,NMRK1
REL,NFKBIE
REL,POLR1A
REL,EXOSC8
REL,UBASH3A
REL,TSPOAP1
REL,PRKAB2
REL,MIPOL1
REL,GPKOW
REL,TCP11L1
REL,FHL2
REL,KRTAP9-4
REL,NR2C2AP
REL,SPATC1L
REL,TBC1D21
REL,SCNM1
REL,UBE2D4
REL,TNS2
REL,FNDC3B
REL,MRPL10
REL,TMEM268
REL,PLCB4
REL,PLEKHN1
REL,MB21D2
REL,ARNT2
REL,EGLN3
REL,ZNF564
REL,DNTT
REL,HAT1
REL,PELI2
REL,TUBB
REL,RIPPLY1
REL,KLHL42
REL,WDR37
REL,RNF213
REL,NEIL2
REL,CEP19
REL,EIF4A3
REL,ATXN1
REL,CD40LG
REL,HDAC7
REL,EIF3D
REL,MED4
REL,SPRY1
REL,HNRNPH1
REL,BANP
REL,QARS1
REL,KCTD7
REL,KIAA0100
REL,CYB5R2
REL,NEDD9
REL,GRAP
REL,C1QBP
REL,PAPOLA
REL,EHHADH
REL,CIB3
REL,PSMA1
REL,ZNF765
REL,FUT11
REL,PSMA4
REL,RSPH14
REL,NFKB1
REL,NFKB2
REL,PM20D2
REL,HNRNPF
REL,MVP
REL,SZT2
REL,ZBED8
REL,ASMTL
REL,SEC31A
REL,PRKN
REL,DEF6
REL,NOL9
REL,ATP6V0D2
REL,LASP1
REL,EP300
REL,PIH1D2
REL,ATG9A
REL,GADD45G
REL,LMO2
REL,OSGIN1
REL,EIF3A
REL,PARVG
REL,TRAPPC6A
REL,ADRB2
REL,AGPAT4
REL,LENG1
REL,HLA-DOA
REL,CHAF1A
REL,NABP1
REL,HSD17B14
REL,MAD2L2
REL,ELF1
REL,NECAP1
REL,KCTD6
REL,HSPA6
REL,MAGOHB
REL,FLAD1
REL,MORF4L1
REL,NDE1
REL,NOXA1
REL,TXNL4B
REL,COL20A1
REL,OTUB2
REL,UBASH3B
REL,CPNE7
REL,TSR3
REL,CLIP1
REL,KLHL40
REL,KLHL32
REL,L3MBTL2
REL,EIF5A
REL,POLE2
REL,TSTD2
REL,ARFIP2
REL,ESRRA
REL,CENPX
REL,REXO1L1P
REL,FAM90A1
REL,LSM2
REL,PADI3
REL,FLNA
REL,ARMC7
REL,ZDHHC24
REL,NAGK
REL,OSTF1
REL,TCL1A
REL,FOXO4
REL,NCK2
REL,TBC1D22B
REL,CCNJL
REL,OAZ3
REL,TLX3
REL,A8K5H9
REL,ATP6V1C2
REL,MID2
REL,MMP2
REL,CFAP206
TRIM72,TCF12
LEF1,ZBTB3
LEF1,EGR1
LEF1,CTNNB1
LEF1,MITF
LEF1,NLK
RPS10P5,JUN
RBM4,JUN
RBM4,FOS
RPL23A,JUN
CAD,JUN
CAD,RELA
NUDC,JUN
NUDC,PRDM1
PELO,JUN
MRS2,JUN
CA8,STAT3
CA2,JUN
ARSJ,JUN
RBMX,JUN
AKIP1,RELA
DDX39A,JUN
STRAP,JUN
CBFB,RUNX1
PUF60,JUN
KIFC3,IKZF3
KIFC3,ZNF180
PAFAH1B2,STAT3
SFN,RELA
SFN,FOXO1
ACTB,JUN
NCKAP5L,THAP11
ADAR,JUN
SF3A1,JUN
SF3A2,JUN
SF3A2,VEZF1
SF3A3,JUN
ZNF180,KIF1B
ZNF180,PRPS1
ZNF180,NEFL
ZNF180,CARD10
ZNF180,SPRED1
ZNF180,CIB3
ZNF180,WFS1
ZNF180,DMWD
ALYREF,JUN
TCERG1,JUN
TCERG1,FOXJ2
ZNF232,FOS
INTS12,FOXJ2
SNCA,ATF3
RANBP9,JUN
RANBP1,JUN
RANBP2,JUN
TXN2,RELA
AGAP3,JUN
ARNT,HIF1A
ARNT,RELA
ARNT,AHR
QARS1,JUN
QARS1,TCF12
QARS1,IKZF1
YWHAZ,FOXO1
YWHAZ,JUN
YWHAZ,FOXO3
YWHAZ,NR3C1
COMMD10,FOS
NOP58,JUN
NOP56,JUN
YWHAH,FOXO3
YWHAH,NR3C1
ETS1,TP53
ETS1,SMIM40
ETS1,SUMO2
ETS1,JUN
ETS1,PARP1
ETS1,FOXO1
ETS1,CHI3L2
ETS1,PIAS4
ETS1,UBC
ETS1,ATP2B1
ETS1,NFKB2
ETS1,PKM
ETS1,TDP2
YWHAB,FOXK1
YWHAB,JUN
YWHAB,FOXO1
YWHAB,FOXO3
YWHAG,FOXO1
YWHAE,JUN
YWHAE,DNMT1
YWHAE,THAP11
YWHAE,FOXO3
CKAP5,JUN
MMP1,FOS
SATB1,HDAC1
SATB1,FOXP3
SATB1,FOXP1
SATB1,FOXG1
SATB1,FOXE1
SATB1,FOXO1
SATB1,TEAD2
SATB1,CBX4
SATB1,TOPORS
SATB1,RBPJ
SATB1,JUN
SATB1,VIRMA
SATB1,SUMO1P1
SATB1,SATB2
SATB1,FOXA1
SATB1,PIAS3
SATB1,PIAS1
SATB1,PIAS4
SATB1,FOXC2
SATB1,FOXC1
CAPRIN1,JUN
CBFA2T2,RUNX1
IRF2BP2,NFATC2
IRF2BP2,FOSL2
IRF2BP1,FOSL2
VRK1,JUN
IRF2BPL,FOSL2
TNIP2,RELA
TNIP1,GTF2B
SHMT2,JUN
SHMT1,JUN
MORN4,TCF12
RUNX2,FOS
RUNX2,JUN
RUNX1,HDAC1
RUNX1,HDAC3
RUNX1,VPS37C
RUNX1,FAM222B
RUNX1,FBXO17
RUNX1,NFKBID
RUNX1,TEKT5
RUNX1,TEAD2
RUNX1,ELF2
RUNX1,SMARCA4
RUNX1,NCOR2
RUNX1,TEAD4
RUNX1,STUB1
RUNX1,DNMT1
RUNX1,JUN
RUNX1,CBFA2T3
RUNX1,RBM14
RUNX1,PML
RUNX1,MYC
RUNX1,HDAC2
RUNX1,TAL1
RUNX1,TCF3
RUNX1,FOS
RUNX1,SUV39H1
RUNX1,HGS
RUNX1,VIRMA
RUNX1,OLIG3
RUNX1,YAP1
RUNX1,ELF4
RUNX1,UBC
RUNX1,KAT6A
RUNX1,CCNK
ATAD3A,JUN
HHIPL1,NRF1
RRP1,JUN
UHRF1BP1,FOXK1
UHRF1BP1,JUN
HSPH1,JUN
HSPH1,RELA
UBAP2L,JUN
JUN,HSPA2
JUN,NCBP1
JUN,HSPA5
JUN,HSPA4
JUN,NELFB
JUN,HSPA9
JUN,HSPA8
JUN,HSPA6
JUN,CRBN
JUN,ABCD3
JUN,DHX8
JUN,PPP2R2A
JUN,HNRNPDL
JUN,PRPH
JUN,CTBP2
JUN,GTF3C1
JUN,GTF3C5
JUN,APOA2
JUN,XPO1
JUN,H2AZ2
JUN,XPOT
JUN,PYM1
JUN,GART
JUN,SERBP1
JUN,NOL6
JUN,SRPK1
JUN,SRPK2
JUN,NIPSNAP2
JUN,ADARB1
JUN,CDC42
JUN,CHAF1A
JUN,CHAF1B
JUN,PPP2R2D
JUN,FIP1L1
JUN,NOLC1
JUN,RPS26P11
JUN,EWSR1
JUN,RPN1
JUN,RPN2
JUN,PES1
JUN,ASB7
JUN,C7ORF50
JUN,CIRBP
JUN,HDGF
JUN,MRPL37
JUN,MRPL32
JUN,MRPL38
JUN,MRPL39
JUN,RRS1
JUN,TBL2
JUN,TBL3
JUN,THOC2
JUN,THOC6
JUN,APP
JUN,DBT
JUN,COPS2
JUN,COPS3
JUN,PGAM1
JUN,COPS4
JUN,COPS5
JUN,YTHDF2
JUN,YTHDF1
JUN,TKT
JUN,DLD
JUN,PHLDB3
JUN,ATP5F1B
JUN,ATP5F1C
JUN,PFN1
JUN,MEF2A
JUN,SSB
JUN,RPLP2
JUN,RPLP1
JUN,RPLP0
JUN,TEX10
JUN,SPOUT1
JUN,CFAP20
JUN,SH3D21
JUN,RPS6KB2
JUN,UTP15
JUN,THYN1
JUN,ETFA
JUN,LETMD1
JUN,RPS4X
JUN,TRIR
JUN,ATXN2L
JUN,DLST
JUN,TCP1
JUN,KTN1
JUN,PRDX4
JUN,PRDX3
JUN,PRDX2
JUN,PRDX1
JUN,NFYA
JUN,SMARCA4
JUN,RAB1A
JUN,MRPS18A
JUN,VASP
JUN,DCAF7
JUN,DCAF6
JUN,RBM4B
JUN,TXNDC5
JUN,GPS1
JUN,IGF2BP2
JUN,DNMT1
JUN,H1-2
JUN,H1-0
JUN,H1-1
JUN,SLC25A3
JUN,SLC25A1
JUN,PRMT1
JUN,SLC25A6
JUN,SLC25A4
JUN,MTPAP
JUN,KIF5A
JUN,KIF5B
JUN,HIF1A
JUN,C1ORF131
JUN,ACADM
JUN,PPM1G
JUN,IARS1
JUN,ABCF2
JUN,MAFF
JUN,AATF
JUN,CHEK1
JUN,UMPS
JUN,CDK11A
JUN,RPUSD3
