Prot_1,Prot_2
MEMO1,ZBTB22
MPRIP,RPGRIP1L
THUMPD1,FDXACB1
MLLT6,ZBTB22
PHOSPHO2,WASHC3
PHOSPHO2,JPH3
PHOSPHO2,C1QTNF2
PHOSPHO2,ATP5PF
PHOSPHO2,GKAP1
PHOSPHO2,FLNA
PHOSPHO2,TSEN15
PHOSPHO2,NAB2
TMEM39A,TNFSF13B
BPNT2,TNFSF13B
PLK1,TOPBP1
CCDC167,TMEM237
LRFN3,HLA-DRA
LRFN3,CD1B
LRFN3,HLA-C
LRFN3,ISLR
LRFN3,ST3GAL4
LRFN3,PON2
LRFN3,ITM2B
LRFN3,VEGFB
LRFN3,VIRMA
LRFN3,HTR3C
LRFN1,KSR1
ZFP36,VIM
PLEKHB1,ACVR1
SERPINB5,PALB2
FAM76B,CTTN
PCGF2,SCML1
PCGF2,UBE2E2
ELP3,IFI30
DES,VIM
DPPA4,HAL
DPPA4,VIM
KLHDC4,SUV39H2
PTGFRN,CD9
EBNA1BP2,PRR11
TNFSF13B,FAM160A2
TNFSF13B,TMEM131
TNFSF13B,NUP85
TNFSF13B,SAAL1
TNFSF13B,MFAP3
TNFSF13B,FANCD2
TNFSF13B,SP110
TNFSF13B,TNPO2
TNFSF13B,XPO4
TNFSF13B,MAP3K6
TNFSF13B,MAP3K5
TNFSF13B,HOOK2
TNFSF13B,NF1
TNFSF13B,RANBP6
TNFSF13B,ITGB1
TNFSF13B,HLA-DPB1
TNFSF13B,HOOK1
TNFSF13B,HEATR1
TNFSF13B,HOOK3
TNFSF13B,VTI1B
TNFSF13B,CD40
TNFSF13B,PDSS1
TNFSF13B,AKTIP
TNFSF13B,MON2
TNFSF13B,BTAF1
TNFSF13B,TNFRSF13B
TNFSF13B,TNFRSF13C
TNFSF13B,BRAT1
TNFSF13B,CAND2
TNFSF13B,CHST12
TNFSF13B,LRIG3
TNFSF13B,TNFRSF17
TNFSF13B,ARSK
TNFSF13B,TTC17
TNFSF13B,MAP3K15
TNFSF13B,IPO8
TNFSF13B,IPO9
TNFSF13B,NCAPG
TNFSF13B,IPO7
TAB2,VIM
SGTB,LAMP3
SGTA,EDAR
SGTA,SHISA4
EIF1B,UBAC1
TRIM41,RPGRIP1L
ACD,CTTN
ACD,TUBB2A
GNAI3,GPSM2
GNAI3,GNG4
GNAI1,GNG4
ZNF212,SUV39H2
HLA-C,GSTM3
PFDN2,ZNF726
PHF21A,CLOCK
SLC7A3,TMEM237
DTNB,FAM167A
PRB1,TMEM237
RIN3,KCTD17
WWOX,TNK2
WWOX,F13A1
RPS13,PRR11
RPS15,PRR11
RPS19,CTTN
SLC16A4,TMEM237
LATS2,TUBB2A
RIPK2,VIM
GGT7,GPR25
MCOLN3,ERMP1
PTPRS,NTRK3
PTPRS,TUBB2A
TINF2,KCTD17
TINF2,TUBB2A
TINF2,CTTN
PTPRC,TNK2
PTPRM,GANAB
PTPRM,BAG6
PTPRM,UNC45A
PTPRM,HUWE1
PTPRM,PSMD1
PTPRM,MSH6
PTPRM,WRNIP1
PTPRM,LCK
PTPRM,KIF11
PTPRM,DNAAF5
PTPRM,CANX
PTPRM,PSMD8
PTPRM,MON2
PTPRM,CHCHD3
PTPRM,TNPO1
PTPRM,UBE3C
PTPRM,DNAJC10
PTPRM,PSMD4
PTPRM,VIRMA
PTPRM,UGGT1
PTPRM,XPO1
PTPRM,CIP2A
PTPRM,ATAD3A
PTPRM,PDIA6
PTPRM,NOMO1
PTPRM,GCN1
PTPRM,AMFR
PTPRM,ATXN10
PTPRM,PTPN1
PTPRM,GET4
PTPRM,RACK1
PTPRM,PSMD11
PTPRM,PSMD13
PTPRM,PSMD12
PTPRM,CSE1L
PTPRM,PTPRK
PTPRM,IMMT
PTPRM,TBC1D15
PTPRJ,TNK2
GPR152,APOL3
GPR152,TMEM237
MGC50722,VIM
DUSP6,TXK
RAB6A,RPGRIP1L
RAB6B,ACVR1
ACVRL1,ACVR1
EFTUD2,FGR
ISG15,UBE2E2
ISG15,VIM
MAP1LC3A,ADARB1
MAP1LC3A,VIM
MAP1LC3A,TUBB2A
MAP1LC3B,VIM
MAP1LC3B,TUBB2A
ZNF346,ADARB1
GDI2,RAB31
GDI1,RAB31
CBY1,KSR1
CBY2,TXK
PDLIM1,VIM
ERLIN1,RPGRIP1L
GABRE,ERMP1
GIGYF2,KSR1
TLE5,VIM
PLP1,CD40
CDC6,B3GALNT1
TFPT,CLOCK
RBM48,VIM
SPATS2L,RPGRIP1L
NAT2,PALB2
PHF12,PALB2
MEPCE,RFC3
MEPCE,CTTN
TMEM256,RPGRIP1L
TMEM254,TMEM237
CPSF7,CTTN
CPSF6,UBAC1
CPSF6,CTTN
MAD1L1,VIM
HTT,UBAC1
HTT,VIM
HTT,FAM167A
HTT,KCTD17
SIPA1L1,KSR1
SIPA1L1,RPGRIP1L
SIPA1L3,RPGRIP1L
SIPA1L2,RPGRIP1L
ARIH2,UBE2E2
P2RY12,MPP6
CMTM3,F13A1
CMTM6,CD40
CMTM6,TMEM237
CMTM5,CD40
TSPAN12,GPR25
TSPAN14,CD9
REXO4,KIFC1
REXO4,PRR11
SLC25A18,FGR
SLC25A14,VSIG4
SLC25A14,BTN2A1
SYNCRIP,VIM
SYNCRIP,CTTN
GNG4,GNB5
GNG4,GNB4
GNG4,GNB1
GNG4,TFIP11
GNG4,GNB3
GNG4,GNB2
GNG4,FHL2
GNG4,USHBP1
GNG4,GNAI2
PTPN12,TNK2
INSL3,UBAC1
CLDN9,ERMP1
CLDN1,CD69
CLDN1,TMEM9
CLDN1,MS4A3
CLDN1,CD79A
CLDN4,TMEM237
CLDN5,ERMP1
CLDN7,ERMP1
RASGEF1C,TNK2
H2BC11,APLF
SMYD3,FLT1
MRFAP1,SUV39H2
MRFAP1,PALB2
IRF8,CYBB
SNX20,VIM
SLBP,GSTM3
PANX1,BAG3
PANX1,BCL2L2
PANX1,FAXDC2
PANX1,FBXO7
PANX1,APOA2
PANX1,TMEM17
PANX1,CLCA4
PANX1,VIRMA
PANX1,APOL2
PANX1,SLC38A7
PANX1,AQP2
PANX1,CFHR5
PANX1,C4ORF3
PANX1,TNF
PANX1,TMEM229B
PANX1,WFDC2
PANX1,CASP7
PANX1,VAMP5
PANX1,CASP3
PANX1,UBC
ZBTB11,PRR11
DDX19B,HAL
GAB2,KSR1
TRIM68,IFI30
TMEM17,ANK3
TMEM17,SLC12A4
TMEM17,EHBP1
TMEM17,TMEM237
HIP1,KCTD17
HIP1,FAM167A
BIK,CNIH3
ANKRD34A,KSR1
OR51E1,KCTD17
NOTCH2,ST14
ZNF655,SLC12A4
KRTAP3-3,MXD3
MDM2,MTBP
MDM2,UBE2E2
KIT,TXK
KIT,FGR
KIT,SH2B3
PKP3,B3GALNT1
STRIT1,TMEM237
ERVFRD-1,SLC41A2
ERVFRD-1,ERMP1
GOLT1B,TMEM237
CRK,TUBB2A
CRK,SUV39H2
CRK,KCTD17
CRK,TXK
QPCT,FGR
PC,TSHR
B4GALT1,IFI30
NINL,RPGRIP1L
NINL,CCDC138
TNFRSF1B,VIM
LGMN,PDIA5
SULT2B1,SULT1A1
KASH5,GPR25
KASH5,SLC41A2
KPRP,B3GALNT1
CFAP410,KCTD17
CFAP410,RPGRIP1L
ARNTL2,CLOCK
EHMT1,SUV39H2
EHMT2,SUV39H2
NUDT18,KCTD17
MARK3,KSR1
CD63,CD9
CCDC13,ZBTB22
EFCAB11,AKR1B1
EFCAB11,MSRA
HSPA1B,TNK2
LONP1,RPGRIP1L
WASL,CTTN
NOC4L,PRR11
NOC4L,RPGRIP1L
NOC4L,VIM
IFT57,EHBP1
CGGBP1,SUV39H2
TRARG1,TMEM237
HSPB1,FGR
PKN1,KCTD17
PKN1,VIM
PKN1,CCDC138
PKN3,CLOCK
RHOBTB2,PALB2
RHOBTB1,ACVR1
DIS3L2,VIM
UTP14A,VIM
C1ORF109,AVPI1
LDLRAD1,GPR25
LDLRAD1,SLC41A2
NAV1,KSR1
CSNK1D,KCTD17
CSNK1D,CTTN
CSNK1E,CTTN
LIG3,APLF
KCTD12,RPGRIP1L
KCTD17,HSPA2
KCTD17,CTC1
KCTD17,STK16
KCTD17,SPRED1
KCTD17,CLSTN1
KCTD17,GSN
KCTD17,RAN
KCTD17,APBB2
KCTD17,MTMR9
KCTD17,MTMR6
KCTD17,SETDB1
KCTD17,CUL3
KCTD17,ZMYND8
KCTD17,AQP1
KCTD17,SH3GLB1
KCTD17,ARRDC1
KCTD17,PLD1
KCTD17,KAT5
KCTD17,PRPH
KCTD17,LAT
KCTD17,Q96BH6
KCTD17,SPECC1L
KCTD17,NAALADL2
KCTD17,PPP1R9A
KCTD17,LNX1
KCTD17,PTPN4
KCTD17,RWDD4
KCTD17,LRRC18
KCTD17,PCBP3
KCTD17,PMP22
KCTD17,DMWD
KCTD17,FARS2
KCTD17,CHAT
KCTD17,CBX4
KCTD17,POLK
KCTD17,HTRA2
KCTD17,PRPF40A
KCTD17,PSMA1
KCTD17,MGAT5B
KCTD17,LAMP2
KCTD17,DBR1
KCTD17,TARDBP
KCTD17,PIP5K1A
KCTD17,LMO3
KCTD17,ALB
KCTD17,GLRA2
KCTD17,TUBGCP4
KCTD17,PPIB
KCTD17,PPIA
KCTD17,KCTD2
KCTD17,KCTD5
KCTD17,CYCS
KCTD17,PLCG2
KCTD17,ACAD11
KCTD17,UBQLN1
KCTD17,CTU2
KCTD17,B4E0X6
KCTD17,YWHAG
KCTD17,TFAM
KCTD17,SUV39H2
KCTD17,ZNF687
KCTD17,FLNA
KCTD17,RBM14-RBM4
KCTD17,DUSP11
KCTD17,CASP6
KCTD17,NCK2
KCTD17,THAP9
KCTD17,CERK
KRTAP10-8,AVPI1
KRTAP10-8,HS6ST1
KRTAP10-8,IL10
KRTAP10-7,PDIA5
KRTAP10-7,MXD3
KRTAP10-7,AVPI1
KRTAP10-6,ZNF595
KRTAP10-6,AVPI1
KRTAP10-3,TNK2
KRTAP10-3,AVPI1
KRTAP10-3,PDIA5
KRTAP10-1,AVPI1
ZKSCAN4,ZNF496
VIM,STX1A
VIM,YWHAQ
VIM,RPL12
VIM,HSPA5
VIM,NCBP3
VIM,SUMO3
VIM,SUMO2
VIM,RIBC2
VIM,LASP1
VIM,PUF60
VIM,STK19
VIM,IKBKG
VIM,SYN1
VIM,APLP1
VIM,UBTF
VIM,TRIM14
VIM,EIF3I
VIM,BYSL
VIM,NUP133
VIM,FAM163A
VIM,BHLHE40
VIM,GADD45A
VIM,MAP3K1
VIM,DYNLT1
VIM,KIFC3
VIM,ZNF572
VIM,SUMO1
VIM,ZYG11B
VIM,ADAL
VIM,RELA
VIM,FAM161A
VIM,VAC14
VIM,SETDB1
VIM,CUL3
VIM,PPHLN1
VIM,PRMT8
VIM,DEFB1
VIM,TRIM28
VIM,C2CD6
VIM,TSC22D1
VIM,CTSA
VIM,KRT20
VIM,SLC25A6
VIM,CREB1
VIM,FXR1
VIM,FXR2
VIM,NMT1
VIM,IP6K1
VIM,ESR2
VIM,KIF15
VIM,GFAP
VIM,INCA1
VIM,KAT7
VIM,GRB2
VIM,CYLD
VIM,NR1H2
VIM,I7HJJ0
VIM,PSMC5
VIM,K7EIL2
VIM,CFTR
VIM,H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16
VIM,MTA1
VIM,NFATC2
VIM,UBC
VIM,SYNC
VIM,NFKBID
VIM,HLA-DRA
VIM,TNFRSF14
VIM,POLR1C
VIM,UROD
VIM,SMARCB1
VIM,GSK3B
VIM,PNMA5
VIM,LORICRIN
VIM,SIRT6
VIM,TNNT1
VIM,THEM4
VIM,LRRK2
VIM,CCDC120
VIM,TUBA1C
VIM,TTR
VIM,KIF9
VIM,JUN
VIM,GLIPR1L2
VIM,SCNM1
VIM,SH3GL3
VIM,GEM
VIM,CRMP1
VIM,Q8N7U5
VIM,BECN1
VIM,ENTR1
VIM,TCF3
VIM,WHRN
VIM,MAN2A2
VIM,Q7Z763
VIM,PXN
VIM,PLEC
VIM,ZNF20
VIM,BLK
VIM,MAFG
VIM,PPP1R18
VIM,COPS5
VIM,MBIP
VIM,UBE2N
VIM,SRRT
VIM,SH3YL1
VIM,PCID2
VIM,PRPH
VIM,METTL14
VIM,FLOT1
VIM,SERBP1
VIM,TP53BP1
VIM,GOPC
VIM,DYNLT2B
VIM,MCM2
VIM,TCHP
VIM,KIF14
VIM,ANKRD35
VIM,FABP4
VIM,ING5
VIM,CEP126
VIM,SH3GL1
VIM,NES
VIM,CCDC187
VIM,TSC1
VIM,CWF19L2
VIM,ESS2
VIM,LGALS14
VIM,HSFY1|HSFY2
VIM,Q5VU21
VIM,ZHX1
VIM,ESRP1
VIM,TRADD
VIM,FANCG
VIM,PSMA1
VIM,NFKB1
VIM,PSMD7
VIM,RIMS3
VIM,WTAP
VIM,RIF1
VIM,COPS6
VIM,ASCL4
VIM,TXN2
VIM,VCAM1
VIM,ATXN10
VIM,PSIP1
VIM,SLC27A6
VIM,TUT7
VIM,RIOX1
VIM,NAT10
VIM,TCAP
VIM,NELFCD
VIM,AK2
VIM,METTL3
VIM,NEK6
VIM,CRCT1
VIM,CUL1
VIM,FAM107A
VIM,DDOST
VIM,YAE1
VIM,PIAS4
VIM,TUBGCP4
VIM,KIF20A
VIM,AGGF1
VIM,BIRC3
VIM,PRKN
VIM,KIAA0408
VIM,CBX8
VIM,PINK1
VIM,VPS11
VIM,CIT
VIM,PRC1
VIM,RAD51
VIM,RERE
VIM,CAMK2A
VIM,GABARAPL1
VIM,ECT2
VIM,GABARAPL2
VIM,NEFM
VIM,NEFL
VIM,B3KSG3
VIM,PPL
VIM,GAN
VIM,B4DDV3
VIM,NOD2
VIM,VIRMA
VIM,B4E0X6
VIM,IVNS1ABP
VIM,YWHAG
VIM,RPS7
VIM,YWHAZ
VIM,PRMT1
VIM,HEL111
VIM,ANXA7
VIM,ANLN
VIM,PSME1
VIM,MCM5
VIM,DOM3Z
VIM,ATN1
VIM,SKIL
VIM,USP14
VIM,ARMC7
VIM,SHANK3
VIM,SQSTM1
VIM,HAP1
VIM,ARMCX2
VIM,CASP8
VIM,PRUNE2
VIM,DNM1L
VIM,CNTRL
VIM,WDR76
TUBA1A,TSHR
TAF2,CTTN
TAF1,KSR1
TAF1,CDK8
TSPAN33,SHISA4
STOM,GPR25
STOM,CNIH3
TMEM86B,TMEM237
SMIM3,CNIH3
AP2M1,TUBB2A
AP2M1,BMP2K
CTLA4,CD86
ERP44,CD40
PGPEP1,UBE2E2
TXNDC15,TAPT1
SREBF1,CDK8
DSG4,B3GALNT1
SSRP1,APLF
CIT,CCSER1
CIT,RFC3
CIT,TAPT1
CIT,SLC7A7
LRP10,TMEM237
SEC22A,TMEM237
ANKDD1A,RPGRIP1L
AQP1,TNK2
AQP1,TMEM237
PDCD11,RPGRIP1L
ENTR1,RPGRIP1L
ENKD1,AVPI1
IQCB1,TUBB2A
MAX,MXD3
MAX,CLOCK
MAL,SHISA4
MAL,CD40
EIF2AK2,ADARB1
ALDH3A2,TMEM237
EDC3,KSR1
BACH2,FOSL2
LIN28B,PRR11
AVPI1,MDFI
AVPI1,EMD
AVPI1,PICK1
AVPI1,MKRN3
AVPI1,POLR1C
AVPI1,GOLGA6L9
AVPI1,KRTAP4-2
AVPI1,SCNM1
AVPI1,DGCR6L
AVPI1,PPP1R16A
AVPI1,KRT40
AVPI1,CYSRT1
AVPI1,KRTAP12-2
AVPI1,KRTAP10-9
AVPI1,APP
AVPI1,LMO3
AVPI1,RIPPLY1
AVPI1,RIPPLY2
AVPI1,PHF1
PSMD11,TUBB2A
UTP23,PRR11
LEUTX,CNIH3
LEUTX,SLC41A2
VAPB,GPR25
VAPB,ZBTB22
VAPA,ZBTB22
NPHP1,RPGRIP1L
NPHP1,TNK2
NPHP1,TMEM237
EXOSC10,MPP6
F8W6J9,CLOCK
TRMT44,TSHR
MOB4,RPGRIP1L
BPIFA1,TMEM237
ARL15,TUBB2A
HEL112,ACVR1
CD44,CD9
CD40,TLCD1
CD40,CD40LG
CD40,RFC5
CD40,PCMT1
CD40,BIRC2
CD40,SLC7A1
CD40,KATNA1
CD40,MIP
CD40,SLC30A7
CD40,SLC30A3
CD40,SLC39A13
CD40,CYB561A3
CD40,TRAF3IP2
CD40,SLC30A2
CD40,UGGT1
CD40,TRAF1
CD40,TRAF2
CD40,TRAF3
CD40,DDX3X
CD40,TRAF5
CD40,TRAF6
CD40,TXN
CD40,PSMD1
CD40,MFSD5
CD40,INSIG2
CD40,USP15
CD40,POLR2H
CD40,SLC39A7
CD40,SGK1
CD40,OGT
CD40,CALR
CD40,OBI1
CD40,DEFB121
EIF4E2,KSR1
FXR1,FGR
FXR1,GPSM2
CALR,RAB31
PRPF8,ZNF830
SFMBT2,SCML1
PCF11,CDK8
PIP4K2A,CTTN
RFFL,F13A1
ARRDC2,EPN2
ARRDC3,UBAC1
ARRDC3,UBE2E2
RABGAP1L,CLOCK
ELK1,TUBB2A
PAK1,ACVR1
NAB2,ANK3
RPRM,TMEM237
TRAF3IP3,CCDC138
TNS4,TXK
ZBTB17,TOPBP1
GAS8,ZBTB22
TMEM216,SLC12A4
ILKAP,ACVR1
TRIM3,UBE2E2
TRIM2,UBAC1
TRIM2,UBE2E2
TRIM4,RAB31
PDGFRB,TNK2
BET1,TMEM237
NUP62,MXD3
SH3RF3,KSR1
SSX2IP,TUBB2A
SSX2IP,CCDC138
SSX2IP,RPGRIP1L
Q9H686,ZNF496
TJP2,IFI30
TJP1,RPGRIP1L
TJP1,IFI30
PPAN,KIFC1
GKAP1,RPGRIP1L
SH3PXD2A,KSR1
ACVR2A,ACVR1
GOLGA6L9,SUV39H2
FYN,SUV39H2
CCT6A,FGR
CCT6A,TNK2
CCT6B,TUBB2A
RUFY1,FOSL2
CYTH1,FOSL2
CYTH3,FOSL2
CYTH2,FOSL2
DPH2,TNK2
EIF4ENIF1,RPGRIP1L
CUL5,CISH
CUL2,TUBB2A
CUL3,CTTN
CUL3,BTBD3
CUL3,TUBB2A
PNKP,GZMK
TRIM27,RPGRIP1L
CREB3,SLC41A2
TRIM23,UBE2E2
EDARADD,EDAR
GBA,BMP2K
MMGT1,GPR25
MMGT1,TMEM237
LAMA3,TSHR
A0A024R8L2,GINS3
SLC3A2,CD9
EIF4EBP1,UBAC1
TPRA1,GPR25
ASPRV1,B3GALNT1
BAG2,FGR
BAG3,TNK2
BAG6,CDK8
BAG6,GINS3
SH2D1A,TNK2
RTKN,KSR1
LRRC37A3,APEX1
NTRK3,HSP90AB1
NTRK3,IRAK3
NTRK3,HSP90AA1
MEOX2,JAM3
MEOX2,EME2
MEOX2,FOSL2
MEOX2,BTBD3
CD79A,SLC41A2
CD79A,CNIH3
B7Z2P9,UBAC1
MED9,CDK8
HEL25,SUV39H2
TCAP,F13A1
MYL12A,SUV39H2
FXYD6-FXYD2,APOL3
GREB1,PALB2
LYPD6,SLC12A4
LYPD5,ERMP1
LYPD3,PALB2
MAPKAP1,KSR1
RGS2,METTL18
IL1RAP,IL1R1
RDH11,UBAC1
RDH12,UBAC1
GAK,BMP2K
GAK,TNK2
HSP90AB1,KSR1
HSP90AB1,KSR2
HSP90AB1,FGR
HSP90AB1,TESK1
HSP90AB1,TNK2
HSP90AB1,ZNF74
HSDL2,RPGRIP1L
ZSCAN20,HAL
ZSCAN21,ZNF496
ZSCAN22,ZNF496
MRPS7,IFI30
NKIRAS1,ACVR1
NR1I2,FGR
GRB2,TNK2
GRB2,CTTN
GRB2,SUV39H2
GRB2,TXK
CD151,CD9
CHAT,CCDC141
POLR2E,CDK8
POLR2E,F13A1
POLR2G,FOSL2
POLR2A,CDK8
POLR2C,CDK8
POLR2B,CDK8
POLR2I,CDK8
POLR2H,CDK8
CYBB,CYBC1
TLK2,SCML1
FAM120B,GSTM3
FAM120A,IFI30
SHISAL1,GPR25
SHISAL1,SLC41A2
FZD7,TMEM237
MOCOS,TSHR
TGFBRAP1,ACVR1
ITFG2,TNK2
B3GALNT1,TGM1
B3GALNT1,FAM3C
B3GALNT1,S100A14
B3GALNT1,ZG16B
B3GALNT1,SELENBP1
B3GALNT1,LORICRIN
B3GALNT1,CST2
B3GALNT1,CST1
B3GALNT1,RNASE7
B3GALNT1,ALOXE3
B3GALNT1,DUSP14
B3GALNT1,CSGALNACT2
B3GALNT1,CST6
B3GALNT1,LRRC15
B3GALNT1,CST4
B3GALNT1,FUT8
PICK1,RFC3
TMEM237,FXYD6
TMEM237,FKBP14
TMEM237,SRP9
TMEM237,BPIFB1
TMEM237,SLC30A8
TMEM237,BLCAP
TMEM237,ADIPOQ
TMEM237,SLC35G1
TMEM237,TLCD4
TMEM237,Q96FB2
TMEM237,IER3IP1
TMEM237,CLN6
TMEM237,SLC12A7
TMEM237,CXCL16
TMEM237,FGB
TMEM237,SLC38A7
TMEM237,SLC38A2
TMEM237,CTSA
TMEM237,SERP2
TMEM237,TOR1AIP1
TMEM237,RAE1
TMEM237,GYPA
TMEM237,GPR25
TMEM237,SLC41A1
TMEM237,SLC41A2
TMEM237,VEGFA
TMEM237,ORMDL3
TMEM237,APOL3
TMEM237,SLC2A5
TMEM237,ROBO2
TMEM237,LAT
TMEM237,LEPROTL1
TMEM237,EMD
TMEM237,SLC7A1
TMEM237,SFXN5
TMEM237,SLC29A2
TMEM237,MTDH
TMEM237,SERPINE1
TMEM237,ZG16B
TMEM237,MFF
TMEM237,SLC35A4
TMEM237,ECH1
TMEM237,GUCA2A
TMEM237,TMEM72
TMEM237,YIPF6
TMEM237,GRM2
TMEM237,UNC93A
TMEM237,PLPPR2
TMEM237,RUSF1
TMEM237,C4ORF3
TMEM237,SLC39A9
TMEM237,INSIG2
TMEM237,SLC39A2
TMEM237,BNIP2
TMEM237,COPB2
TMEM237,TMEM60
TMEM237,POMGNT1
TMEM237,TMEFF2
TMEM237,ERMP1
TMEM237,PPGB
TMEM237,CBLIF
TMEM237,EMC3
TMEM237,EMC2
TMEM237,EMC1
TMEM237,MS4A13
TMEM237,EMC6
TMEM237,CDKAL1
TMEM237,CCDC47
TMEM237,TTMP
TMEM237,SLC52A1
TMEM237,TMEM11
TMEM237,TMEM201
TMEM237,SRP72
TMEM237,COPA
TMEM237,ABHD16A
TMEM237,CFHR5
TMEM237,EFNA5
TMEM237,LTA
TMEM237,LTF
TMEM237,BCAP31
TMEM237,CDS1
TMEM237,RETREG3
TMEM237,JAGN1
TMEM237,LPAR3
TMEM237,IFNGR1
TMEM237,CD53
TMEM237,ST6GAL2
TMEM237,KTN1
TMEM237,SLC5A4
TMEM237,WDR81
TMEM237,BTN2A2
TMEM237,PNLIPRP1
TMEM237,CNIH3
TMEM237,ATP13A1
TMEM237,GJB2
TMEM237,C1GALT1
TMEM237,EXTL1
TMEM237,SLC35E4
TMEM237,GKN2
TMEM237,EMC8
TMEM237,OTOP3
TMEM237,OTOP2
TMEM237,ZFPL1
TMEM237,MFSD5
TMEM237,MFSD6
TMEM237,MTPN
TMEM237,LRRC59
TMEM237,GPR42
TMEM237,JCHAIN
TMEM237,VAMP3
TMEM237,CYB5B
TMEM237,OPRD1
TMEM237,TMEM42
TMEM237,CKAP4
KIF20A,CTTN
LCA5,CCDC138
LCA5,RPGRIP1L
ANKHD1,FOSL2
BCL2L11,CISH
BCL2L10,TMEM200A
BCL2L13,ERMP1
ESCO2,RPGRIP1L
ZNF557,SUV39H2
IL1R1,IL1RN
IL1R1,IRAK1
IL1R1,TRAF6
IL1R1,PIK3R1
IL1R1,IL1B
IL1R1,MYD88
SIN3B,PALB2
RPL26L1,PRR11
TAB3,MAP3K7CL
RPL35,KIFC1
RPL30,FOSL2
TARBP2,ADARB1
ATF7,FOSL2
SUMO1,BTBD3
PSPC1,CTTN
SDF4,KSR1
PRPF4B,CTTN
MTREX,MPP6
NTN1,RGMB
AFDN,KSR1
CEP170B,RPGRIP1L
SNIP1,CTTN
EFHC2,TXK
CISH,EPOR
CISH,MAP3K7CL
CISH,HSPA6
CISH,TPP1
CISH,IL7R
CISH,EGFR
CISH,TBC1D10B
CISH,ELOB
CISH,ETV5
CISH,DNM2
CISH,AMBRA1
CISH,ATXN1
EGFR,TNK2
EGFR,SH2B3
EGFR,CTTN
EGFR,FGR
EGFR,RAB31
ZNF638,KSR1
TBCD,TUBB2A
WDR83,RPGRIP1L
HHLA2,ERMP1
HHLA2,SLC41A2
MTMR4,RFC3
UBA52,ACVR1
CNFN,SLC12A4
ADAMTSL4,TNK2
DISC1,TUBB2A
ELOA,RPGRIP1L
ELOA,CTTN
TMEM200A,EMD
TMEM200A,UNC119
LY6G6C,SLC41A2
FANCL,ACVR1
HAS3,APOL3
HNRNPA3,FGR
HNRNPA1,ADARB1
KNSTRN,MPP6
TFIP11,MXD3
CDK1,FGR
CDK8,MED29
CDK8,MED28
CDK8,RBM4
CDK8,WWP1
CDK8,MED21
CDK8,MED20
CDK8,DYNC1H1
CDK8,UBL4A
CDK8,MED25
CDK8,MED24
CDK8,KAT2A
CDK8,CTDP1
CDK8,TBX3
CDK8,MED1
CDK8,MED6
CDK8,MED7
CDK8,MED4
CDK8,BRPF3
CDK8,MED8
CDK8,ACAD11
CDK8,MTBP
CDK8,MED10
CDK8,POLR1D
CDK8,SUPT7L
CDK8,GET4
CDK8,CRYAA2
CDK8,MED12L
CDK8,MED11
CDK8,MED12
CDK8,H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12
CDK8,MED14
CDK8,MED15
CDK8,MED16
CDK8,MED17
CDK8,MED18
CDK8,MED19
CDK8,PPP1R12A
CDK8,HNRNPF
CDK8,H3-5
CDK8,MED22
CDK8,TP53BP1
CDK8,SRGAP1
CDK8,MED30
CDK8,MED31
CDK8,TADA2A
CDK8,ZNF131
CDK8,MED27
CDK8,HERC2
CDK8,CELF1
CDK8,KLK6
CDK8,PARP1
CDK8,BUD13
CDK8,GCFC2
CDK8,MED26
CDK8,MED13
CDK8,RBM45
CDK8,GEMIN5
CDK8,CCNC
CDK8,CDK9
CDK9,FGR
CDK9,CTTN
ARMCX4,ATN1
ARMCX4,KLK6
CEP57,CCDC138
LIMS1,BMP2K
PRMT2,KSR1
CXCL13,EEF1G
HSPD1,TNK2
PRKCI,TUBB2A
SGSM1,F13A1
TYMS,RPGRIP1L
H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12,KIFC1
H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12,PALB2
ZNF792,TXK
WWP2,UBE2E2
WWP1,KLF2
PRMT6,FOSL2
TPI1,FGR
PPIL4,CTTN
CCDC93,CLOCK
MAP3K21,KSR1
CTSB,RPGRIP1L
RPL14,FOSL2
RPL15,PRR11
RPL10,RFC3
GPATCH4,PRR11
INCA1,RFC3
SYP,TUBB2A
PRKRA,ADARB1
THRSP,PALB2
STK40,FOSL2
UBA1,UBE2E2
PWP1,PRR11
UBE2I,ADARB1
UBE2I,BTBD3
CCSER2,RPGRIP1L
LIPT1,MPP6
ILK,TUBB2A
BMP2K,MYH9
BMP2K,SYNPO
BMP2K,BCR/ABL|FUSION
BMP2K,KIF14
BMP2K,MYO18A
BMP2K,ABL1
BMP2K,IQGAP1
BMP2K,EPS15
BMP2K,APEX1
BMP2K,SEC16A
BMP2K,VIRMA
BMP2K,PDLIM7
BMP2K,CAPZA2
BMP2K,ANLN
BMP2K,SLC25A41
BMP2K,PPP1CB
BMP2K,ESR1
BMP2K,LIMA1
BMP2K,CDK2
BMP2K,FLNA
BMP2K,PICALM
RABEP1,CLOCK
MORF4L2,PALB2
NDUFA4,CPT2
FOXR1,SULT1A1
