"","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11","Z12","Z13","Z14","Z15","Z16","Z17","Z18","Z19","Z20","Z21","Z22","Z23","Z24","Z25","Z26","Z27","Z28","Z29","Z30","Z31","Z32","Z33","Z34","Z35","Z36","Z37","Z38","Z39","Z40","Z41","Z42","Z43","Z44","Z45","Z46","Z47","Z48","Z49","Z50","Z51","Z52","Z53","Z54","Z55","Z56","Z57","Z58","Z59","Z60","Z61","Z62","Z63","Z64","Z65","Z66","Z67","Z68","Z69","Z70","Z71","Z72","Z73","Z74","Z75","Z76","Z77","Z78","Z79","Z80","Z81","Z82","Z83","Z84","Z85","Z86","Z87","Z88","Z89","Z90","Z91","Z92","Z93","Z94","Z95","Z96","Z97","Z98","Z99","Z100"
"SEACell-27-CM-Pre-non-Tfh",0.495944600840631,2.11661021872524,1.32532176313419,0.870790926529024,0.76164539942588,0.0674504478182264,0.2733086766603,1.54502076656303,0.259208562681607,-0.162888359678125,0.329868607700793,-0.189296698588393,1.44244247352968,-0.691522515208388,0.853415087694122,-0.432458759147743,0.147337148977013,-0.852398527027663,-0.421452088697966,1.17473565851913,0.937401926876817,-0.189962514291619,-0.388934363332824,-0.0863974388510146,-0.0398535515769947,-0.685829280609765,0.148939251324881,0.084556817705696,-0.136506032523445,0.217397429407474,-0.770040666358003,-0.817338576682233,1.64228239739231,1.17681856598475,-0.130485409054993,1.97154611787764,-1.05640730018302,-0.205361670488242,3.31855050327369,-0.654706870604413,0.00204410338486466,-1.15055343000801,-0.662744307173912,1.95761921026501,-0.415627933233647,2.71418845947826,0.247926128113192,2.68602598158667,-0.349897479957714,0.854582886758294,0.752667939167852,-0.331523335163765,1.18060408427922,-0.530514861266708,-0.987217163038514,-0.396911321645869,-0.663982764206365,0.0155586437041781,-0.553819084087415,-0.776745430264675,-0.423437449306245,-0.650028761722019,-0.41694098228475,-0.475184504689341,-0.270857185681356,-0.373812136180623,-0.261378660234123,-1.21450759285084,-0.615189237091323,-1.11752647423071,0.329198243857113,-0.742972542870667,-0.0833360055127998,-0.943685473812666,-0.622319012215529,-0.841633384575278,-0.615874539999033,-0.208141018106578,-0.740225608442264,-0.172278275869633,-0.241525264791114,-0.872533464748511,-0.575369567437048,-0.289006398129882,-0.819627554232049,-0.779193019271941,-1.00413669483193,-1.90312911090874,-0.514013884975566,-0.115115531112866,-1.10101723202166,-0.33338555221362,-0.693874945388934,-0.02367650310329,-0.0923059086217115,-0.334801433306191,-0.436123236622506,-0.465324970690792,-0.261944375260048,-0.213676897356057
"SEACell-27-Tfh2",0.519810754564312,-1.00175605112218,0.185052376482485,0.0907758048118374,-0.866668074406594,0.530433522708537,-0.785742394327252,-0.729830739597545,-0.874953920814021,0.940744580429527,-0.660420064322402,-0.520493686059945,-0.788707165835421,-0.47718928569393,0.534440882560301,-0.222302403611929,0.927451654577391,-0.425966294678754,-0.630811204234591,-1.59856051822914,-0.801966276572474,-0.32332173075099,0.280337730020904,-0.374927578055498,-0.646261769907298,-0.309723592998952,-0.862799457403384,0.869761480507131,-2.01085502709214,1.04919035262673,-0.455947550532547,1.38261905453507,-1.39600879850766,-1.32874208645386,-0.602765516074932,-0.983388358547538,1.1426053056162,1.99177664234639,-1.51862755525154,1.02687883078027,1.52960509471583,1.13729001899659,-0.0163368148589967,-0.522092283063863,0.546212691973231,-0.0333858835536374,-0.906872797102463,-0.843665371286656,-0.615889765779721,-0.948262807776589,-1.45764505916861,-0.162080215525284,-0.921974045150112,1.29850020998259,-0.669877090135051,-0.69364683010037,1.18807767286724,-0.215203913364797,0.105048310304551,1.27339535555759,-0.115633793552183,-0.863053745947706,0.192302167205331,0.236326458894827,0.752481418629724,0.080325299503629,1.00256418117352,0.541018149273776,0.21775597101542,2.75831187748558,0.504432463431138,1.47513831077642,-0.623576625538504,1.38228553828431,0.603113861455087,1.80912953764692,0.670650423249143,-0.582537260917626,-0.456314661419806,-0.336676861366205,-0.161388345647363,0.0675694390398935,-0.196725403907913,-0.188326749125731,0.740000431762182,-0.610765442155171,-0.850044177620827,0.762123087342905,0.677220427438081,-0.510592176442783,1.79827098772972,-0.351998926019234,0.432202994096173,0.527807094045966,0.158355871906487,0.106041211266612,-0.163910677846234,-0.520410032129649,0.544620240962481,1.04709895748074
"SEACell-28-CM-Pre-non-Tfh",0.448270537958146,2.03261416546484,1.8371405559392,1.19834509509921,1.48386491562182,0.741712571445009,0.294125388287511,0.833288247893489,0.657828245030109,0.401611180797296,0.597552461678807,-0.590913461285081,2.42092770874296,-0.459763066992477,1.02259085696579,-0.350584505743313,0.519323752203044,-0.727573505166122,-0.500990560391203,0.780778822410541,1.07214092671035,-0.0969280840857759,0.345614926085562,-0.150763257836396,-0.456882945926703,-0.517884772620997,-0.492188008909745,1.12357686458772,1.05564723151568,0.733488021897648,-0.752342930028328,-1.98633449454435,1.03540499083508,-0.79007441287007,-0.386032654325747,0.765548252806749,-0.949580256153526,0.518890322051361,1.54847468533323,-0.782711173269905,-1.03838061052913,0.611190049700584,-1.08385391091322,0.830995242720223,0.607787671237268,2.71359856650703,0.954459846355773,3.11212881715127,-0.940479068621622,1.00294020947486,0.182740715060666,-0.361922544256268,1.02545378199362,-0.972912894952551,-0.662480412891492,-0.0414072742957373,-0.690241650435385,-1.06074084655326,0.229971175971467,-1.01022422521836,-0.572256001399956,-0.425099948038733,-0.656489082446586,-0.437041294240685,-0.868968073015778,-1.28191151498287,-0.735703694904943,-0.648897145071982,-0.606386565913183,-0.916717361268704,-0.693537344631453,-0.932000768493689,-0.39062077087324,-0.618235959670548,-0.688831610820838,-0.627808212875321,-0.484748296935291,-0.758729305564089,-0.538818891733285,-0.243240890972637,-0.215861501464629,-0.28479562624458,-0.679910246033234,-0.280091439326779,-1.43767743523515,-1.28501038442107,-0.789853004212906,-0.448012664044383,-1.21354858575316,0.0178286108726561,-0.64537021793098,-0.293813341890012,-1.50308335926655,0.0217115332882032,-0.00941560111044102,-0.0910336248853531,-0.497707652787453,-0.349567904487958,0.613680492636206,-0.321604718828688
"SEACell-28-Tfh2",-0.316863823805078,-1.33581579093989,-0.450915472352091,-0.602850897391215,-0.468826879414644,0.0834896792173736,-0.592926645921298,-1.30567867461405,-0.654536378319796,1.00326291789227,-0.708399810238855,0.211526654230314,-0.100235340961259,-0.772855176205608,0.486845664309866,-0.471290577784367,0.682653969193448,-1.018583320677,-0.615548683542156,-1.13130843139095,-0.689775546120682,-0.291972718554703,-0.426016523107578,-0.283027415512946,-0.691495281790854,-0.670178858572911,-0.735799033986018,1.0919564788523,-0.137021553691717,0.343595017964271,-0.187750994658211,-1.00371268093103,-1.87362561683459,-0.453193132808724,-0.137321326966578,-1.01600102127666,1.5456332601766,1.04276937117748,-0.579703909276306,1.30123588998495,0.895787691959139,0.793202921440166,1.04448275642123,-2.41927995287677,1.54703871325567,-0.995532998360879,-0.553654371902406,-0.855727793693563,-0.661879334619291,-0.769333512784184,-0.804601907147679,-0.454403355237445,-1.45626358304484,1.10556042647405,-0.0834278423909402,-0.916925616856682,1.01545316262991,-0.863985121044278,-0.242437701669079,0.254240742995058,-0.200722541095997,-0.166939995018457,0.323170205223809,-0.600422299755546,2.46133239168776,2.73883778015449,-0.200767961682618,1.05349958587821,-0.305424082881133,1.21806428514584,0.740107402356525,-0.049377167301665,-0.589937683712351,1.96527907446323,0.342087784672892,-0.0473593281176736,0.540258666252144,0.025307566786042,0.161957472225479,0.0827946651250474,-0.282332702591118,-0.0892203918213308,-0.229159984878454,-0.0491982550810441,0.26726793538693,1.16585638092054,-0.277581077418975,2.54665706472144,0.532879307116489,-0.129318697091926,0.997795023814052,-0.121939924273977,0.61150154724351,3.5921456777667,-0.465500075603925,0.87294145410609,0.463606988284629,1.95829453961868,2.44290657114908,-0.809091386708995
"SEACell-29-CM-Pre-non-Tfh",1.16843423911774,1.67763824994965,1.84482178168792,1.10113222145509,1.92173064308435,0.6416981867131,0.340543141554918,2.4324913507489,0.0908831138802676,0.712766838233066,2.46346532059414,2.19292320376643,1.70019155093392,3.08173842637666,1.14414605229593,0.200660724624013,-0.0406542595310055,-0.304091983667733,-0.57270966140801,0.76417397257706,0.688991595094526,-0.252022875456961,1.82192102930362,-0.191615176848415,3.60447170570697,-1.08227784255912,-0.673303791760675,0.154112605196583,-0.279613226787881,0.523027770628478,-0.720442183326779,-1.591929208302,-0.172223808191989,1.12045729906832,-0.306507324417758,0.675808538144784,0.224468936279973,-0.469278493372674,1.12648583466387,-0.0118873475472264,-0.619287645514519,-1.3020982422687,2.00087438517552,-0.335022785642068,1.85738783572346,1.01690475753543,1.11854135968273,0.520344075090826,-0.351189064265061,0.323164233357704,-0.141680100561499,0.499005382737428,0.644655163941535,-0.675334275560553,-0.980021640861882,-0.555873653857918,0.714828429083507,3.34554308116838,0.307791427301863,-1.08973029002824,-0.355962013689167,-0.0309906103510996,-0.402285412908078,-0.584463762119856,0.671250056630009,0.183994683787215,-1.34922132466945,0.0651742588600492,-0.427679132979135,-0.390800607261249,-1.64311709597103,-0.497588310234024,-0.473522130758924,-0.884935974667448,-0.584565192523715,-0.693222770335244,0.936114307112907,-0.470810678380919,-0.501205468590612,-0.120184559014169,-0.423576545193658,-0.749261537869009,-0.724907646258487,-0.282043528883355,-0.293927745750833,-0.364904872554944,-0.465322182422271,-0.708528634020839,-0.960789309179788,-0.247350205336996,-0.701298919267357,-0.486180818082269,-0.365113342823295,-0.589358810676252,-0.337734129741626,-0.478186815337114,-0.187532386853376,-0.323449105408158,0.376363611713458,-1.20677847555666
"SEACell-29-Tfh2",0.854265202992662,-0.715526922547136,0.612484648379536,0.340589325455429,-0.0680326546271588,1.18319320592057,-0.659665496370112,-0.514411786047438,-0.438595128678766,0.768233602155734,-0.280495638085578,0.65214363605466,-0.834288728093937,-0.126499327480995,0.715683729124987,-0.749018905665082,1.15384306003715,-0.120730814718271,-0.636891428322607,-0.635953809873265,0.193444904625761,-0.430474285793284,0.458728357494334,-0.263529820586384,-0.501223732891775,-0.029745537569405,-0.672467746922154,1.03220951284618,-1.6214651272048,0.881527185951504,-0.765476141351644,1.42274657389852,-1.27631151399418,-0.910377546342042,-0.589993745202516,-1.04929764672833,1.61974430040288,1.41062088835821,-0.714637279181024,0.166951902848121,2.41326822957499,1.37011963947603,1.01670007596552,-0.232426937590626,0.241493711069864,-0.991088848003437,-0.490738299610336,0.13649311380293,-0.723274706876408,-0.940813817131714,-0.875456484662821,-0.338679656571758,-0.515244780634793,2.13314566899958,-0.291232389538168,-0.497061486047734,1.05613474610496,-0.309918781169371,-0.381796397629757,1.08588737590174,-0.382039626100375,-0.524300966129466,0.416956750486513,-0.206693789622711,0.725303788761124,0.40007073205555,1.16259646947032,-0.181137482940469,-0.354851069219824,0.281834112865421,1.24816085657561,0.880592557445147,-0.460848786664783,0.576300620021432,-0.316464084709342,-0.557202387472143,0.865529992027654,0.115385207850459,-0.599888148868047,-0.253566426092617,-0.240152562083824,-0.384534232563307,-0.33932456231795,-0.234018150812981,0.279382529200858,-0.199446416542609,-0.70678675574038,0.46480963597378,0.281287335981267,-0.711999714915115,1.20293905875507,-0.358588016528723,-0.0539049548236577,-0.101684125038304,-0.325232722637609,1.03350938379932,-0.393815147559808,-0.24078174564816,-0.572939043100029,0.119077161836542
"SEACell-3-CM-Pre-non-Tfh",0.196270415827132,1.94930372670092,1.9247260390489,1.02933612637224,3.03234291600246,0.968587780451413,0.302177204950267,1.39431042121115,0.259808038818675,1.04832568001173,5.90061347984364,-0.253687184774538,3.70728793490958,-0.777661158405272,1.55150402548831,0.210091986127523,1.16864779984606,-0.671613136250826,-0.541443429287612,0.464062762248663,1.27234763563522,-0.233760917536547,0.528100970352531,-0.086455519898751,-0.0224112632049176,-1.30017266003931,-0.506239727285842,0.55270819539291,0.134367331185907,1.14283853701224,-0.668335647349498,-3.26847532227423,-0.0717218993612307,-1.34594928484879,0.0908909861244228,0.196112995153029,-0.0667196033523153,0.377835875807055,1.87429827736827,0.247527766070478,-0.180884221502913,-1.72384675326784,-1.31909254315935,0.425755175828551,1.76580001633245,2.90641385455546,0.162892222627813,2.68258376656215,-0.00693426708549363,0.0729026677950825,0.0614505757167163,0.0371560104974695,0.760216132766927,-0.336267538681699,-0.910449501822536,-0.973782308226705,-0.370843201063683,0.637284195737268,0.603861830001392,-1.08579245575504,-0.0539326306271513,0.721298389566715,-0.359714667523546,-0.286474674543432,-0.386077356172209,0.829816454893701,-1.24261840034845,1.73812921888776,-0.343419507680455,-0.116163700411858,-2.31584720412364,-0.885603309358612,-0.293837771134604,-1.00331102187079,-0.681881124470376,-0.986325535254832,-0.674251481228539,0.249604066561931,-0.649591638411418,-0.295177555521571,-0.322154788417814,-1.07482815314819,-0.628275494053223,-0.241614431952101,-0.632800201040027,-0.37757063667637,-1.34663462578349,0.179631287138343,-1.3082413292919,0.178058417322608,-0.979542868632852,-1.17034749581301,-0.54602268020403,-0.35914021948595,-0.244352993002253,-1.94043801463827,-0.435823527813675,-0.271725167760977,0.264972544914445,-1.39658996096906
"SEACell-3-Tfh2",0.383756124068989,-0.356689261907395,0.019606029110381,-0.227424485569974,-0.71517998211613,-0.299477176710541,-0.759830423222383,-0.476993577759195,-0.373810324795009,-0.800809118251767,-1.24821283824788,0.229737642148426,-0.83852829896244,-0.236048995744569,-0.370720887304204,-0.696417772468232,0.0711752028318678,-0.787438371913372,-0.456878852931374,-0.134004214166393,-0.522264165027288,-0.331693832353255,0.368788652761727,-0.268963777697371,-0.00469104560093162,0.56394917682213,-0.513237503405446,0.0624645328415562,-0.762765499093926,-0.249713302401312,-0.693685174229013,2.27850000324255,-0.240854819940575,-0.267221802929077,-0.748685263174526,-1.33184382995214,0.0116793024057864,0.448910847602478,1.64020648285508,-0.541793641085669,0.00498982536240146,1.54940520337183,0.347698778995277,0.824069199280988,-1.22089929747407,-0.210837487741572,-0.39555288856431,0.148250165716518,-0.712494851839379,-0.455806421755525,-0.29469630529335,-0.509800979821227,-0.0967751154886137,1.13077085681547,-0.122468418579371,-0.409249729037692,0.0774363630504401,-1.38594904986568,-0.14476104398574,0.878220837848712,-0.379898910551121,-0.753921275458329,-0.223270442965139,-0.185334761724696,-0.0450952927767708,-0.462362874236184,1.53189100592736,-1.27874646817869,-0.244741937147951,0.0889665922937976,2.30628545690963,0.314997443796555,-0.557846746420029,-0.233713325664955,-0.180270835226636,-0.294785126393573,0.342918407595738,-0.0531094516112281,-0.682235575467345,-0.203154399850691,-0.0683885633703812,-0.029294508909861,-0.0727092470694037,-0.240600264942357,-0.0411767499104632,0.0677821640941184,-0.380284807777402,0.130043026900467,1.13164466245851,-0.332127207873447,0.689207108948977,-0.196295091019588,0.235408578470263,-0.00399256270848943,-0.457144585598477,1.57819359789369,-0.365572141191289,-0.234884145470955,-0.69240486727632,1.2694888035795
"SEACell-30-CM-Pre-non-Tfh",-0.955582953021028,0.436835304009542,-0.866037651719626,-0.823660139183532,-0.565366198063112,-1.12205956424276,2.41462699937763,-0.622802496180914,-0.0715551381594285,-1.26088092286402,-0.175141302323334,-1.24805608741165,0.12796095955378,2.61507922807463e-06,-1.88740316759982,1.43065532328229,-1.98584807050631,0.596016519947304,1.57329350308279,2.14426919053643,-0.413362474940875,-0.0521427220467343,-1.33506375831317,-0.221190960254733,-0.580347120603738,0.907302199016012,1.23107059670249,-1.62446453192432,0.149972245103794,-1.55335239199887,1.39803118856415,0.32457308361104,2.13737102318949,1.02358465416368,0.328404499876239,0.651228755191702,-1.37781799792222,-1.67901522543654,-2.37532084356356,-0.922309763668559,-1.92948817130848,-0.442970930588949,-0.978859364822358,0.385688349995903,-0.950767863761735,0.0708858916625486,0.225704337044002,-0.709157042904246,1.08311180414866,1.43110443853719,1.64022516727076,-0.939415817978685,0.560497871572763,-1.61832939878213,1.38903719443586,1.59684822976844,-1.31600003332019,-0.447529192739276,0.385893290315005,-0.953358600212741,0.604074778207474,-0.520062778377837,-0.794195433070079,-0.783365961143865,-1.44864030635393,-0.982369890262251,-1.01655195425551,-1.42491237819546,-0.451202674905671,-0.447288491569176,-1.03844937741872,-0.990859985628436,-0.124379438186857,-0.919825671536017,-0.335439315609944,-0.262363687155033,-1.2266370154974,-0.0198048724390045,-0.949787789230202,-0.138521900734396,-0.269110938433619,0.119756396312432,0.0589943083383484,-0.31029648249593,-0.762219117109752,0.39149365129697,0.859080600274928,-0.621686685921451,-0.673662344894543,1.40385262645119,-0.875067030951585,0.541458826764772,-0.317969099302367,-0.390701104605506,-0.259369849966696,-0.737843137000497,-0.249956257872948,-0.313764185901774,-1.1967051419908,-0.31689820142717
"SEACell-30-Tfh2",0.0839816782282709,-1.19877233316163,-0.410204629675094,-0.408601469228531,-0.56981414423903,-0.285690800118646,-0.670950627902859,-1.20903983672242,-0.465524721459708,-0.117723635374774,-0.391113672421424,0.56151113144675,-0.620837865280339,-0.410327407023667,0.782637995384429,-0.814350969147192,0.145698946008902,-0.178909660159519,-0.570789816679581,-0.537876698868078,-1.07053744819014,-0.271297402360859,-0.628295082664744,-0.377041746513768,-0.500708614590723,-0.1107570786788,-0.457087277422096,0.515915528047204,-1.73411494124973,0.503252419700069,-1.0182631611528,0.502292016066171,-0.52671917642404,-0.105762810605481,-0.372535490579024,-0.848158600557392,1.14335100689789,1.13822294926723,1.95610173616227,0.193879659419515,1.45573767102963,-0.229496782897044,0.0407650367857523,0.211511881734754,0.0839800897813814,-1.67757192796367,-1.12852479839968,-0.333289479706558,0.105841686463462,-1.64347357092951,-1.34936564933335,0.0693042236999153,-1.11241569196328,2.70607525431391,-0.422858602560547,-1.01720819121077,0.548591292857268,-1.40032983104437,-0.428867063585627,1.36994236191717,0.360413913047569,-0.210932508803692,0.336873354638099,1.9684601177391,1.01316673763441,-0.15474688608769,0.502767100289853,0.777596506257827,-0.23800722278463,2.99424898267122,0.913273247094215,1.93565252422872,-0.321523595567216,0.566242797801168,0.711085036164679,1.33641832925521,0.667618854893271,-0.348299707238708,0.748912966267188,-0.208961188686272,-0.184109357380147,-0.239270412565907,-0.0145500085358981,-0.175678677550599,2.60036517509952,0.227432420789452,-0.579263105488333,-0.11693189586562,1.16555120532971,-0.437727744233633,1.15465790741271,-0.245872997151383,0.921623087697648,-0.00372054167221807,0.0192825656652673,0.961620041654384,-0.318744210802067,0.140712744381287,-0.687223098787722,2.26259805180419
"SEACell-31-CM-Pre-non-Tfh",-1.36614569763429,0.159865213413359,-1.17623652680176,-1.0980922856389,-0.846884796428072,-1.46279423634239,1.97474473658411,-0.434668603720131,-0.424259762502939,-1.53066060677357,-0.71305002195913,-1.23422980263995,0.192430056848803,-0.0391565698059296,-1.90811861615532,1.07078282458144,-1.56577163479647,1.24091117274686,1.75940827423414,1.83454745597979,-0.831988027144328,-0.0416322143436711,-1.8944980512525,-0.15045128642526,-0.196321726921609,1.19307203184235,2.17220359990254,-1.79953645747673,1.26633892394543,-1.80953460822362,1.60375546378046,1.06400455014941,2.17305054199445,2.25223524926754,0.69433500840595,0.887249067441112,-1.70242914377109,-1.426297588117,-2.09117073217651,-0.975823614959238,-2.35729255004538,-0.517943710903967,-0.937016600805111,0.166650688172221,-1.47554574778947,0.355848480092796,0.0979722796415929,-0.48371447503708,0.932543234579281,1.48105968654711,2.54312402108215,-0.462067065665031,0.610225913064591,-1.88234977896009,1.51734736055669,1.96875986992829,-1.41475876437177,-0.669829774190982,1.07605419519476,-0.897401738818572,0.051191522114207,-1.43056392748421,-0.907110415836068,-0.809779286981781,-1.53381831534673,-0.918008981391682,-0.370856168842588,-1.92199893884102,-0.190182494844329,-0.905627456678508,0.395832340436541,-0.658943462836564,0.212219656300064,-0.795374425853988,-0.397109787853069,-0.192665492400633,-1.30661899025363,-0.268960795268485,-0.554551007694237,-0.246861808441279,-0.152156419522847,0.315285929212373,0.419442842883238,-0.30188974534851,-1.39890301319142,0.150685637549017,1.0043182937716,-0.722902660943442,-0.14794433347228,1.23282453917412,-1.08457672518318,0.671080504460959,0.626204883914195,-0.386495283253695,-0.635245290953592,-0.933465631028161,-0.216646157154633,-0.482222456603814,-1.97874406827089,0.00110890118496603
"SEACell-31-Tfh2",0.00345937107110846,-0.589010934350271,-0.434909166781076,-0.0660901223465399,-0.749538478701638,-0.374832924831187,-0.405030819654175,-0.118114778324832,-0.523118670504518,0.702716955509411,-0.770139719898423,-0.173011371187027,-0.953787049503737,-0.859704013721784,1.39973870795032,-0.760094870521398,1.92566532688602,-0.290770148054721,-0.636651814313677,-0.826872954842488,-1.08781955817194,-0.415817671082601,-0.0255660194001548,-0.406132786164345,-0.360215737153836,-0.60459453256941,-0.433102035609221,1.49309324333947,-0.332262515583722,0.788399186377066,-0.870569437523677,-0.28512091531183,-0.786973470813421,-2.65262503881105,-0.589721015153948,-1.82899886766861,1.23366289375898,1.34673400408503,1.04069795838386,0.235436923024149,1.88161967327851,-0.487616211667985,-0.0741934364068451,-1.49580964918391,0.556138961723466,-0.782203554616484,-1.18934603849168,-0.55029749138516,-0.116723066121871,-2.24768412735094,-1.69493364221887,-0.364288364044721,-1.19565121595804,1.25130598405208,-0.930313056413401,-0.428225937385263,1.13355359213552,1.17965002138563,-1.05622745236934,1.11814745582561,-0.361696691820977,2.64605572956325,0.751459861998745,0.496970967022138,2.02697682493171,1.11779634620365,0.436848880147541,2.65535428031088,-0.313163315382026,2.00754288653025,2.35221856141141,1.52903987283781,0.02764803217334,2.1511690754328,0.36686663088558,1.95000873099635,4.86485270675056,-0.319519215549761,1.6372440288732,-0.00118670248104577,-0.287117600955837,-0.676939990943975,0.0277386229356803,-0.205151435740272,0.0389188862873033,0.572288165717368,-0.948584076910521,-0.244209821664576,1.71450499158565,-0.369325153607046,0.641082832968686,-0.238269089157596,0.272828012626284,0.00419872617346985,0.415456263477106,0.641586926504196,-0.171311610146168,-0.0907469073110103,2.46618152465204,1.23009615427707
"SEACell-32-CM-Pre-non-Tfh",0.961346750551063,0.367831669004838,0.813512818428288,0.562646208844738,0.849832739125301,0.684815583058963,-0.138349441904015,1.01589807721201,0.510602164619609,0.518245189619395,-0.145963519755843,1.4937053106951,0.722333487466545,-0.485061323674234,0.378318271379425,-0.538886907688765,0.157057742118799,-0.48679535913478,-0.570392902029045,0.490703444734636,0.8160093551379,-0.129914548314061,1.22977465820917,-0.280149435898937,-0.271499599425281,-0.854037638541963,-0.349068825892258,0.0723372893970065,0.33180567282936,0.262926717271546,-0.769257491833545,-0.685088271094348,-0.427525264139151,-1.41879386252978,-0.335200800824701,0.996900773189822,0.249141789094945,-0.728186549435699,0.324703088718069,0.0436924492096429,0.805551443525575,-0.231436564449069,1.31248122596126,-0.00243460567834314,1.05732167250771,-1.54991129739128,1.19302437929603,0.739662624092293,-0.499535094251287,-0.22517998548575,-0.685499126489302,0.055389968451575,0.742955485186214,0.803849329500229,-0.528115751539205,-0.427300311819167,0.790018279677585,1.3503071865221,-0.288718436214892,-0.967975048977527,-0.310792426680162,0.198554539900361,-0.182500288210116,-0.398488061381374,0.767774420517799,-0.517802720457947,-1.03490061668348,0.539475910640142,-0.577643527265662,-0.232995732347788,-1.27749479511632,-0.617301945546791,-0.638709470837993,-0.71972247045205,-0.66738315993529,-0.685049311119253,-0.480860396934876,-0.729340600707126,-0.721583748020946,-0.21675946519695,-0.288729155305943,-0.570823157051708,-0.722179758739456,-0.247089759472432,-0.873555376241897,-0.96973534284273,-0.789595254955081,0.420972132762619,-1.3239415281303,-0.120010944309255,-0.461475564160203,-0.61956687540258,-0.952931919104641,-0.395774580397659,-0.116158848278673,0.413280703973453,-0.424773719236051,0.134488942418385,1.31367322701695,-1.0120683410777
"SEACell-32-Tfh2",0.449280328882012,-0.827602896518451,0.0195015881587852,0.146646001909503,-0.561517127638157,0.332843566013443,-0.723868401521508,-0.542382387011818,-0.399277285762371,-0.0196436549667396,-0.383314152190082,0.478423543131708,-0.80262706140025,-0.553291579133717,0.233541954889506,-0.551475675621605,-0.175828538400291,-0.253467601923508,-0.577049689238311,-1.02723003705284,-0.104680084022621,-0.296177622560179,0.811565425229679,-0.341961137709277,-0.554572810612609,-0.407175035400748,-0.470621456485565,0.437281185986145,0.35299862890631,0.671379644895255,-0.856874948168001,0.247158272863402,-0.598539922811723,-0.803091332492645,-0.550495848272578,-1.16687445102891,1.02673243300454,0.820209056615213,1.51974232418629,-0.230393099191334,1.43681243793763,-0.442525461235002,0.463502104785957,-0.0888222446485815,-0.197344347094577,-1.16136496086927,-0.763256235510855,-0.682204989337503,-0.125875346325416,-1.26479246249669,-1.97159662687591,0.186211244103168,-1.29180588799718,1.91203195878707,-0.72544390689366,-0.713148770375489,0.857246009887067,-1.13984207136421,-0.612193700358175,1.2604117261047,-0.479964584905463,1.18911581936941,0.253150135707843,-0.112614855392584,0.686977778458116,1.83929692263361,1.53348078262995,2.76580289516749,-0.245283369862894,0.647034618064639,0.237437446174155,1.66764484745862,-0.0641681958775155,0.638732602513483,0.554330921693656,0.173117087632414,0.908104851597768,-0.0279173130545641,1.03620661012801,0.810500855816586,-0.255034504955403,-0.659478327366009,-0.00202079947937876,-0.221990219508873,1.23483849711,-0.151719539924252,-0.710729816752003,0.242586791358125,1.11642375027125,-0.63191073168171,1.55949759834192,-1.10764068072936,-0.354390157846508,-0.30495379136702,0.18568445397409,0.536347628986327,-0.349279187797594,-0.0678799317067833,0.399318138445538,-0.343110595616343
"SEACell-33-CM-Pre-non-Tfh",0.803182769673843,1.06915229403568,0.688046174598076,1.09678568310814,0.986929876679128,0.871288717781796,-0.152962628257196,1.03424128449479,0.528901702447223,0.469411272246,0.507154795064367,0.224787414556908,1.15997260882123,0.0820391243047916,0.699513043044948,-0.412669719049343,0.699788257961757,-0.208039351141908,-0.533262364292625,-0.080072186698784,1.32290180660837,-0.0728164735271419,1.5942259355515,-0.0735562666182026,0.10445603691147,-0.493721620077807,-0.526345442849945,0.320497701484248,0.0939281614303006,0.671796709451637,-0.516057654914939,-0.511965665251418,-0.301179260483425,-0.98522829331066,-0.352641020481473,0.90730421399685,-0.220680584539149,0.0322755752686535,0.420471516453629,-0.200475560624241,0.694198551586819,0.14907505236182,-0.257854794681468,1.22255641202503,0.573184395319419,1.07035461871074,0.873880646808545,1.53232811197315,-0.926227660498304,0.622392498851283,0.0237529427177443,0.168883788330345,0.817447846046115,-0.562981272919804,-0.523877861853465,-0.0804313874712686,0.00504098036042042,0.105899153901037,4.59544327981606,-0.905098601309266,-0.357000517641266,-0.348963956978198,-0.358344119287693,-0.395747963906824,-0.471765292863178,-0.679275344275338,-0.910006271266657,-0.146633828879607,-0.685102628297141,-0.505502660817659,-0.853644349045304,-1.01743158452238,-0.538258126212515,-0.78072883694449,-0.693114287331499,-0.57294265645793,-0.698731411041177,-0.644947472238569,-1.0870713626743,-0.258494410611529,-0.174848396681429,-0.409309084671861,-0.664946227267365,-0.255255173858327,-1.00842717036319,-1.19090303471546,-0.857352273706136,0.669883639326284,-1.21617377100412,-0.318979884328588,-0.185184445559654,-0.515958699363158,-1.22007152737772,-0.0829349630370462,-0.125730922838404,-0.372885931524842,-0.4570112254462,-0.375970194129754,0.925750756058061,-0.758682481374711
