	CXCR5hi_PD1hi	CXCR5pos_PD1int	CXCR5pos_PD1neg	Naive
CCDC169-SOHLH2	3.3905122896010766e-5	2.408822559875923e-5	3.330829337808325e-5	3.067720288480627e-5
CDC5L	2.488564732997376e-4	1.9809934782700385e-4	2.862186032217987e-4	4.3215866766324775e-4
CDX1	3.3949083516347236e-4	2.955944756529879e-4	2.9850894153947785e-4	3.383843057980331e-4
CDX2	1.3542001128751481e-4	1.0384680058203106e-4	1.4626280385143686e-4	1.5651626367046861e-4
CDX4	3.685426899866194e-5	3.8416970078550806e-5	5.434378743828235e-5	6.818408358158731e-5
CEBPA	8.393033706101973e-4	8.597519842436139e-5	2.896936513872085e-4	1.0664266580992435e-4
CEBPB	1.3726232526925313e-4	7.416167936497695e-5	2.039909470800057e-4	2.046624508733364e-4
CEBPD	1.0483106224013739e-4	7.513046774225303e-5	8.266913833799677e-5	7.796672979462292e-5
CEBPE	7.864853983535545e-5	4.635425992232735e-5	5.159074271146169e-5	4.8583288583920766e-4
CEBPG	7.007347717304353e-4	2.2103378662154496e-4	6.619871708745519e-4	8.306699586199968e-4
CEBPZ	3.913017777893783e-4	4.2763951109473744e-4	3.591927010394765e-4	3.980229391425418e-4
CENPB	2.3186857984314496e-5	2.1366798502875016e-5	7.861624884698734e-5	2.2247710175149623e-5
CENPBD1	1.1848761450736375e-5	1.093060173489678e-5	1.1359496471867894e-5	9.718607555528926e-6
CIC	2.3030131489908942e-4	3.271399668833164e-4	2.275067661921807e-4	1.5077768864498695e-4
CLOCK	6.698390137238968e-5	2.1521583779000942e-5	2.579485781580717e-4	3.5297817677321534e-5
CPEB1	9.436521519155745e-5	7.609059440796276e-5	8.014281747340661e-5	8.8215304052788e-5
CREB1	2.2191866996554084e-3	2.159864225031965e-3	2.753243466520743e-3	1.8687223947006484e-3
CREB3	1.6496520242419216e-3	9.208158063133778e-4	4.129188614789563e-4	9.463961528315976e-4
CREB3L1	3.2670088217667055e-4	1.1434555044975643e-4	1.339197147864435e-4	1.3540948845449247e-4
CREB3L2	7.36083347539102e-5	9.68866722080505e-5	1.316171498835293e-4	1.473793976727573e-4
CREB3L4	7.151892025449569e-4	7.907005255202369e-5	1.0390677877199927e-4	9.823548320118062e-5
CREB5	4.104940980235917e-5	2.9536902466909545e-5	3.524357933739896e-5	3.668636008426517e-5
CREBL2	1.6582554983518672e-4	1.4315197081732762e-4	1.0414947632423415e-4	7.417566999336455e-5
CREBZF	1.5395288183903854e-4	1.5432395516363156e-4	2.87176922727467e-4	9.428502981014942e-5
CREM	2.1312401138772973e-3	2.1712163765241752e-3	2.9382043779670767e-3	2.878882396882022e-3
CRX	1.3294560129793875e-4	1.4762460682215205e-4	9.308604466487298e-5	3.405857324423998e-5
CTCF	8.525782114983761e-3	1.037516722448076e-2	1.1661257089889078e-2	5.935651756622351e-3
CTCFL	3.0630121875938716e-4	7.715477769294702e-4	3.1822823344199505e-4	2.9713350707242896e-4
CUX1	6.763515150833699e-4	1.000778895619526e-3	9.69618741490651e-4	1.3867763032998958e-3
CUX2	1.1975348464763886e-5	9.537674057328671e-6	8.707295502641843e-6	1.189193168903869e-4
CXXC1	8.647248025153378e-4	3.9536862029492106e-4	8.581261168880081e-4	7.142937187503132e-4
CXXC4	1.423012169568229e-5	1.4882790141588837e-5	1.2970979378326628e-5	1.89793334764959e-5
CXXC5	1.542885649183058e-4	4.038613234251484e-5	3.970351711434364e-5	5.5849702912553054e-5
DBP	3.022171183790699e-4	8.010679073004748e-4	1.0009521593540177e-4	6.172119126434284e-4
DBX1	4.473532987820614e-5	3.0011982449280144e-5	2.7392692940724438e-5	3.210821803924074e-5
DBX2	2.9133303570630283e-5	2.778110609714049e-5	3.966900736670153e-5	3.516243075936706e-5
DDIT3	8.835567789386919e-5	9.637771037995956e-5	9.172748944092697e-5	2.0853648641924762e-4
DLX1	2.9697447738783878e-5	2.5869935699768826e-5	2.67846730801228e-5	2.5053237758000495e-5
DLX2	3.44696185527816e-5	2.727776396563147e-5	2.76980802635895e-5	2.630460921461441e-5
DLX3	9.804002508265506e-5	8.75090436019924e-5	9.66461172509492e-5	8.674175335835637e-5
DLX4	4.751899085044671e-5	3.840772667276325e-5	4.4984364300253567e-5	3.7061299173357355e-5
DLX5	3.2669771098026436e-5	2.634728218435449e-5	2.9753486198268286e-5	2.7157476957625394e-5
DLX6	3.1637153830794676e-5	2.7274523311976062e-5	3.471106944851693e-5	2.424927005579003e-5
DMBX1	3.161798118383409e-5	6.060075109507898e-5	8.761076383169509e-5	2.3603176790414547e-5
DMRT1	4.2537766605060095e-5	2.9224375113739194e-5	4.0810784011834116e-5	3.947585091540624e-5
DMRT2	5.347789404095886e-5	5.967080397246224e-5	5.4111128480839084e-5	5.24253065325166e-5
DMRT3	4.800944538365452e-5	2.7643993051341868e-5	3.11935896395339e-5	3.4452256147372425e-5
DMRTA1	6.350414778937872e-5	4.187209576019476e-5	5.849613027023141e-5	6.091055841225185e-5
DMRTA2	3.8060561173468396e-5	2.0861099055886786e-5	3.178484164472819e-5	2.7881825734048313e-5
DMRTB1	3.600608520195646e-5	3.5993152416377776e-5	3.935442326818883e-5	3.503925062885269e-5
DMRTC2	6.0002705187041505e-5	4.242505296776129e-5	5.3871405070534684e-5	4.993641784130184e-5
DNMT1	2.5873320451776627e-3	2.7160568385925566e-3	3.558027709105971e-3	3.385186478841938e-3
DNTTIP1	3.956757828039329e-5	3.382388961496029e-5	3.6504429343980515e-5	3.413848473749869e-5
DPF1	3.9538810332484077e-5	3.088938372872426e-5	3.004186283586108e-5	3.520299396181249e-5
DPF3	3.764243984133872e-5	2.9485988645107885e-5	2.647721296717633e-5	3.3832817036127485e-5
DPRX	3.764004717264959e-5	2.672846166285224e-5	2.4482952138612745e-5	2.5725366698853034e-5
DRGX	5.7524325530020854e-5	4.943846962461975e-5	5.8149661472476005e-5	4.116866633871223e-5
DUX1_HUMAN	1.0581934271613907e-5	1.0165575835724186e-5	1.0835595994972115e-5	1.0561516255473503e-5
DUX3_HUMAN	1.0481082809915534e-5	9.036239390594002e-6	8.576558398016174e-6	9.131562378291338e-6
DUX4	5.605513003767436e-5	3.262581309740432e-5	3.612495677470067e-5	4.082995952645003e-5
DUXA	4.940419208132866e-5	4.620940658124531e-5	4.446094696151784e-5	4.0040215589277695e-5
E2F1	3.258920330793332e-4	7.284292678512575e-4	2.928513066459181e-4	3.1218349987395083e-4
E2F2	4.7847542604733355e-4	3.894821898437252e-4	1.1399412063843393e-4	1.335083004198824e-4
E2F3	7.882038639383962e-4	5.377604579812185e-4	7.770734013249806e-4	5.532207296079189e-4
E2F4	4.0592319119012385e-3	4.401578717431976e-3	3.029528228397056e-3	4.138973319436134e-4
E2F5	7.391315726032162e-5	3.597314505652112e-5	4.840693208143745e-4	6.024379199807689e-5
E2F6	1.1548496267513382e-3	1.1014564927358207e-3	3.554301308951538e-4	3.6610258025147576e-4
E2F7	1.0633874814130827e-4	5.00108440924677e-4	8.976510528295539e-5	9.730898960439765e-5
E2F8	1.7932791761361374e-4	6.767097999581074e-4	6.29140101888339e-5	7.798597390605325e-5
E4F1	4.523151575911696e-4	2.924483191426321e-4	1.6968895208549465e-4	2.5268513354438735e-4
EBF1	9.619448435143674e-4	1.2330099551104922e-3	2.883600512818553e-4	1.4567933720853825e-3
EBF2	2.0586933650379013e-5	1.6937787331208348e-5	2.1070702152734142e-5	4.831507948245676e-5
EBF3	6.434899802124079e-5	4.76702339305502e-5	8.042402663000704e-5	6.50108414466209e-5
EBF4	1.680016511835285e-5	1.8154827521950167e-5	2.3863745602575596e-5	2.8505043853872294e-5
EGR1	3.7839158829283868e-3	6.0292336178369745e-3	7.806493503946797e-3	5.894315373012214e-3
EGR2	6.142606836557451e-3	7.175601613412831e-3	5.7966337619204155e-3	4.84119556633563e-3
EGR3	8.790162490127005e-4	5.984252547498339e-4	2.7711747640405356e-3	1.3930021745717541e-3
EGR4	2.3775483235792742e-4	1.8314814755378657e-4	1.0337622438708908e-3	2.09656934619039e-4
EHF	2.1939890725034464e-4	1.673896363228934e-4	1.8035664907997662e-4	1.8559482731100461e-4
ELF1	1.8867222529930328e-2	1.5324088673711024e-2	2.2315962511878895e-2	1.587204666965301e-2
ELF2	2.326837362516142e-3	2.22803466736274e-3	2.7044863805650837e-3	3.0712272663807657e-3
ELF3	2.3783293809344138e-4	2.0079175474227494e-4	2.177768946531345e-4	2.1345834337673487e-4
ELF4	2.3373918753978166e-3	4.226485276491656e-3	3.4045075395110255e-3	1.6606838118380352e-3
ELF5	3.6026984820805927e-4	2.8894504846982454e-4	7.689605596583217e-4	3.173026514327173e-4
ELK1	3.2041510319511914e-3	3.1762878764346482e-3	2.091731237497432e-3	2.841406197252469e-3
ELK3	2.928012306046419e-3	3.216914416970365e-3	4.25163469050681e-3	2.6814408042359723e-3
ELK4	6.774213366693678e-3	5.458114946243079e-3	6.4893757138653e-3	6.966151895171472e-3
EMX1	4.629813231125884e-5	4.3540409797006706e-5	4.3479277114968425e-5	3.255451450800214e-5
EMX2	4.3081018637985845e-5	3.350830594183429e-5	3.772166607757496e-5	3.000511815862284e-5
EN1	5.6174446827456526e-5	5.887095862144436e-5	6.161376184250871e-5	4.782495128861904e-5
EN2	4.602247991143812e-5	4.86564539673442e-5	4.425283317899017e-5	4.667030401181434e-5
EOMES	3.4874390664473615e-5	4.056058885930194e-5	2.1156305555475136e-5	3.381081423089763e-5
EPAS1	9.805853959678054e-5	8.719371695914203e-4	8.888655753652571e-5	8.95747993039473e-5
ERF	5.352679628686398e-4	7.641944557774154e-4	2.8927106689043516e-4	1.745356066451107e-4
ERG	4.887898158022992e-4	3.920582810943501e-4	4.537472728031012e-4	4.126272342200075e-4
ESR1	1.6206082866386062e-4	1.3116613874815765e-4	1.6441991042590853e-4	1.5106691055366442e-4
ESR2	1.4059278153643088e-4	5.054014988403294e-4	1.3867065062823572e-4	2.733783817657016e-4
ESRRA	8.816261597967936e-4	5.273064813057942e-4	1.5530236499911403e-3	1.859443555946922e-4
ESRRB	1.1076045976649625e-4	8.828765125567984e-5	9.889838335221915e-5	9.738130663568354e-5
ESRRG	5.076351122239531e-5	1.11086151560931e-4	5.134735299551763e-5	5.864953837359718e-5
ESX1	5.847057220406485e-5	5.720732425553496e-5	5.652170287543642e-5	5.163439298378857e-5
ETS1	8.897259085912134e-3	6.406369327318043e-3	9.58530387105366e-3	7.5530661158238555e-3
ETS2	7.96248039518023e-4	1.8757658007319592e-4	9.553794190315857e-4	1.4464849764052581e-3
ETV1	3.049088764730759e-4	1.0256627306981325e-3	2.8751549086644294e-4	2.454701670390663e-4
ETV2	1.0490217088779128e-3	1.9877348074026082e-4	5.953673628483574e-4	2.019468712583944e-4
ETV3	1.0515821254055265e-4	9.715940242107664e-5	5.9511287027093757e-5	7.149508995886762e-5
ETV3L	1.0332499465145453e-4	6.518837929255997e-5	7.424529457054129e-5	7.043458329358712e-5
ETV4	2.9883872291387346e-4	2.2395137843197126e-4	2.7175686539103726e-4	2.2686824724783714e-4
ETV5	3.9292707876312254e-4	3.4180441241357906e-4	3.87361380347865e-4	3.33855665237212e-4
ETV6	2.1478506538001076e-3	3.2639023610170504e-3	1.9645143555249893e-3	1.0231997665182291e-3
ETV7	1.2335444419731302e-4	3.9420111277204463e-4	1.392679752398528e-4	1.1635272497393143e-4
EVX1	5.873058545606755e-5	4.174986759294283e-5	6.075741285278835e-5	3.8695320734267224e-5
EVX2	6.109149868032627e-5	5.721905073605479e-5	6.638812790120677e-5	5.230880285111414e-5
FBXL19	1.3235362253995614e-5	1.4459602920700973e-5	1.667364500794325e-5	1.4029636984689153e-5
FERD3L	4.504285979601904e-5	3.2211733007753786e-5	4.394855014415792e-5	5.498013024321992e-5
FEV	1.8496518406172264e-4	1.4331275178616716e-4	1.6922013275118695e-4	1.4128669041115445e-4
FEZF1	1.2528574535134864e-4	1.254106239158035e-4	1.5013083530964443e-4	1.326239898305551e-4
FEZF2	9.084560340011984e-5	8.793034338293665e-5	1.0203853326307527e-4	9.705084180355091e-5
FIGLA	8.561071477597515e-5	7.761933831253759e-5	8.583630372673905e-5	6.70981902444159e-5
FLI1	2.3207338903164622e-3	3.383940222410608e-3	4.962461994565675e-3	4.338742472787774e-3
FOS	2.0998386136771276e-2	2.771418411766969e-2	2.7403164788460183e-2	2.1267992917695953e-2
FOSB	2.15489059791065e-3	3.1587648008147987e-3	3.621353524564626e-3	2.3851860381851617e-3
FOSL1	2.0295086232368183e-4	1.758784870477687e-4	2.0267461009255364e-4	1.1164652779515375e-3
FOSL2	1.0155827029859822e-4	6.223371831170403e-4	7.894034076973947e-4	1.6583163305114142e-3
FOXA1	1.4038260354857466e-4	1.311294864109663e-4	1.4314812258341432e-4	1.2344011188101503e-4
FOXA2	1.1715431263551906e-4	1.1081328483409301e-4	1.0746340835108387e-4	1.145652962391247e-4
FOXA3	9.191512724222663e-5	8.179710068743238e-5	9.444061926290662e-5	8.982165805903972e-5
FOXB1	3.1772780633049566e-4	8.134496853428066e-4	6.549896068006728e-5	7.716532595311713e-5
FOXB2	5.1408710752520695e-5	4.75876089009111e-5	6.250015527313357e-5	5.153514370739673e-5
FOXC1	3.3552553218079253e-4	2.968449209324166e-4	3.1085627651233043e-4	3.4958691913808545e-4
FOXC2	1.9384902697385203e-4	1.8276539851975018e-4	1.5093193487579327e-4	1.593935497425501e-4
FOXD1	7.135066034175864e-5	5.909502529775791e-5	6.273494592044028e-5	5.097742803037473e-5
FOXD2	4.541152402501832e-4	1.252507394533996e-4	1.3456441260058214e-4	1.2521251645232208e-4
FOXD3	2.5369267085786966e-4	2.3761136443526553e-4	2.2558579305557232e-4	2.4296482131859316e-4
FOXD4	1.6675048844036412e-5	2.333668595265374e-5	1.8703245833859244e-5	1.931292069283236e-5
FOXD4L1	1.6675048844036412e-5	2.333668595265374e-5	1.8703245833859244e-5	1.931292069283236e-5
FOXD4L3	1.6675048844036412e-5	2.333668595265374e-5	1.8703245833859244e-5	1.931292069283236e-5
FOXD4L4	1.6675048844036412e-5	2.333668595265374e-5	1.8703245833859244e-5	1.931292069283236e-5
FOXD4L5	1.6675048844036412e-5	2.333668595265374e-5	1.8703245833859244e-5	1.931292069283236e-5
FOXD4L6	1.6675048844036412e-5	2.333668595265374e-5	1.8703245833859244e-5	1.931292069283236e-5
FOXE1	6.50768883028674e-5	6.382282309134327e-5	6.923455444086466e-5	1.3206820167630329e-4
FOXE3	5.344692761909633e-5	4.600248371240412e-5	5.155918161122367e-5	4.396850090051076e-5
FOXF1	7.242749010480439e-5	8.527552305565353e-5	7.920374036247492e-5	7.957792954660279e-5
FOXF2	5.672325613198759e-5	3.748850554516226e-5	5.2418371255858384e-5	4.193610226440478e-5
FOXG1	9.382214621450337e-5	7.535138415087866e-5	9.117150532400012e-5	9.134109005698896e-5
FOXH1	5.875869647705868e-5	6.351399810061544e-5	4.6455687029570436e-5	6.001711804481133e-5
FOXI1	1.9092457199816628e-4	1.5302067865757005e-4	1.517677288492876e-4	1.5790390082795496e-4
FOXI2	6.979215215416207e-5	4.9582880809868036e-5	6.35258477626137e-5	6.1246149451645e-5
FOXI3	6.750515286757862e-5	4.7746169697373856e-5	6.173660611163121e-5	2.3065354672296184e-4
FOXJ1	5.785589883551948e-5	5.272910448016404e-5	4.841963012393174e-5	5.106355108835533e-5
FOXJ2	1.2307192798398754e-3	2.5794278921189725e-3	6.998251835931784e-4	8.506405659550855e-4
FOXJ3	3.7111408334684908e-3	3.999618611938562e-3	3.267501892275932e-3	4.529058609495939e-3
FOXK1	1.2163338200191554e-3	4.979908347046137e-4	1.9481964499182302e-3	1.9987701809385246e-3
FOXK2	2.1484194167459226e-4	1.1988131806735675e-4	1.7100194688690867e-4	4.1152236569201635e-5
FOXL1	7.760549773330839e-5	6.459872440888553e-5	5.654182960820116e-5	5.3733835074805755e-5
FOXL2	1.1666930224691515e-4	1.0514546322870245e-4	1.0691781598491513e-4	1.0108449979591566e-4
FOXM1	6.683868259649366e-4	1.103698904322476e-3	1.9688135556452432e-4	5.910331390109223e-4
FOXN1	3.333624370034691e-5	2.378727880367893e-5	2.2805367515163683e-5	2.393209198716367e-5
FOXN2	8.150025167951622e-5	1.1185056840700504e-4	6.067327385776011e-5	7.255998003289161e-5
FOXN3	1.3243369989427614e-3	1.464397737510234e-3	1.0169562665436147e-3	2.0914419157309822e-3
FOXN4	3.92248838758714e-5	2.929084746052169e-5	3.274688280096597e-5	3.71756809460393e-5
FOXO1	1.80156236711344e-3	2.4377967217219946e-3	3.127153149802219e-3	3.0005348191693257e-3
FOXO3	2.224506008113967e-3	1.9220835274276257e-3	2.2190528382761824e-3	2.257829451085816e-3
FOXO4	4.435530274345345e-4	6.699240872612314e-4	7.178775291244213e-4	4.7385737866658024e-4
FOXO6	1.2151833186399937e-4	9.318358435180054e-5	1.2137785981108031e-4	1.2091922007350445e-4
FOXP1	9.045080016386349e-4	7.810974336473319e-4	1.0608552454736463e-3	1.0185776415472165e-3
FOXP2	3.2425950189948906e-4	3.0859697899377565e-4	9.348376624625766e-5	9.892517127111158e-5
FOXP3	2.4332888252348104e-4	1.0587031397688484e-3	8.551502881743432e-4	5.230421265864395e-4
FOXP4	8.878314643124359e-5	1.0713613969980188e-4	4.793123207479155e-5	4.4199405353829524e-5
FOXQ1	6.760777642784779e-5	7.15053214727338e-5	6.23845732745374e-5	6.048000645830774e-5
FOXR1	8.9111515177725e-5	9.893443856505268e-5	5.0804215139699604e-5	6.230693668314717e-5
FOXR2	6.780081302686948e-5	8.422278067597027e-5	7.351401341801586e-5	5.65124911652339e-5
FOXS1	5.248207028938229e-5	4.5215413597852276e-5	5.891071421696298e-5	4.957936698647638e-5
GABPA	4.053089488669455e-3	1.2662466995314737e-3	1.1816025399220564e-3	3.3161715545023474e-3
GATA1	9.88731959594571e-5	9.669283239959365e-5	9.93305734282294e-5	1.0614251391287538e-4
GATA2	1.3603380048334912e-4	1.0510488703231976e-4	1.2847564908163538e-4	1.2213092518202675e-4
GATA3	1.2557356101577113e-3	1.5832005863762016e-3	2.0112901185275808e-3	9.472890391057738e-4
GATA4	1.1765402592767943e-4	9.273712509024216e-5	1.1870855974939338e-4	1.1936719403993501e-4
GATA5	7.920908996616837e-5	6.546097990077179e-5	8.49211749453776e-5	8.004915815635007e-5
GATA6	9.143504572338811e-5	7.517848017650835e-5	9.484222351049668e-5	8.607686321006181e-5
GBX1	2.119354682708533e-5	1.9955279904208516e-5	2.098109556171167e-5	1.3620028235292409e-5
GBX2	8.544130334846118e-5	7.884595120986731e-5	9.17068284381584e-5	7.25317437951259e-5
GCM1	1.2158682048983592e-4	7.901609428479811e-5	1.1622106581737782e-4	8.720586737281398e-5
GCM2	5.4121972755114285e-5	2.932945613553931e-5	4.3946230355740466e-5	3.3855400028154556e-5
GFI1	2.4159813292018803e-4	2.563325968875214e-4	8.4518993213232e-4	8.677313825165075e-5
GFI1B	4.51685496861104e-5	3.9093631399530844e-5	4.768437960018875e-5	3.743727546060418e-5
GLI1	1.224765225593468e-4	1.1222714608641015e-4	2.527124561004663e-4	1.1208343759976082e-4
GLI2	1.310834575195119e-4	1.1884077116902268e-4	1.3771613992183193e-4	1.4349005726796226e-4
GLI3	1.2597748808099114e-4	1.1503128574281587e-4	1.2643364007890282e-4	1.3183101060713134e-4
GLI4	2.0076737563961224e-4	2.609981180827756e-5	2.8332045890724678e-5	8.017235029232277e-5
GLIS1	1.8620891574578442e-4	1.8341963990719146e-4	2.0706070691137602e-4	2.0647587811492774e-4
GLIS2	1.147584660139888e-4	9.35703721210169e-5	1.1097102157961493e-4	1.0657236201166726e-4
GLIS3	1.4793279613138101e-4	1.421300595043302e-4	1.6140224382120923e-4	3.2222821107933075e-4
GMEB1	2.201482860657339e-4	9.21651853555551e-5	2.832994742767374e-4	2.746550709837013e-4
GMEB2	1.8736681663516025e-4	5.131004092428102e-5	2.4159696533001184e-4	3.1820184075601304e-4
GRHL1	2.5947825503817505e-5	6.887740350520127e-5	2.33335439946996e-5	2.8425504342601237e-5
GRHL2	3.380729177762853e-5	4.0992721642618346e-5	4.2355214305744676e-5	3.9954930555285704e-5
GSC	3.155142949192437e-5	2.6978618990236507e-5	2.4394880643838374e-5	2.4194126038902963e-5
GSC2	3.719699763357105e-5	2.946297363520114e-5	2.807528454180757e-5	2.7836673611415815e-5
GSX1	6.082657451150719e-5	5.5901940446939324e-5	6.409457252621716e-5	4.6342368127310574e-5
GSX2	5.9694835394460715e-5	5.534894756316887e-5	6.463323557680912e-5	4.508109927742494e-5
GTF2B	1.2592139228417712e-3	9.856450514376617e-4	1.7250406888892535e-3	1.9774624061114623e-3
GTF2I	1.2485928521577714e-3	3.111658345314917e-3	5.596258333616156e-4	2.3526524927173597e-3
GTF2IRD1	3.869861926088002e-4	4.2008112872199557e-4	2.1394855905949105e-4	1.0353204479516502e-4
GTF3A	1.9799027573663766e-3	1.298584197821481e-3	2.0319020419068546e-3	1.8737711157633535e-3
GZF1	5.104908654694884e-5	1.0053631547210752e-4	6.004570400454475e-5	3.691187670558048e-5
HAND1	7.81816377441395e-5	7.897889854200605e-5	7.83708232101292e-5	7.522716373397407e-5
HAND2	5.950305888652335e-5	6.03911902564687e-5	5.5949555578130514e-5	5.258083657776972e-5
HBP1	6.817890777908881e-4	3.1828188031116826e-4	5.001033317712648e-4	3.865831963732598e-4
HDX	1.3129679825939517e-4	4.717502647412424e-5	6.752081998147963e-5	6.667859900503133e-5
HES1	1.0330719972025691e-4	8.351866926715248e-5	9.043209366883909e-5	1.1421912838387607e-4
HES2	5.0977297817787436e-5	8.765644423284699e-5	1.6221614210767748e-4	4.893803613038293e-5
HES4	4.343716756370541e-5	3.260973638975163e-5	3.771519801578393e-5	4.4768640778624554e-5
HES5	3.6090011460607415e-5	2.8107810089767592e-5	4.1020913324633435e-5	4.7169301914853e-5
HES6	4.657401286190804e-5	1.1759195965083438e-5	2.30412686882974e-5	2.2930229306321712e-5
HES7	5.406807779895288e-5	3.986810725787688e-5	4.720901733075527e-5	5.58553910517403e-5
