	CXCR5hi_PD1hi	CXCR5pos_PD1int	CXCR5pos_PD1neg	Naive
HESX1	8.167666450878106e-5	6.796667509377336e-5	7.294255410562138e-5	6.410681042061678e-5
HEY1	4.016430224868646e-4	1.7739645213305947e-4	3.8201404531508134e-5	4.5655596850163106e-5
HEY2	4.6868389160961105e-5	3.5452799720993494e-5	4.9856230516489874e-5	5.73308531326432e-5
HEYL	2.3078265927001587e-4	2.059671760094196e-4	1.9718408357791508e-4	2.2266168154891e-5
HHEX	2.9493312147717698e-5	2.791143954252881e-5	5.3767760891682576e-5	2.2521943139075342e-5
HIC1	1.7797594789409517e-4	1.386303548238469e-4	1.6197337983512225e-4	1.4145486026608385e-4
HIC2	1.7062277699159486e-4	1.3130651927280014e-4	4.3824442111305964e-4	4.2873895801967084e-5
HIF1A	3.6320117432827076e-3	2.270748938923662e-3	2.4373775498935687e-3	3.1045115946398416e-3
HIF3A	1.663976348157587e-4	1.7821748742791183e-4	3.992307822934225e-5	2.876858486879144e-5
HINFP	5.881638984756862e-4	7.217318679957789e-4	7.954692519790096e-4	7.415999311659639e-4
HIVEP1	2.9039114686799366e-4	5.976047970764072e-4	1.0876416501665262e-4	4.1850016458659894e-4
HIVEP2	1.0762855508142035e-3	1.728146715821661e-3	1.2969800580369768e-3	9.467172606715526e-4
HIVEP3	2.3881800762692856e-4	2.3093941482638493e-4	3.1044248849481314e-4	3.416936420244523e-4
HKR1	1.0425967994409677e-4	9.151321356096926e-5	9.68675398880363e-5	9.488275369758715e-5
HLF	3.989982409165159e-5	3.0154667113804454e-5	3.183691501001245e-5	3.3198459097506264e-5
HLX	6.73464074002489e-5	5.274430814274544e-5	4.326814931670636e-5	5.5232177761418204e-5
HMBOX1	6.576105648096011e-5	1.1587098575569738e-4	2.7111476598089387e-4	1.4501047904121465e-4
HMG20A	5.890240636006117e-4	6.252162765780483e-4	4.452255213511573e-4	4.6522619183782254e-4
HMG20B	4.6123405559346807e-4	4.494136653000889e-4	3.760590540107455e-4	5.189097115608603e-4
HMGA1	5.6462017495087155e-3	6.410779599994018e-3	5.604507360669616e-3	5.752711943802535e-3
HMGA2	5.191234450213088e-5	2.246939179588273e-5	3.697256668974688e-5	2.625108059424152e-5
HMX1	5.9689478872124026e-5	4.880707495642263e-5	5.065963474401675e-5	5.068056469162108e-5
HMX2	5.6813863948605635e-5	3.8491022126671326e-5	5.282983652425939e-5	4.889051499080787e-5
HMX3	4.750333097421258e-5	2.910927041729802e-5	3.7966451926348735e-5	3.084779666435126e-5
HNF1A	7.259600210277425e-5	7.52158830390325e-5	6.72842686586385e-5	1.8383146672961554e-4
HNF1B	6.538072716795732e-5	6.497323728897662e-5	6.170134319979082e-5	7.411443007910455e-5
HNF4A	1.33415298896883e-4	1.1579999842250863e-4	1.3068747825001334e-4	1.4343315875427735e-4
HNF4G	7.211302436587151e-5	7.146066047766705e-5	7.252165463771011e-5	8.428302864959949e-5
HOMEZ	5.0150662599768374e-5	1.1310707237869612e-4	5.191785199609666e-5	1.0992688307240935e-4
HOXA1	4.7462021280185046e-5	1.3002671970027812e-4	5.780766519857101e-5	4.5438268937800396e-5
HOXA10	5.390210151838895e-5	4.4470824908843185e-5	6.338822716872637e-5	7.534846320943711e-5
HOXA11	4.288023934783502e-5	3.8271861116092244e-5	4.9900191748084736e-5	5.542088938047935e-5
HOXA13	1.7679145642217033e-4	1.6150540332436804e-4	1.8885367728854768e-4	1.98758097556362e-4
HOXA2	6.216598155039666e-5	4.6325890670345895e-5	5.9442203673251785e-5	3.4195669155950197e-4
HOXA3	1.728962165987384e-5	1.8629543136740943e-5	1.966875397934319e-5	1.6652535858536877e-5
HOXA4	7.2774269235223e-5	5.6866289353605306e-5	7.5773565099483e-5	5.428293918615469e-5
HOXA5	6.229495049019596e-5	5.073387817840976e-5	6.690918911245278e-5	1.0016945727246731e-4
HOXA6	3.207467729524245e-5	2.4043315421823372e-5	2.305847824000607e-5	2.9126210560345806e-5
HOXA7	2.9829540209519585e-5	2.722044784912919e-5	3.109267787513102e-5	3.514181213382527e-4
HOXA9	1.8990571784419498e-4	1.8548967830814002e-4	1.7467687632543783e-4	1.9395646594609585e-4
HOXB1	5.598083669227283e-5	4.395312213806959e-5	4.3148004507247495e-5	4.550439698349572e-5
HOXB13	9.382539874812345e-5	8.378230600843192e-5	1.1622430723411523e-4	1.0256842509860913e-4
HOXB2	1.3997505282468324e-4	1.1745685675367965e-4	6.320957021246397e-5	4.678830795495598e-5
HOXB3	2.397054364322182e-5	2.144155747305396e-5	2.3008359612683918e-5	2.178224340873291e-5
HOXB4	7.57282939030045e-5	4.797205959709893e-5	6.935352019676823e-5	3.224554248922231e-4
HOXB5	7.896021117873696e-5	6.155413736665034e-5	7.756608784329077e-5	6.159085208052553e-5
HOXB6	4.417835325237472e-5	3.4559663246538046e-5	3.5715351769792256e-5	3.8753436501068594e-5
HOXB7	1.7743680310648057e-4	1.4910911346690818e-4	1.5822564079512422e-4	1.588986686498844e-4
HOXB8	4.518738177215525e-5	3.6071815507699294e-5	3.766160591225179e-5	4.176605828006801e-5
HOXB9	3.93563846498341e-5	3.1814249289672785e-5	5.6795268239355005e-5	6.51835467355331e-5
HOXC10	1.0145665508902313e-4	8.543299829193107e-5	1.2073188144187914e-4	1.2584461317960996e-4
HOXC11	7.511716877215784e-5	6.206616284597284e-5	7.792089744332588e-5	8.755763205515584e-5
HOXC12	7.885915709962698e-5	5.539180666341424e-5	8.951649801110679e-5	9.19275284099475e-5
HOXC13	7.88868986700915e-5	6.748950719967929e-5	9.503390528968218e-5	9.571954031482323e-5
HOXC4	1.0681773822730653e-4	7.486394623487677e-5	9.335726306754758e-5	7.668375444295026e-5
HOXC5	3.561409725659261e-5	5.047949587228203e-5	5.380063490668225e-5	3.572347073248451e-5
HOXC6	4.509953204083649e-5	3.6809792691950253e-5	3.708784967394442e-5	4.191617622725568e-5
HOXC8	4.0958376712879136e-5	3.936490580772247e-5	4.0698852165263114e-5	4.0356085872484685e-5
HOXC9	6.740165745816368e-5	5.462986206576056e-5	8.048806401712285e-5	9.875646371324264e-5
HOXD1	2.001753115354704e-5	1.9286908125060913e-5	1.8818948015529636e-5	1.3335484597279002e-5
HOXD10	1.9179567937755647e-4	1.3373613151251306e-4	1.7699580875114385e-4	1.9467193440439315e-4
HOXD11	7.368547296362785e-5	5.674911298568116e-5	7.788327968292934e-5	7.917924662841907e-5
HOXD12	7.139375033093035e-5	4.775799477388241e-5	6.873790957725861e-5	6.739829077232879e-5
HOXD13	2.4195162888675183e-4	1.800066900136936e-4	2.3922354106190188e-4	2.3173079721602606e-4
HOXD3	5.0073859201364244e-5	3.1499307220680175e-5	3.763369159690782e-5	3.155262477388134e-5
HOXD4	7.225099015497524e-5	5.021789470488404e-5	7.644722714595224e-5	4.887184954949005e-5
HOXD8	4.4863897397875656e-5	4.0431025048491465e-5	4.583407587040345e-5	4.341882461088547e-5
HOXD9	9.707059050507033e-5	8.256624758632131e-5	1.0622449265540465e-4	1.1954947313304325e-4
HSF1	2.980173603236735e-3	1.1845720943828041e-3	1.8619508379529844e-3	2.2348313008766184e-3
HSF2	1.0531595391080532e-3	2.5768908392999074e-4	1.1841635861696907e-3	1.6769127387666906e-3
HSF4	3.8627897439672084e-5	3.249490773715499e-5	4.335582934828243e-5	4.137557877503864e-5
HSF5	3.9443827400787385e-5	1.0826670323539053e-4	1.5502749649776946e-4	2.8905116580651737e-5
HSFX1	1.5878562177371803e-5	1.171644477405718e-5	1.2468590232682211e-5	1.1039210269460024e-5
HSFX2	1.5878562177371803e-5	1.171644477405718e-5	1.2468590232682211e-5	1.1039210269460024e-5
HSFY1	3.491868993369914e-5	2.9009950372260953e-5	2.760902256816395e-5	2.890417360611131e-5
HSFY2	1.8991287783572148e-5	1.6502261249910152e-5	1.6187679022373464e-5	1.4665894160228498e-5
IKZF1	4.978941826574583e-3	6.012604759122602e-3	4.629135206209086e-3	7.51025138788645e-3
IKZF2	7.308206344861431e-4	8.093610386045319e-4	7.916353611378969e-5	5.99202354557864e-4
IKZF3	3.0775643482250144e-3	3.660966119342962e-3	2.599658269047997e-3	1.616683038055503e-3
IKZF4	1.35471622194319e-4	2.263842634841923e-4	2.3816331368998407e-5	1.9136814312426334e-4
IKZF5	4.4990765210291663e-4	4.227526116311875e-4	5.042659800578886e-4	3.0756068640001237e-4
INSM1	1.2971196801454452e-4	1.0143044732346954e-4	1.166609932441172e-4	1.0598821958949073e-4
IRF1	5.473114479737941e-3	6.07682242276306e-3	6.694804449817952e-3	6.879387816089795e-3
IRF2	2.3554948530487615e-3	3.737345212653397e-3	3.4156848996577827e-3	2.021340878837296e-3
IRF3	7.5534836179498e-3	5.198156714065103e-3	5.237363282531823e-3	6.2852271852782745e-3
IRF4	2.729899505088154e-3	4.23932229041392e-3	2.296393207417005e-3	2.9258029209668548e-3
IRF5	5.35278612925421e-4	2.603714433165095e-4	7.388540835275316e-4	4.8357354324261295e-4
IRF6	3.336711849048463e-5	6.808790073121076e-5	4.41776074585375e-5	4.2055530984553875e-5
IRF7	3.057230355101709e-3	2.1337443669651374e-3	8.320511647792058e-4	3.357153480985226e-3
IRF8	3.1574346812785208e-3	3.4105354087176935e-3	4.171440897666973e-3	4.152598218326099e-3
IRF9	3.0094779268176634e-3	1.5843638745513494e-3	1.1826325270197376e-3	1.8771154338482622e-3
IRX1	3.5352385151128245e-5	2.4112381986447694e-5	2.838175036548017e-5	2.735659266583716e-5
IRX2	1.8826246422301654e-5	1.9664262762315846e-5	2.620776288634923e-5	2.1565969060765444e-5
IRX3	2.6710007465540186e-5	1.901265919390787e-5	2.1976689510874857e-5	1.7751942801483066e-5
IRX4	4.116209695875646e-5	2.8926413180485232e-5	3.0713616098663855e-5	3.225247806289752e-5
IRX5	2.6483813700853645e-5	2.611230427243449e-5	3.364113556781569e-5	2.9720342572017516e-5
IRX6	7.401401699250376e-5	8.041719466763238e-5	6.914789473318685e-5	7.673130677088228e-5
ISL1	8.388086724238972e-5	7.289067096297632e-5	1.0885631555784411e-4	1.0547209404854321e-4
ISL2	4.213949236896817e-5	3.892852687112661e-5	4.631123067986108e-5	5.555332471032712e-5
ISX	5.9408800218511515e-5	5.189030325147589e-5	5.180087274435639e-5	4.5547504795313103e-5
JDP2	1.0123864710738322e-4	2.1797790119187333e-4	9.256527454492672e-5	8.477680291208273e-5
JRKL	5.606971874354101e-5	1.120110214631113e-5	2.9164927241100007e-5	1.6126030802705944e-5
JUN	1.3358505095749408e-2	1.1012953903230557e-2	1.631365886255531e-2	1.4650521518492023e-2
JUNB	7.159026565996351e-3	8.361404038082648e-3	1.0545184396085795e-2	1.0534133556329145e-2
JUND	1.1668396746195076e-3	1.3654572131960886e-3	2.224944018850187e-3	1.6741592097173183e-3
KDM2A	6.514304778122013e-5	1.1258746101213729e-4	1.0226528703561619e-4	5.801012083785538e-5
KDM2B	7.207798227238452e-5	6.035571569827534e-5	2.1866709687258793e-5	1.047536436863541e-4
KLF1	6.51311101069863e-4	6.059300135889241e-4	6.390729815646985e-4	6.458078260509754e-4
KLF10	4.221660979361732e-3	3.703105270272499e-3	8.084700617357459e-3	4.783774519741542e-3
KLF11	2.4425811232570095e-4	2.534732675686585e-4	1.190543128755543e-4	2.733343016556195e-4
KLF12	7.365737028465831e-3	7.298062859555231e-3	7.590378279197671e-3	6.877538651484168e-3
KLF13	1.2712976528446694e-3	3.0462190509259876e-3	1.631363216034592e-3	1.1351397378768359e-3
KLF14	4.7904591115873813e-4	4.354081347317823e-4	4.349821400468957e-4	4.297124008357469e-4
KLF15	7.062700173017203e-4	6.1038516697889e-4	6.407448849672599e-4	6.522777776318372e-4
KLF16	3.2390359573715243e-4	3.0389142546705843e-4	7.064491529718705e-4	7.237885610982e-4
KLF17	1.533972021772142e-4	1.4332999956009017e-4	1.5326563982036306e-4	1.528379266753159e-4
KLF2	3.924861433660856e-4	1.303478943648019e-3	3.3928055146628814e-3	5.378128957737267e-3
KLF3	1.923545106445506e-3	1.5011711479507163e-3	1.4208737988372611e-3	3.7674329279530562e-3
KLF4	2.7928823659648548e-3	2.1744591545140727e-3	2.200943066316272e-3	1.8929205452450195e-3
KLF5	5.1182347431276e-4	4.81118017704219e-4	4.7993786405858574e-4	5.14700823841767e-4
KLF6	1.6904451278448175e-2	1.4135896475491582e-2	1.939902629691675e-2	1.3472319697128598e-2
KLF7	1.2641248740975736e-3	1.4149588014894863e-3	2.326105829440207e-3	1.5544472575091171e-3
KLF8	1.4006581360126485e-4	1.4370367938821692e-4	1.658020902172461e-4	1.6716212787909294e-4
KLF9	1.8100321141906895e-3	3.8382868838083887e-3	2.4724229636480842e-3	4.522041508043573e-3
KMT2A	3.8533470755809006e-4	3.0114209599516886e-4	3.4976210629959287e-4	6.021229455141944e-4
LBX1	1.9526349307078893e-5	1.9895356162529728e-5	2.358952684045514e-5	2.011857463221205e-5
LBX2	8.16180169113422e-5	8.224033208566645e-5	7.909716887581297e-5	7.449952412621806e-5
LCOR	2.2168101948228416e-4	1.6409452624572163e-4	1.676809527367147e-4	1.9435850334168785e-4
LCORL	5.6230818136052885e-5	1.0303363757317049e-4	1.4485731850451898e-4	1.3878270623002005e-4
LEF1	1.7443171454908663e-3	1.9236618564601074e-3	3.5383635620167856e-3	5.73217316830629e-3
LHX1	2.744203628463437e-5	2.755425018815084e-5	2.4376286861120136e-5	2.8683921283546887e-5
LHX2	6.447126123700971e-5	5.402248142012105e-5	5.6257084478885245e-5	4.8237683636980785e-5
LHX3	3.7309789785653704e-5	3.443621887062409e-5	2.9401732810728357e-5	4.12485422062281e-5
LHX4	6.268255525505024e-5	1.5912879669022326e-4	5.4908559821941825e-5	5.003413570656555e-5
LHX5	4.7855506728113485e-5	3.8361948098634263e-5	4.02055168969853e-5	3.6585770633296044e-5
LHX6	1.0730380103140614e-4	8.318519169104766e-5	9.604545671686546e-5	7.629903358729592e-5
LHX8	2.185196407246561e-4	1.9310344532920138e-4	1.9920356505563445e-4	1.9866604617134703e-4
LHX9	5.875514686721645e-5	5.690873378638803e-5	5.400096364554274e-5	5.209285844409322e-5
LIN28A	3.7610526445225955e-5	5.8907429954271564e-5	2.8613794902805033e-5	2.795057808960658e-5
LIN28B	6.126920943568483e-5	5.3594875375259125e-5	5.844263775496948e-5	5.662659077345982e-5
LIN54	3.500263093624501e-4	7.449394953299419e-4	1.297153405142128e-4	4.0557596232827846e-4
LMX1A	5.083694415964231e-5	4.172663912489038e-5	4.054422198601532e-5	3.874763509432659e-5
LMX1B	9.638094455805338e-5	8.953240117183236e-5	7.524118826786777e-5	8.12715832935493e-5
LTF	5.833520176059669e-5	6.868040468599278e-5	9.12557752195248e-5	7.216224597075368e-5
LYL1	1.0713512570057604e-4	5.610573988806688e-4	1.1564337381037739e-4	9.585060822390365e-5
MAF	2.664654278208852e-3	1.9420642606554615e-3	2.297544623520861e-3	5.884935540789867e-4
MAFA	1.636590866349574e-4	1.3715063281114653e-4	1.6518117831785438e-4	1.6002195969617305e-4
MAFB	8.13410387725678e-5	2.069207666608689e-4	2.9993524926838385e-4	5.699154406024635e-5
MAFF	6.117034774101027e-4	1.4551053718294292e-3	1.1624908190239604e-3	1.1475108256788248e-3
MAFG	6.52776371839514e-4	4.0460625311361363e-4	6.689988042073987e-4	1.3814735642550714e-4
MAFK	1.7270700155736754e-4	7.955223550763126e-5	3.8196600555860335e-4	2.9333310374116757e-4
MAX	1.0225204969924065e-3	1.7356000463027601e-3	1.9401082893266896e-3	2.34933142877135e-3
MAZ	3.924037335045442e-3	2.662127240929753e-3	3.1889145394854413e-3	2.5125925012788085e-3
MBD2	6.780989690313743e-4	6.14022292063101e-4	1.3073338080078932e-3	6.161980258917595e-4
MBNL2	1.725423435206319e-4	6.403250198159324e-4	5.307549878904248e-4	6.301796925852335e-4
MECOM	5.451562107122146e-5	5.118639427083742e-5	5.719055716610727e-5	6.420883323301989e-5
MECP2	5.531714452602353e-4	2.5753468063603204e-4	5.110369292242114e-4	8.448110281672891e-4
MEF2A	1.6194765887741955e-3	3.918031385263971e-4	1.2071843714841534e-3	1.8274257506818274e-3
MEF2B	1.749727728165601e-4	1.533517795413887e-4	1.3896045942783755e-4	8.096507351758417e-4
MEF2C	4.392910463537743e-4	1.754639087048751e-3	1.0559108231419064e-3	8.721913210720091e-4
MEF2D	1.9691143777704344e-3	1.8635296230261524e-3	1.3666674723166279e-3	2.021993305383634e-3
MEIS1	1.3610150466528725e-4	1.3706436884846767e-4	1.2325913701350579e-4	1.1494764451469808e-4
MEIS2	9.095710577128267e-5	8.07550852416392e-5	7.179101095691696e-5	7.748100177471515e-5
MEIS3	4.351142331518656e-5	4.840673091960438e-5	3.895087306774328e-5	4.438890586810859e-5
MEOX1	6.149923256715607e-5	2.752165104873609e-4	8.036539249229776e-4	1.185179978926208e-4
MEOX2	5.331989163838747e-5	4.04873311247354e-5	3.922178577680785e-5	4.0912647907940065e-5
MESP1	4.31688985741936e-4	4.80568913754038e-5	4.968019708646472e-5	4.4922434234373815e-5
MESP2	2.3611773253054518e-5	2.8462776782366267e-5	2.4313564926587774e-5	3.259216887586971e-5
MGA	5.034113031786633e-4	3.139039865294056e-4	5.097949642466728e-4	7.059412408635807e-4
MITF	5.567745465307849e-5	5.19481818645613e-5	5.9992000175703017e-5	5.7310251065397915e-5
MIXL1	8.017946719680276e-5	2.0704563939624084e-5	5.5309033846831095e-5	8.118612811989217e-5
MLX	9.739616195242491e-4	1.1113328494131258e-3	1.4304236345802329e-3	1.593068412941791e-3
MLXIP	1.461530480316918e-4	1.1844012604688854e-4	4.4929586228721646e-4	3.498422485652022e-4
MLXIPL	6.273524540365999e-5	5.2013392621053275e-5	3.346200398815762e-4	3.2242310969961225e-4
MNT	5.996173663331726e-5	2.1716334725395777e-5	4.2913474964129476e-5	8.924192804176516e-5
MNX1	4.8876346762382586e-5	3.8623238006751005e-5	4.17487404620735e-5	3.521132210199769e-5
MSANTD3	2.110946487494927e-4	6.906539204091035e-5	2.9078722831341083e-5	3.7275687899390883e-5
MSC	5.129504919500487e-5	4.009508715580087e-5	6.388629654024549e-5	6.820336545045833e-5
MSGN1	2.6633987715031733e-5	2.3932115087116097e-5	2.215291658032128e-5	3.779653106960374e-5
MSX1	4.1382300959333204e-5	3.1539557725514505e-5	3.385685912265505e-5	3.3963080685455516e-5
MSX2	3.8469615749702705e-5	3.231725373322047e-5	4.309819574991284e-5	3.8197674285183583e-4
MTERF1	3.615368148784377e-5	8.189306750017434e-5	8.257731474206109e-5	2.2673534630301077e-5
MTF1	1.2119293742021667e-3	9.997457805782047e-4	1.1303297905088385e-3	8.812211287778886e-4
MTF2	1.521146254346846e-3	5.813223580022212e-4	1.062333141622096e-3	6.990421036851604e-4
MXD1	3.873192267085606e-4	5.681856608735431e-4	3.33755189515349e-4	3.005657245688711e-4
MXI1	4.776684957809661e-4	1.4113091710251364e-4	1.7088589386332463e-4	1.7131384222313167e-3
MYB	4.384594387493191e-4	1.886481796366071e-4	2.0560008276936695e-4	2.5617352563729986e-4
MYBL1	4.738369117172051e-5	1.2783130746696754e-4	4.0593970163103705e-5	8.465715826137551e-5
MYBL2	3.630203753470821e-4	2.9676477724949787e-4	2.680187426174126e-4	5.980066400778382e-5
MYC	9.403701106890733e-4	9.938272767343382e-4	7.560116151763504e-4	1.394192401362578e-3
MYCN	9.764851920710245e-5	8.814789964314281e-5	1.1439286642131195e-4	1.2442235205733707e-4
MYF5	5.5513959930380724e-5	4.527049847262843e-5	5.2309986033640375e-5	5.399240276163368e-5
MYF6	8.576590089672231e-5	7.92613933574459e-5	9.432379381446639e-5	6.960757402092128e-5
MYNN	3.4836632749228954e-4	5.40696531861355e-4	5.004408236651337e-4	4.962485203140722e-4
MYOD1	1.6421130822644262e-4	1.4889337367772574e-4	1.74904124389925e-4	1.5043938981724607e-4
MYOG	1.5416254896674539e-4	1.2717236910748996e-4	1.6436152625858203e-4	1.3785060165669562e-4
MYPOP	2.5423056914772795e-5	2.198354412747399e-5	2.906538688178373e-5	2.611137490879939e-5
MYRF	5.7103416875076057e-5	5.394708926062498e-5	8.439973046372259e-5	7.409475924108543e-5
MYT1L	5.8182500598968114e-5	1.5394949790880806e-4	6.834911935944544e-5	1.427498005827781e-4
MZF1	3.353089697929007e-3	3.8765069262873004e-3	7.295385608661673e-3	4.302058676779304e-3
NAIF1	4.57638528475753e-5	5.599284417655718e-5	3.411456360383388e-5	9.473221636731577e-6
NANOG	6.294319850835154e-4	3.226161380424889e-4	6.219955869149357e-4	5.432285804208713e-4
NANOGP8	3.2775175924901786e-5	2.6147517919482257e-5	1.9043867286404478e-5	2.1571325476695302e-5
NEUROD1	1.3875175557611266e-4	1.0568306446642632e-4	1.3679029404365986e-4	1.416256159422657e-4
NEUROD2	3.2253280571786105e-5	3.632915435611492e-5	1.9462385392300102e-5	3.2717506761697335e-5
NEUROD4	2.2437687737028963e-5	1.5849925985534832e-5	1.829883474264599e-5	2.6083335250861368e-5
NEUROD6	2.019648051667931e-5	1.406235838767169e-5	1.339773599020744e-5	2.4350696283447463e-5
NEUROG1	1.9163732004096158e-5	1.2858965605613264e-5	1.578718862202369e-5	2.2631794944813468e-5
NEUROG2	2.2532956998132626e-5	1.8032574593656102e-5	2.3030475163920602e-5	2.9324813228885097e-5
NEUROG3	1.6819232310098576e-5	1.2884006602602099e-5	1.4822938544209382e-5	2.1786574963330945e-5
NFAT5	1.6246291319549275e-3	2.5729009855169323e-3	2.2183667267607625e-3	1.6652446899101682e-3
NFATC1	4.92471188135069e-3	5.719999351308491e-3	2.5217149427135322e-3	3.66692838269532e-3
NFATC2	2.0509546587480984e-3	2.286687897855992e-3	1.1305728248463148e-3	8.319392892655709e-4
NFATC3	3.143169430736199e-4	3.851405864270867e-4	2.4379567502295902e-4	7.317239382321303e-4
NFATC4	2.8201187629265496e-4	2.640462306993677e-4	2.696901787375035e-4	2.604045680167259e-4
NFE2	1.2622841401615666e-4	1.0286534655615863e-4	1.0708689540141859e-4	9.214578266261249e-5
NFE2L1	3.8855988987949883e-4	1.0027032878063384e-3	1.0995603048867626e-4	3.5390406023834317e-4
NFE2L2	1.4030234615529118e-3	1.3072639275466071e-3	1.838598998923514e-3	1.6062577508940603e-3
NFE2L3	8.143021908832833e-5	1.9193791279511457e-4	2.8311948743214437e-4	1.1022382380815409e-4
NFE4	2.5698855627036147e-4	2.3582139909598357e-4	2.473366128555191e-4	2.709151586426032e-4
NFIA	2.2503248505053862e-4	1.9166147716319446e-4	2.064113573652397e-4	2.0362208101641157e-5
NFIB	5.498804998895519e-5	3.783589421393752e-5	3.842416229570072e-5	7.534326118813744e-5
NFIC	5.411340839022929e-4	2.1614831295485655e-4	6.778899913829926e-4	1.6702111203788537e-4
NFIL3	3.820912099949854e-5	3.51756623829261e-5	6.953083464020715e-5	3.6772183978403455e-5
NFIX	6.21555728808034e-5	4.2739712529476006e-5	4.264706448465905e-5	3.532881702070483e-5
NFKB1	2.200655217605791e-3	1.8334506439592923e-3	9.820018933252538e-4	2.0850051783209587e-3
NFKB2	8.014938106796813e-4	1.285053312820059e-4	3.0459220342069046e-4	5.66316019202361e-4
NFYA	2.6449238643436817e-3	2.99748013741124e-3	3.1203806975720672e-3	2.4452221929622334e-3
NFYB	2.011740209377371e-3	2.4038426975016864e-3	1.9437895664285519e-3	1.0953886196709024e-3
NFYC	3.177199625221937e-3	2.963815304970337e-3	1.4131438979905256e-3	2.8059378976134294e-3
NHLH1	1.2158892276140857e-4	1.139371798726994e-4	1.1497105900737637e-4	1.1950427484660645e-4
NHLH2	1.4566875437862272e-4	1.3289174080239363e-4	1.5408245788962904e-4	1.48349321310931e-4
NKX1-1	3.2339389212834606e-5	2.553904936800547e-5	2.3497408166304753e-5	2.101192209364385e-5
NKX1-2	2.5482898217011533e-5	2.509615256165954e-5	2.705486717631848e-5	2.54913488583691e-5
NKX2-1	1.419748397823464e-4	1.3283027464150934e-4	1.4533906507850503e-4	1.2178285680565422e-4
NKX2-2	1.5972899034430197e-4	1.2094362563067851e-4	1.2859020951156195e-4	1.456920513821988e-4
NKX2-3	5.2307286710703626e-5	3.946320818551693e-5	6.672339322446054e-5	6.039946814093422e-5
NKX2-4	3.192071343614961e-5	2.0551827755724838e-5	3.0105510281281914e-5	2.6940398306206275e-5
NKX2-5	2.8032944095781427e-4	2.3436209796875459e-4	2.938310660687442e-4	2.593759049199553e-4
NKX2-6	2.1871952948851947e-5	1.6443528222735122e-5	2.4000574544908307e-5	2.2491629229013575e-5
NKX2-8	8.869977198126994e-5	7.612243280879461e-5	9.21900655351958e-5	8.562180053752773e-5
NKX3-1	1.3408820744840202e-4	1.0089849448572089e-4	1.16143454597272e-4	7.806128800647372e-4
NKX3-2	1.707682355900375e-4	1.5027597850414428e-4	1.6292826918616886e-4	1.8974682523305376e-4
NKX6-1	5.261935208424379e-5	4.4156013742423895e-5	4.788130888215918e-5	4.636151818337511e-5
NKX6-2	6.202737526860643e-5	6.145823024316959e-5	5.852780777842296e-5	6.114395732182668e-5
NKX6-3	2.3038931121460556e-5	2.5315952869342096e-5	3.50731011573128e-5	2.3913833109447212e-5
NOBOX	3.9541244377774953e-5	4.069093324880123e-5	3.9646885387612936e-5	3.2723625002915645e-5
NOTO	5.3182014632035316e-5	5.198654630591421e-5	4.972769464773141e-5	8.913380024854208e-5
NPAS2	6.299047369278884e-5	2.080443650948956e-5	2.6219328107892e-5	3.0417514885776037e-5
NR0B1	5.833498642505171e-5	4.214609878780181e-5	4.814625145359624e-5	4.7578253554881813e-5
NR1D1	5.261286200015287e-4	6.857026319049164e-4	3.186497488250549e-4	4.35100399800536e-4
NR1D2	1.1382255581755151e-4	4.018677321527441e-5	1.6801523524265306e-4	2.466221622264989e-4
NR1H2	4.289017818490734e-4	1.570885901379785e-4	3.3918527673568015e-4	3.054170177316159e-4
NR1H3	2.0902746697446976e-4	1.23639475410239e-4	4.7945409694123096e-4	2.340991594603101e-4
NR1H4	1.3381391117833272e-4	8.873234338649581e-5	9.207411732771212e-5	1.0902465705239016e-4
NR1I2	7.165900089948285e-5	6.361187915146013e-5	7.274155303371352e-5	7.245430801216717e-5
NR1I3	5.379549302192978e-5	5.027799441551074e-5	1.794925571962133e-4	5.6419315741827835e-5
NR2C1	6.39638086052419e-4	8.885950879058234e-5	5.137629232972443e-4	5.067099886573745e-4
NR2C2	1.576589394873547e-3	2.563925181447112e-3	1.3648925353259799e-3	1.3540787136377156e-3
NR2E1	1.1523604845851363e-4	8.691831153797323e-5	9.530140252170592e-5	9.616819442428732e-5
NR2E3	2.798091143993961e-4	2.2339120425612035e-4	2.491480865070716e-4	2.8719656325393745e-4
NR2F1	1.3550184108046e-4	1.1389864597765608e-4	1.5273049210754136e-4	1.4443573429635375e-4
NR2F2	8.393045882262873e-5	5.962512783082339e-5	9.165598755586607e-5	8.282780188962947e-5
NR2F6	6.706986453011035e-4	5.798617990627286e-4	1.901544125547902e-4	1.774339362828365e-3
NR3C1	2.9660735040914613e-3	1.295365994195479e-3	1.942803140644309e-3	1.5234969383014843e-3
NR3C2	6.503745796442102e-5	2.7019025035575562e-5	6.385355878862412e-5	6.991611891635568e-5
NR4A1	1.9268758679359791e-3	2.1400881543692583e-3	3.216874776585346e-3	3.4526629440363417e-3
NR4A2	3.503746492027674e-3	2.6380558606581175e-3	3.917626103590213e-3	3.4636424433899925e-3
NR4A3	2.6436876675419785e-4	3.331129244756745e-4	4.127269466316185e-4	4.480160760858187e-4
NR5A1	6.742463623412231e-5	5.287319819688007e-5	6.0693762245079294e-5	5.4449160400668984e-5
NR5A2	5.237670481701201e-4	2.8122626766965015e-4	2.696023523340306e-4	1.7919744010778238e-4
