Genes,Naive,Early Extra-GC TFH,Late Extra-GC TFH,GC
RXRA,0.00028318581567051245,0.00021337371290458011,0.00014199253681507673,0.00032347978867218485
RXRG,0.0001557559866778534,0.0003101696141115697,0.00022199974108999543,0.00021412743599019855
SALL2,0.000346260323921742,0.0002636793216706972,0.00025780383142637656,0.0006088347854850361
SATB1,0.015123772687923843,0.014261817970140846,0.012759583553823875,0.00935214066006267
SETDB1,0.001339886184023537,0.0010820964349708426,0.001592742363050624,0.0007624768402648562
SIX1,0.00018135955453645893,0.0001724556476769929,0.00016569812181657973,0.00016271830727405555
SIX5,0.00016338106564491565,0.00016039690550662144,0.0011786948351625096,0.00017929506090886302
SMAD1,0.0010178270521128928,0.0002776181892546617,0.0008545050897942973,0.0015673229402988571
SMAD3,0.0007188332091664773,0.0006243075010260744,0.001644839110147916,0.0021732058093215075
SMAD4,0.001326497149297529,0.0006940613027874487,0.000750931095656962,0.0009182386707161924
SMAD5,0.0001774932278590713,0.0012775193371750986,0.00072532169101672,0.001310139948451832
SNAI1,0.0006212500338235415,0.00012135380967193104,0.00043002032194290336,0.00016787891101787574
SNAI2,0.00023529369959319967,0.00022581182335191144,0.00019439592877812948,0.00030451720940321235
SOX10,0.0004380846632308312,0.0002915599776785895,0.0002445510339420182,0.0002558018112479111
SOX14,0.00012781556583971382,0.00015613709510981888,0.0001300443444885092,0.0001494542321384805
SOX15,0.000194388148277024,0.00020951029259853255,0.00016687166665305692,0.0004880900325514448
SOX17,0.0007102377166026896,0.0005842046425107017,0.0005118784026179554,0.0006052148377780808
SOX2,0.0006655491991596245,0.0004702281950752127,0.0003209742605507476,0.00046119824833979655
SOX21,0.00012324542179494553,0.00013355011119971092,0.00011991408018913008,0.00013726240482911058
SOX3,0.0003472612222770653,0.0002020624805033955,0.00012403895519456668,0.0001999571886857291
SOX4,0.003727666522764064,0.0008880034829828413,0.0004299733453624012,0.0022999772770035533
SOX5,0.0001201486807952192,0.00010873685185068836,0.00011193656204629393,0.00012392952344757326
