Genes,Naive,Early Extra-GC,Late Extra-GC,GC
RUNX1,1.9558275857126595,1.7852020686818961,2.5183545838555403,1.700644680653833
ZNF200,2.4981518765380217,1.6827870632538267,1.7280436548419473,1.4473302517062598
RORA,1.1684278669065247,2.4981518765380217,2.0034556347019143,1.3350010667323402
ZNF713,0.9677571714443737,1.1118575154181305,2.4783492492418415,1.0726368022648491
NFAT5,1.6739764335716716,2.0663694601124836,2.4398829684140457,1.7467357878541003
HSF1,2.0534660552765756,2.119715440817776,1.4473302517062598,2.4211908354018927
NFATC2,1.4334411395455928,1.7467357878541003,2.0926867684298567,2.402841696733697
IRF9,1.5818611446638664,1.228391331674082,1.512335082015256,2.384823191231018
FOXK1,2.367123614131617,2.349731871419748,1.36031887471663,2.220520139939742
ZNF557,1.6310513888546376,0.6800750989925926,2.367123614131617,1.0030031105060482
ZNF354A,1.5049001035277376,1.3164246811594045,2.3158303197440673,2.0534660552765756
RELA,1.4403615823901668,1.9215385122340274,1.8668800996961634,2.2830404969210756
FOSL2,2.2830404969210756,1.286210902562908,1.1526795099383855,0.14107859825990549
GTF2B,1.967523625475851,2.267040155574635,1.6652427536029173,1.5898933163611302
RREB1,1.4656311033564116,2.046105121412244,0.10960680653927735,1.0755746206010923
JUND,1.4954936530848828,2.306423869301212,1.3598277879317273,1.2470322937863831
FOXN3,2.287375674330517,1.3018405302813778,1.530279769170298,1.803320291629131
ZNF274,2.1633230256605387,1.6326947745983678,0.9153333359178277,1.6524974018945475
