Genes,Naive_rank,Early Extra-GC TFH_rank,Late Extra-GC TFH_rank,GC_rank
ATF4,0.12987012987012986,0.2077922077922078,0.37012987012987014,0.21428571428571427
ZNF519,0.2077922077922078,0.1590909090909091,0.551948051948052,0.21753246753246752
NR4A2,0.38311688311688313,0.6298701298701299,0.4155844155844156,0.22077922077922077
IKZF1,0.12337662337662338,0.2727272727272727,0.2597402597402597,0.22402597402597402
IRF1,0.3246753246753247,0.3246753246753247,0.2727272727272727,0.22727272727272727
MZF1,0.17207792207792208,0.1038961038961039,0.2694805194805195,0.2305194805194805
ZNF100,0.38961038961038963,0.16233766233766234,0.14285714285714285,0.23376623376623376
ZSCAN30,0.275974025974026,0.19480519480519481,0.5292207792207793,0.237012987012987
FLI1,0.10064935064935066,0.12012987012987013,0.1331168831168831,0.24025974025974026
BATF,0.36688311688311687,0.41233766233766234,0.525974025974026,0.2435064935064935
ELF2,0.14285714285714285,0.21753246753246752,0.25,0.24675324675324675
RELA,0.4253246753246753,0.5227272727272727,0.4967532467532468,0.25
REL,0.2792207792207792,0.37012987012987014,0.4253246753246753,0.2532467532467532
ELF4,0.2987012987012987,0.17532467532467533,0.11363636363636363,0.2564935064935065
CREB3,0.36038961038961037,0.7045454545454546,0.36038961038961037,0.2597402597402597
ZNF121,0.37012987012987014,0.2012987012987013,0.16558441558441558,0.262987012987013
STAT2,0.6071428571428571,0.788961038961039,0.37662337662337664,0.2662337662337662
ZNF22,0.4707792207792208,0.6818181818181818,0.4772727272727273,0.2694805194805195
TFCP2,0.6168831168831169,0.4577922077922078,0.487012987012987,0.2727272727272727
KLF3,0.09740259740259741,0.3538961038961039,0.288961038961039,0.275974025974026
KLF9,0.05844155844155844,0.23376623376623376,0.07467532467532467,0.2792207792207792
NFKB1,0.288961038961039,0.698051948051948,0.43506493506493504,0.2824675324675325
ZNF543,0.21103896103896103,0.16883116883116883,0.22727272727272727,0.2857142857142857
ZNF846,0.1266233766233766,0.6038961038961039,0.33116883116883117,0.288961038961039
ATF2,0.4448051948051948,0.6071428571428571,0.5616883116883117,0.2922077922077922
NR3C1,0.474025974025974,0.41883116883116883,0.5162337662337663,0.29545454545454547
TFDP1,0.21428571428571427,0.7532467532467533,0.38636363636363635,0.2987012987012987
SETDB1,0.20454545454545456,0.2792207792207792,0.2077922077922078,0.30194805194805197
FOXJ3,0.37987012987012986,0.2824675324675325,0.2857142857142857,0.3051948051948052
HIF1A,0.2857142857142857,0.14285714285714285,0.21428571428571427,0.30844155844155846
MEF2D,0.43506493506493504,0.37662337662337664,0.4318181818181818,0.3116883116883117
STAT1,0.3344155844155844,0.8246753246753247,0.42207792207792205,0.31493506493506496
RBPJ,0.2694805194805195,0.7792207792207793,0.32142857142857145,0.3181818181818182
ZNF202,0.3538961038961039,0.5941558441558441,0.948051948051948,0.32142857142857145
ETV6,0.4512987012987013,0.288961038961039,0.16233766233766234,0.3246753246753247
STAT6,0.33116883116883117,0.4090909090909091,0.30194805194805197,0.32792207792207795
