	CXCR5hi_PD1hi	CXCR5pos_PD1int	CXCR5pos_PD1neg	Naive
DMRTC2	4.062408007065033e-3	2.7222659323367426e-2	2.1950377349183592e-2	1.1346079567400524e-2
DNMT1	0.0	0.0	0.0	0.0
DNTTIP1	1.0	0.994230264883294	0.9694667784738322	0.5686558516801854
DPF1	0.9968795996467471	0.9975872016784684	0.9774577023627484	0.4890401699497876
DPF3	0.9997056226081837	0.999213217938631	0.9931435899965472	0.6559965237543453
DPRX	0.995937591992935	0.9966955153422502	0.9970897252503329	0.9726245654692932
DRGX	8.778333823962314e-2	6.850249147652765e-2	4.873477038425489e-2	1.3035921205098444e-2
DUX1_HUMAN	1.0	1.0	1.0	1.0
DUX3_HUMAN	1.0	1.0	1.0	1.0
DUX4	7.394760082425667e-2	0.48785733018620514	0.10546046465742609	8.772692159134798e-2
DUXA	2.684721813364732e-2	0.14602675059008652	5.4111379667538095e-2	3.7611046736191533e-2
E2F1	1.1775095672652558e-3	0.0	2.9596014403393545e-3	2.7520278099651962e-3
E2F2	7.065057403591313e-4	0.0	1.2331672668080662e-2	1.202201622247967e-2
E2F3	0.0	0.0	0.0	0.0
E2F4	0.0	0.0	0.0	2.8485901892623122e-3
E2F5	0.5633794524580512	0.9998950957251508	0.0	0.7152858246427192
E2F6	0.0	0.0	1.5784541015143594e-3	1.9795287755890456e-3
E2F7	6.093612010597582e-2	0.0	4.838948354954864e-2	0.12746234067207418
E2F8	4.533411833971157e-3	0.0	0.3692102796823361	9.318269602162998e-2
E4F1	1.0597586105387524e-3	1.5735641227376806e-4	7.793617126226948e-3	3.041714947856322e-3
EBF1	0.0	0.0	2.3183544615992258e-3	0.0
EBF2	1.0	1.0	0.999852019927983	0.16599073001158748
EBF3	0.38628201354136005	5.607133490689742e-2	4.3950081389039664e-2	2.534762456546924e-2
EBF4	1.0	1.0	1.0	1.0
EGR1	0.0	0.0	0.0	0.0
EGR2	0.0	0.0	0.0	0.0
EGR3	0.0	0.0	0.0	0.0
EGR4	2.060641742714142e-3	1.0070810385523266e-2	0.0	5.697180378524513e-3
EHF	1.2952605239917592e-3	5.5074744295829925e-3	4.143442016475096e-3	4.2970258787176085e-3
ELF1	0.0	0.0	0.0	0.0
ELF2	0.0	0.0	0.0	0.0
ELF3	1.1186340889020041e-3	4.1961709939679626e-3	2.9596014403393545e-3	2.8968713789108147e-3
ELF4	0.0	0.0	0.0	0.0
ELF5	7.065057403591313e-4	1.2063991607658142e-3	0.0	0.0
ELK1	0.0	0.0	0.0	0.0
ELK3	0.0	0.0	0.0	0.0
ELK4	0.0	0.0	0.0	0.0
EMX1	0.22154842508095374	0.14707579333857856	0.2479159473190944	7.937427578215528e-2
EMX2	0.9138062996761849	0.6572777340676632	0.4729936368569033	0.177240247199691
EN1	7.241683838681179e-3	1.8148439548911655e-2	1.4600700439007519e-2	1.0380455774430253e-2
EN2	7.730350309096257e-2	0.11518489378442176	5.174369851526661e-2	3.0658555426805734e-2
EOMES	0.8634088901972329	0.9687909782323629	0.7156809549647314	0.5679799150251061
EPAS1	0.5663821018545776	0.0	0.10225422976372511	0.2403920432599459
ERF	0.0	0.0	2.9596014403399096e-4	4.007338740826594e-3
ERG	0.0	0.0	0.0	0.0
ESR1	2.7671474830732734e-3	8.549698400209804e-3	5.4752626646278335e-3	4.538431826960232e-3
ESR2	6.123049749779175e-3	0.0	1.1295812163961916e-2	1.4484356894550743e-4
ESRRA	0.0	0.0	0.0	2.8003089996136987e-3
ESRRB	4.062408007065033e-3	1.3427747180697613e-2	1.2923592956148533e-2	7.966396292004685e-3
ESRRG	2.2667059169855786e-2	5.5074744295829925e-3	3.6797711241552844e-2	1.5063731170335992e-2
ESX1	2.4256697085663803e-2	2.675059008654601e-2	2.2838257781285454e-2	1.5643105446118244e-2
ETS1	0.0	0.0	0.0	0.0
ETS2	0.0	4.563335955940162e-3	0.0	0.0
ETV1	8.831321754488863e-4	0.0	1.973067626892533e-4	1.9312475859405431e-3
ETV2	0.0	3.671649619721995e-3	0.0	2.1726535341830555e-3
ETV3	0.7490727112157787	2.638342512457381e-2	1.0999852019928036e-2	1.033217458478175e-2
ETV3L	3.037974683544309e-2	0.1965381589299764	4.207566714349131e-2	7.078022402471995e-2
ETV4	1.0597586105387524e-3	2.675059008654612e-3	4.932669067232442e-4	1.7381228273464222e-3
ETV5	0.0	0.0	0.0	0.0
ETV6	0.0	0.0	0.0	0.0
ETV7	4.29790992051815e-3	0.0	8.68149755832881e-3	8.2560834298957e-3
EVX1	0.21342360906682367	0.12116443745082617	5.736694125191144e-2	5.09366550791811e-2
EVX2	0.16196644097733293	0.10348806713873593	2.204903073052833e-2	3.365198918501355e-2
FBXL19	1.0	1.0	1.0	1.0
FERD3L	0.9816897262290256	0.9274062418043535	9.628570019237415e-2	0.4904403244495944
FEV	1.7662643508978837e-3	8.130081300813052e-3	4.587382232525972e-3	4.828118964851247e-3
FEZF1	1.8251398292611354e-3	7.1334906897455586e-3	5.228629211266211e-3	4.248744689069106e-3
FEZF2	4.239034442154788e-3	1.3008130081300862e-2	1.0407931731860165e-2	7.242178447276926e-3
FIGLA	1.454224315572561e-2	2.202989771833197e-2	1.302224633749327e-2	9.607956740054102e-3
FLI1	0.0	0.0	0.0	0.0
FOS	0.0	0.0	0.0	0.0
FOSB	0.0	0.0	0.0	0.0
FOSL1	1.0597586105387524e-3	3.8814581694204264e-3	1.9237409362206082e-3	0.0
FOSL2	4.062408007065033e-3	0.0	0.0	0.0
FOXA1	1.1186340889020041e-3	5.350118017309224e-3	3.995461944458101e-3	2.510621861722684e-3
FOXA2	2.237268177803897e-3	9.179124049304987e-3	6.017856262023336e-3	3.3796832753959505e-3
