	CXCR5hi_PD1hi	CXCR5pos_PD1int	CXCR5pos_PD1neg	Naive
HES6	7.504063692595971e-5	1.929304924491875e-5	1.9219783251171875e-5	2.0058751875467218e-5
HES7	3.423700109297612e-5	3.3384655543376016e-5	3.077592545086898e-5	3.7312028237396685e-5
HESX1	1.866506955233621e-4	1.5160320069131512e-4	1.8482860166310307e-4	1.5381992794880257e-4
HEY1	3.069950557581806e-4	1.5387050362040334e-4	2.668706716361581e-5	3.0459516258374582e-5
HEY2	2.8831880882153762e-5	2.6326826715062423e-5	2.461512051068213e-5	3.220534872118715e-5
HEYL	3.031302128277221e-4	3.1808205431289204e-4	1.3494255106928491e-4	2.5214480639443155e-5
HHEX	4.704888149507831e-5	3.221072390456882e-5	1.081068790750035e-4	4.286209272840213e-5
HIC1	7.07632035541906e-5	5.949429783569365e-5	8.79635390013574e-5	7.408299863309619e-5
HIC2	1.200056229169075e-4	9.086293807065238e-5	3.371402006066234e-4	4.578031447887817e-5
HIF1A	2.0181294004658857e-3	1.2938640158106818e-3	1.2076395862949234e-3	1.3417301012093625e-3
HIF3A	2.776846147416327e-4	2.2500774896076601e-4	1.79001308631295e-4	5.520300563797589e-5
HINFP	2.0608982427512644e-4	1.2119500623303353e-4	1.6614633004071976e-4	1.5705594417571498e-4
HIVEP1	5.40038484969864e-4	7.223070996670289e-4	1.293185878953977e-4	5.949788555925535e-4
HIVEP2	2.0193951849461515e-3	2.1023776176367333e-3	1.5486627823866304e-3	1.3513415272568634e-3
HIVEP3	4.4365296183528167e-4	2.8013738541266003e-4	3.699067254209628e-4	4.865610937005425e-4
HKR1	5.041233316857624e-5	4.498274917957083e-5	5.59688313881405e-5	4.628181624947465e-5
HLF	7.225105728327197e-5	6.59819907122562e-5	7.417733365019247e-5	7.722857937398717e-5
HLX	9.353415811126279e-5	7.514722329308593e-5	8.30222766994539e-5	9.254067203672505e-5
HMBOX1	1.7211625930365756e-4	1.874301988656844e-4	5.203830434940592e-4	2.1219303653954912e-4
HMG20A	9.523415475381862e-4	1.7046471293040123e-3	1.2111352734365298e-3	1.2090966588679003e-3
HMG20B	7.463816800826386e-4	1.2311046906997437e-3	1.0238666020868036e-3	1.346798950925753e-3
HMGA1	8.914325060627568e-3	1.0693734409572317e-2	1.100453116417533e-2	9.995176508001392e-3
HMGA2	9.969539875670202e-5	3.1289353183830074e-5	1.2112729942505746e-4	7.325594823547623e-5
HMX1	1.1250597745373334e-4	1.0934551683609105e-4	1.0555788056983952e-4	9.679300768412595e-5
HMX2	1.2439060875976348e-4	1.156280380171321e-4	9.824007999732022e-5	1.0010506544477687e-4
HMX3	7.024820917210819e-5	6.46451833563592e-5	6.1000793673872573e-5	5.0649963880768545e-5
HNF1A	1.424112358109285e-4	1.351177532709933e-4	1.4914460985643074e-4	3.515900474628589e-4
HNF1B	1.2153564290879515e-4	1.0682817421059028e-4	1.1762691362918205e-4	1.2423694505438044e-4
HNF4A	1.6376708046457862e-4	1.4826461249567064e-4	2.612465156514605e-4	1.54147689526272e-4
HNF4G	8.789056250227608e-5	7.797735039349075e-5	1.803198317563841e-4	1.0734658794161748e-4
HOMEZ	8.609027441506707e-5	8.807095551498345e-5	8.880740687124022e-5	1.2699461654225975e-4
HOXA1	1.0377690445469705e-4	1.903253068946619e-4	8.807173124477665e-5	7.617392219493523e-5
HOXA10	9.995740777672365e-5	8.306108501442472e-5	1.109449387483087e-4	8.888227908098631e-5
HOXA11	8.718096984280242e-5	7.70958225563126e-5	9.569098238430743e-5	7.112943480247879e-5
HOXA13	3.260850644138427e-4	2.7902763083581885e-4	3.2853076865217484e-4	2.6921531770154097e-4
HOXA2	1.0181897040911627e-4	8.3685428993379e-5	1.0993620986048283e-4	4.132568259440264e-4
HOXA3	2.8608264239444793e-5	2.554976018842852e-5	2.9832415364930725e-5	2.931017221286978e-5
HOXA4	1.5151395808922738e-4	1.0550925943383643e-4	1.8315561727183622e-4	1.1240579655721697e-4
HOXA5	1.2853323152372414e-4	1.0264670117445057e-4	1.4382689478447593e-4	2.4315786997250512e-4
HOXA6	4.8760025905205783e-5	3.717795163537033e-5	3.455951166943652e-5	3.7897402543616516e-5
HOXA7	7.744322531986178e-5	5.720604193109429e-5	8.804332769928181e-5	5.135327788929039e-4
HOXA9	3.449659171090233e-4	2.7295120685026067e-4	3.5531975883577903e-4	3.0749757007942084e-4
HOXB1	8.297611265974973e-5	6.849449895787046e-5	6.763535942501576e-5	7.41123026818329e-5
HOXB13	1.7586763554572387e-4	1.2667006927196512e-4	2.083669683200482e-4	1.5147097458241717e-4
HOXB2	2.566502620803483e-4	2.217065255002483e-4	1.1335685368284515e-4	8.195006666943061e-5
HOXB3	4.7102395750024654e-5	3.627553801859359e-5	3.6640801142781335e-5	3.455684015997002e-5
HOXB4	1.0380067626162278e-4	6.983705923336514e-5	9.842783647152087e-5	4.049428400595851e-4
HOXB5	1.4825820215461972e-4	1.1961441800367536e-4	1.506038293823642e-4	1.181245556040316e-4
HOXB6	7.054846362448145e-5	4.433561278495807e-5	6.456711781778367e-5	5.259391353269955e-5
HOXB7	3.2910568338736926e-4	2.738650013084838e-4	3.297409700465544e-4	3.0642551134539835e-4
HOXB8	8.484311524641881e-5	6.136820091865186e-5	9.938350328341397e-5	7.42702177909212e-5
HOXB9	8.767793378407497e-5	7.371075927940871e-5	1.0160321645245741e-4	7.720305503266113e-5
HOXC10	1.849284285029553e-4	1.6323767839521058e-4	1.9552269342238196e-4	1.5682704137133792e-4
HOXC11	1.2694902989530098e-4	1.1185568548414012e-4	1.3582273059606722e-4	1.0862436738534096e-4
HOXC12	1.4934348349844592e-4	1.3017534122053247e-4	1.5994025830043965e-4	1.2823072829368026e-4
HOXC13	1.4571436568365477e-4	1.0752704033454907e-4	1.2943007254152732e-4	1.3152015432686247e-4
HOXC4	1.4698898528783997e-4	1.2984108916469725e-4	1.6195200348058015e-4	1.2398740644140673e-4
HOXC5	1.0616460528268976e-4	7.94105982283955e-5	9.322285700396761e-5	8.549889688181061e-5
HOXC6	6.265285332368015e-5	5.160129281963801e-5	6.290033686648014e-5	6.16526102179328e-5
HOXC8	1.0650519770485936e-4	8.07828951538516e-5	1.0956531299287077e-4	9.207177985979269e-5
HOXC9	1.277241256041137e-4	1.1010162571598564e-4	1.8531461435559e-4	1.161192619949373e-4
HOXD1	3.404330287130045e-5	2.7992246832018426e-5	2.9694607691986322e-5	2.6030892112243927e-5
HOXD10	3.008743412725488e-4	2.600821721388086e-4	3.496874688054232e-4	2.542592954234745e-4
HOXD11	1.322098247166634e-4	1.0301336371365904e-4	1.293863994447433e-4	1.059707559912556e-4
HOXD12	1.347668027794825e-4	1.021816374390034e-4	1.309645310472504e-4	1.0893192562518047e-4
HOXD13	4.517856009157384e-4	3.8037791874203286e-4	4.5841080502168784e-4	3.4447410062518337e-4
HOXD3	7.103451647710178e-5	6.055937176756046e-5	8.423044464826439e-5	5.2467848516036945e-5
HOXD4	1.1198734366664723e-4	8.655215393362891e-5	1.1590983638120525e-4	7.397508385757878e-5
HOXD8	1.1332926991911894e-4	8.75220769442159e-5	1.1813604940258445e-4	9.957385129394204e-5
HOXD9	1.482388390022173e-4	1.2684291381997732e-4	1.5288678414673208e-4	1.3394006118754725e-4
HSF1	3.0046843923950167e-3	1.4320797046806e-3	2.4213898912134324e-3	2.3095554167374068e-3
HSF2	1.12535487859619e-3	2.8750836661235003e-4	1.1412376532557002e-3	1.9056299337573829e-3
HSF4	4.3551058602282054e-5	3.871245893605671e-5	4.198859695808479e-5	4.047218402500654e-5
HSF5	1.8187932287774125e-4	5.765158485516391e-4	5.980080328676523e-4	2.531730268667007e-4
HSFX1	1.8474506388291074e-5	1.95814612306582e-5	1.6766665502409486e-5	1.8235064880238305e-5
HSFX2	1.8474506388291074e-5	1.95814612306582e-5	1.6766665502409486e-5	1.8235064880238305e-5
HSFY1	3.720510265978624e-5	3.535972885966651e-5	3.701342400198515e-5	3.996318526416871e-5
HSFY2	2.6893822326064557e-5	2.645036232358246e-5	2.081505764035475e-5	2.701177112869878e-5
IKZF1	4.914795219828648e-3	6.4767313514667805e-3	5.591090940202064e-3	6.938566291518724e-3
IKZF2	1.2901700416649482e-3	1.1984415545034485e-3	1.7970231202292657e-4	8.656841351508903e-4
IKZF3	1.942710905517085e-3	2.678590151908076e-3	4.391284347391718e-3	8.810148696843945e-4
IKZF4	2.5595918334643254e-4	3.613995697380215e-4	6.338575116488097e-5	2.520615223894771e-4
IKZF5	8.674135564751787e-4	3.810034851560319e-4	4.986341375161696e-4	3.1499788668771915e-4
INSM1	8.187180506685621e-5	9.426852084198438e-5	7.648684099991414e-5	6.657929762647833e-5
IRF1	6.0541883184381945e-3	9.288466224130973e-3	8.339733984417844e-3	7.011783031548202e-3
IRF2	2.743508057801641e-3	5.688099698255751e-3	3.416035319339726e-3	2.015651586198902e-3
IRF3	9.273331641885896e-3	6.600057935178845e-3	6.859904576889685e-3	9.101778900876782e-3
IRF4	3.410634843498227e-3	5.667030149848871e-3	2.67222016249544e-3	2.9849906267293705e-3
IRF5	5.285710026968963e-4	2.4523174620168784e-4	7.214031097825083e-4	3.4262599916349407e-4
IRF6	5.827995425316859e-5	5.960460290702992e-5	6.647842621193835e-5	4.5078432771650565e-5
IRF7	3.7947292388026037e-3	3.5123066704105146e-3	9.356818596988294e-4	3.2755391424022567e-3
IRF8	3.049408701770463e-3	3.68921144689155e-3	3.875076820263473e-3	3.2670472303509084e-3
IRF9	2.955077658787084e-3	1.5080032182514125e-3	1.0696607901537296e-3	1.4397102953319935e-3
IRX1	5.5344706111010744e-5	4.95969211405324e-5	5.189965813262698e-5	5.038336369967687e-5
IRX2	4.0792874641613806e-5	4.0310980841883386e-5	4.040799125018291e-5	4.49251792218429e-5
IRX3	5.335905634538383e-5	4.5214987578243824e-5	4.854123042601794e-5	5.546855182551842e-5
IRX4	7.373691337027153e-5	6.869508694051882e-5	1.4327667019315053e-4	6.576646428587723e-5
IRX5	7.511784844436681e-5	6.7821982285953e-5	7.625087997305999e-5	8.57416503867666e-5
IRX6	1.5758160957536228e-4	1.5598825851750701e-4	1.6732243478325418e-4	1.5355368419394506e-4
ISL1	1.2835467284380762e-4	1.1376341635886035e-4	1.0746588812868664e-4	1.101734745591122e-4
ISL2	7.084856338444391e-5	6.36743409714034e-5	5.7290306486350454e-5	6.0355306854174666e-5
ISX	9.153787373238339e-5	8.25141026543839e-5	8.83853186780509e-5	8.081338042729087e-5
JDP2	1.44997017449829e-4	2.650858468103123e-4	1.1939219730683519e-4	1.1207484009410806e-4
JRKL	5.308219255550788e-5	1.0551914230030494e-5	2.8515076164044863e-5	1.622917297641398e-5
JUN	2.0605085490276e-2	1.526496492635123e-2	2.184969200696145e-2	2.3886268608045352e-2
JUNB	1.164454514782427e-2	1.1304742388123953e-2	1.3978321810713259e-2	1.3889017048186354e-2
JUND	1.727167567235475e-3	1.6564624095358922e-3	2.699734718326305e-3	2.4109565185710773e-3
KDM2A	1.45435797200112e-4	2.3878099523533234e-4	2.183235364090469e-4	2.087698366465489e-4
KDM2B	4.481434608736017e-5	8.49419962865661e-5	4.037931910463643e-5	4.7112660060101823e-5
KLF1	3.832871602904863e-4	3.0899981972391176e-4	3.50481103891006e-4	3.491116558963087e-4
KLF10	2.207941765954083e-3	1.4486212190482294e-3	3.395591716421376e-3	2.446256824449689e-3
KLF11	1.2873265216295352e-4	1.2636964523631683e-4	4.7541673054015446e-5	1.2008666647016893e-4
KLF12	3.966308359181762e-3	3.660831146031748e-3	4.083819981910315e-3	3.5515100360006993e-3
KLF13	6.580938855640043e-4	1.6121598120518528e-3	8.001935332152062e-4	6.875352366541318e-4
KLF14	2.284360238832767e-4	2.0306112623984948e-4	2.0067140865208963e-4	2.342099872147047e-4
KLF15	3.58436634401434e-4	2.94931731490219e-4	3.1672637575442565e-4	3.3801911767041416e-4
KLF16	1.884533783195064e-4	1.520283319870185e-4	3.7048171659660257e-4	4.425373436676667e-4
KLF17	9.797755423462875e-5	8.745306315069767e-5	8.141760036116025e-5	9.370550270612473e-5
KLF2	2.5684786490086386e-4	7.257809677212612e-4	1.9216902523381705e-3	2.884221108540741e-3
KLF3	1.292386071846202e-3	1.2278293835902225e-3	1.3757935636353898e-3	1.8683427087942458e-3
KLF4	1.933478856601487e-3	1.281024325314312e-3	1.2169455490505855e-3	1.0944042031418278e-3
KLF5	2.9911905103755535e-4	2.617403209535009e-4	2.7790323388355144e-4	2.7972225124947824e-4
KLF6	1.0070321328784802e-2	7.77177744799587e-3	1.1404973710245049e-2	8.234357825263963e-3
KLF7	5.887654565341303e-4	6.361429215521331e-4	1.1446723615476657e-3	8.26947247241029e-4
KLF8	1.3080276406564562e-4	1.2329877777532877e-4	1.1837279720284838e-4	1.1327431379287061e-4
KLF9	1.0417639980720523e-3	2.0874116111950745e-3	1.2929131015273721e-3	2.9599651849945797e-3
KMT2A	1.343326034525644e-4	1.0298361969823745e-4	1.3234564911075985e-4	1.1558123751520481e-4
LBX1	4.681085328089299e-5	4.494785930899931e-5	4.552086776871024e-5	4.211119702459605e-5
LBX2	1.2517901862737514e-4	1.1041845397039319e-4	1.2341318318079107e-4	1.2206486975555305e-4
LCOR	4.0240548226939303e-4	3.6759083588662917e-4	2.2708016761829815e-4	2.818736129290545e-4
LCORL	1.4593941253552645e-4	4.018995575256163e-4	2.8606840978746546e-4	2.146338188339883e-4
LEF1	3.1439226967721274e-3	3.148057916938614e-3	7.565351239379151e-3	1.287750985767792e-2
LHX1	5.627964997543939e-5	4.936685697286679e-5	6.454354316643625e-5	5.067416281599122e-5
LHX2	1.2431165525048153e-4	9.791897647622503e-5	1.0160675291819447e-4	9.800502965335579e-5
LHX3	1.0943593103311552e-4	6.713452407299209e-5	9.73875074912486e-5	1.0054323724213814e-4
LHX4	9.47043386532066e-5	1.8679007522628635e-4	7.964059564813e-5	7.721690749967519e-5
LHX5	7.118992123679544e-5	5.559021927308043e-5	5.6768994059819955e-5	5.7185824931741436e-5
LHX6	1.6673134927539982e-4	1.418089461689508e-4	1.4933377581464492e-4	1.3034188859739027e-4
LHX8	3.0891188380876634e-4	2.7436372581035834e-4	2.8075445045566943e-4	2.67787374522834e-4
LHX9	9.186567552710043e-5	8.974635440158729e-5	8.661822913042094e-5	7.720492594306914e-5
LIN28A	2.261935401288572e-5	3.4859042393019446e-5	1.7988777205602784e-5	1.514975607615635e-5
LIN28B	2.6977985843765545e-5	1.9458569614875032e-5	2.0608474895513152e-5	1.7842617202579792e-5
LIN54	7.96256645092984e-4	1.7085030356617076e-3	3.7868730036786974e-4	1.0718891097594167e-3
LMX1A	7.702628230517696e-5	6.386700312292834e-5	6.56619390166033e-5	6.378492747691043e-5
LMX1B	1.3723860526777587e-4	1.0972696678346306e-4	1.2474174224918208e-4	1.22696412770621e-4
LTF	6.438805961053426e-5	6.262465317101868e-5	6.346074282990217e-5	5.785994642339845e-5
LYL1	1.0406394066061128e-4	4.993822201099388e-4	9.226091645739871e-5	1.0776266479523586e-4
MAF	2.9058812329300597e-3	1.9232008121832422e-3	1.999194123779688e-3	5.155195725351275e-4
MAFA	1.7337768457879524e-4	1.5696078030781957e-4	1.450508188622448e-4	1.425937010437068e-4
MAFB	8.797362169712517e-5	1.808410857460238e-4	2.9383131117039483e-4	6.371433210118827e-5
MAFF	8.215983121284882e-4	2.16340244187517e-3	1.1046055267509365e-3	1.1256745521256476e-3
MAFG	1.074041745998726e-3	4.658853724277491e-4	6.419924579675424e-4	1.2667032558066953e-4
MAFK	2.518251034784116e-4	1.0075353948757172e-4	4.503147970437207e-4	3.9470294543329017e-4
MAX	1.2074835047860939e-3	1.7553413558974284e-3	1.5780310748289984e-3	1.9035562372372696e-3
MAZ	1.894368576835744e-3	1.2135387208924194e-3	2.194911799763398e-3	9.856728759934407e-4
MBD2	1.4121496505236362e-4	8.555745348730181e-5	1.6492157373208357e-4	1.2431291142970172e-4
MBNL2	2.148335890643978e-4	5.911000989766527e-4	6.511604306264703e-4	7.125310658233602e-4
MECOM	1.6120232799552957e-4	1.4029635538977334e-4	1.710794583344152e-4	1.3883810482610707e-4
MECP2	7.394138002407716e-4	4.96306791572597e-4	5.740202721081496e-4	8.366394075600338e-4
MEF2A	3.6507900177012876e-3	6.898430871201307e-4	3.2943251084437642e-3	2.7782688945120716e-3
MEF2B	2.8805399645278414e-4	2.307612420073997e-4	2.627541563028544e-4	1.5721586589451816e-3
MEF2C	1.1292069114686347e-3	3.3457060879273806e-3	3.2893224269826015e-3	1.379670626922088e-3
MEF2D	3.731803956407156e-3	2.627063994903919e-3	3.186373167881837e-3	3.094242458176257e-3
MEIS1	1.5414006650170536e-4	1.4336524127937396e-4	1.6715156152888663e-4	1.475909811303591e-4
MEIS2	8.78218925828764e-5	1.1996057648704865e-4	1.0749751070466556e-4	8.377514375134148e-5
MEIS3	4.764477273921236e-5	6.562995216738292e-5	5.632668629515657e-5	4.7667284636497006e-5
MEOX1	1.4243765444689016e-4	5.325193250655799e-4	1.7297976732183887e-3	2.621266428609572e-4
MEOX2	1.1163462220450155e-4	7.642589439175585e-5	9.351652144081967e-5	8.716337810934614e-5
MESP1	5.344630351668848e-4	5.017773195112603e-5	5.939730224228483e-5	5.4409703695113356e-5
MESP2	5.011134779640243e-5	3.5591730078957215e-5	3.824105867663404e-5	3.548879316476904e-5
MGA	8.947647835350076e-4	6.194747588121228e-4	9.10971633765304e-4	1.1911397934984192e-3
MITF	7.419183481226961e-5	5.786557175296261e-5	6.12154273360239e-5	2.314466552281854e-4
MIXL1	1.3603511623038104e-4	4.148481789249888e-5	9.43636681179395e-5	1.871350470780164e-4
MLX	1.6540934816887888e-3	1.2025046634898343e-3	1.3034161710741253e-3	1.4849464294150318e-3
MLXIP	1.881584199208594e-4	1.2660417047412163e-4	2.686735196652052e-4	2.6268770013640735e-4
MLXIPL	5.756154763637779e-5	5.0413415376461234e-5	2.6676162485552644e-4	3.0458407268403685e-4
MNT	8.781861969297434e-5	2.698031495313124e-5	3.9226067522162334e-5	1.0252434142006595e-4
MNX1	1.0907510117278759e-4	8.01531071584944e-5	8.343765330709606e-5	7.818109041084959e-5
MSANTD3	2.6955345514395314e-4	1.1301833370055958e-4	5.764471160073967e-5	4.1254900255289744e-5
MSC	1.0019604713752502e-4	8.999205928154505e-5	8.921607561791663e-5	7.522479310502874e-5
MSGN1	4.9912065206485955e-5	3.741938563657774e-5	4.2093436748861765e-5	3.478990467189695e-5
MSX1	6.636689288214536e-5	4.549902449928451e-5	5.330748632624057e-5	6.0039789911770236e-5
MSX2	7.319244154810626e-5	5.953191919533587e-5	6.075572706721193e-5	4.252101760334713e-4
MTERF1	2.5263956244621188e-5	4.8931261949576745e-5	7.18651619651098e-5	2.438385060770243e-5
MTF1	4.955572431658814e-4	5.175154297730733e-4	7.656245794336302e-4	5.170307739888145e-4
MTF2	3.3991104367674444e-4	1.8926018702855124e-4	2.999761806673304e-4	2.1304808709822726e-4
MXD1	2.3527911439411302e-4	3.5252874765192064e-4	1.705936696648127e-4	1.441693968770135e-4
MXI1	4.173664156358067e-4	1.1012968724286279e-4	1.287643876214137e-4	1.4119894203703915e-3
MYB	6.879484905069242e-4	2.0247467070289878e-4	2.635318647349091e-4	2.733033268503094e-4
MYBL1	4.110619567897446e-5	1.6156884854475788e-4	4.303550105807511e-5	8.483560779473748e-5
MYBL2	3.9290485089138287e-4	3.415068990993044e-4	3.4746785815177356e-4	4.763761674948742e-5
MYC	8.729252210421534e-4	8.483380603419356e-4	4.5764281009891413e-4	8.526635622488007e-4
MYCN	7.067862171049513e-5	6.017398673831376e-5	6.674534614489915e-5	6.336611672833166e-5
MYF5	8.243812751027854e-5	7.424342289930402e-5	6.377656031038515e-5	5.861981531286931e-5
MYF6	9.955892598490781e-5	9.033557918763772e-5	8.982911948204937e-5	9.16215405653712e-5
MYNN	9.232674085208404e-4	8.723239115373432e-4	9.770672020074451e-4	1.0763409867991726e-3
MYOD1	2.7784673379250934e-4	1.9305022311098092e-4	2.0326935494134534e-4	1.7334627375346624e-4
MYOG	1.922870285793602e-4	1.8237787229924827e-4	1.8449939917293117e-4	1.5294800550731604e-4
MYPOP	2.253128040747717e-5	1.4213032311762232e-5	1.789474278039698e-5	1.649386826444045e-5
MYRF	1.0311582356460741e-4	9.845232691700048e-5	1.1398314687307465e-4	7.981778737666369e-5
MYT1L	7.870068727240214e-5	3.0992827297395725e-4	8.069917792735733e-5	2.390396864531043e-4
MZF1	2.4265879398768925e-3	2.732444616780148e-3	5.518537632096457e-3	3.1395924069610726e-3
NAIF1	1.61444255082941e-4	8.182976176238374e-5	5.239096503701243e-5	1.997103162164522e-5
NANOG	9.100583482666868e-4	4.624762248578696e-4	1.0993785675749855e-3	1.4578303350573168e-3
NANOGP8	4.1039873146841435e-5	3.0271527581635563e-5	3.1904325167437476e-5	3.425077112228368e-5
NEUROD1	1.2652383872537292e-4	1.1445250454762907e-4	1.1755126698064571e-4	1.1578100388965731e-4
NEUROD2	4.179447598156278e-5	7.175565762098168e-5	4.1918835078642034e-5	3.2974179577216046e-5
NEUROD4	4.456566996678502e-5	3.815867561063957e-5	4.337888247082556e-5	3.81141302601889e-5
NEUROD6	2.9398586416631717e-5	2.144595859523693e-5	2.8071659701998273e-5	2.223330357378408e-5
NEUROG1	3.665630615031466e-5	2.6647875880808926e-5	3.3662186876975283e-5	2.7785954115021926e-5
NEUROG2	5.639813037747077e-5	4.300069080269493e-5	5.153797153791315e-5	6.377492374375255e-5
NEUROG3	3.654842638339455e-5	2.5862183041358543e-5	3.4558847553711543e-5	2.785203017112619e-5
NFAT5	1.8893038001485053e-3	3.260512739586673e-3	2.2909311743380184e-3	1.5619154849458583e-3
NFATC1	7.740371052136947e-3	6.88908712495276e-3	3.607449814292264e-3	4.633532808667253e-3
NFATC2	3.001723997924722e-3	2.586969880830224e-3	1.8192984961976758e-3	1.2827162390415788e-3
NFATC3	5.158273189235347e-4	6.177392649728647e-4	4.293755420473566e-4	9.85613005834295e-4
NFATC4	3.2074825548121256e-4	2.6542248307011643e-4	3.229183661751914e-4	2.9126090771018447e-4
NFE2	1.3351471591064256e-4	1.7231092527932677e-4	1.88265941404506e-4	1.2209898279911163e-4
NFE2L1	6.069473296043556e-4	1.6548461554042244e-3	1.514741332232391e-4	6.274520827058806e-4
NFE2L2	1.879828801334056e-3	1.5239517327375021e-3	2.1467850160545197e-3	2.0076151284887196e-3
NFE2L3	1.4538529888356074e-4	3.5370750013462575e-4	4.757685690271998e-4	2.1587541581149372e-4
NFE4	2.648012285794468e-4	2.206091711979803e-4	2.0945403144241497e-4	1.8775054975648804e-4
NFIA	4.888542477749629e-4	3.898567110470188e-4	3.9927623065183254e-4	4.6448557236444094e-5
NFIB	6.056335545329474e-5	6.498665428503008e-5	4.9342930182881325e-5	1.0317607424150317e-4
NFIC	5.360953095683215e-4	2.8885220278802734e-4	7.831800030378884e-4	1.9160077311081256e-4
NFIL3	9.014711539831585e-5	8.11794184911123e-5	2.4794408104965077e-4	1.1124646796301125e-4
NFIX	7.779418320786208e-5	6.61342749509375e-5	5.950630685466752e-5	3.9464320880643834e-5
NFKB1	1.8648466511653429e-3	1.3301466516480128e-3	8.348957976767363e-4	1.3926919608797084e-3
NFKB2	6.244773270650647e-4	9.956862978880507e-5	2.201945616665561e-4	3.4615571207466476e-4
NFYA	1.9268950817017457e-3	2.229007122783722e-3	2.153236621056271e-3	2.120151920730358e-3
NFYB	1.4127728562692108e-3	1.871017583865408e-3	1.4767870105166273e-3	1.0011317894222786e-3
NFYC	2.1307178606372896e-3	2.1737539240536405e-3	9.139630767236524e-4	2.1256580780358567e-3
NHLH1	7.902284917312853e-5	5.989697869790521e-5	7.536554019746912e-5	7.185808648568476e-5
NHLH2	1.503971903647856e-4	1.2573036325232062e-4	1.3729226099169092e-4	1.3284797960620793e-4
NKX1-1	3.347371271243419e-5	3.2299800791297e-5	3.433031982642082e-5	2.9250641551429937e-5
NKX1-2	3.7951587449389145e-5	3.4852834614406325e-5	3.977512183112217e-5	3.182572926249544e-5
NKX2-1	1.442044450083006e-4	1.7932739830865295e-4	2.0964289702660361e-4	1.3628115230313013e-4
NKX2-2	3.0266356695796793e-4	2.460971025512983e-4	2.3753908907664915e-4	2.1330610571184782e-4
NKX2-3	6.254264143989442e-5	5.901914265020316e-5	5.5737180133701655e-5	5.571081008051805e-5
NKX2-4	5.61109784603512e-5	5.845070451530742e-5	4.8534084288530406e-5	4.88342933628757e-5
NKX2-5	3.481746607988419e-4	2.9470646881011035e-4	3.36902320864756e-4	2.757912777201475e-4
NKX2-6	5.421459705005052e-5	5.424268592310671e-5	4.147155006916579e-5	4.755507653682745e-5
NKX2-8	1.1925452720358948e-4	1.5611772749156953e-4	1.2770009883576183e-4	1.1425089562330527e-4
NKX3-1	2.2921159312308263e-4	2.1099389889126942e-4	2.0261142974373555e-4	1.0748541527429642e-3
NKX3-2	3.6160948670675355e-4	2.7703962802708387e-4	2.775096187174073e-4	5.277218261665492e-4
NKX6-1	9.264403538927382e-5	8.41558790085865e-5	8.48098736360674e-5	9.569577414551025e-5
NKX6-2	1.0244172790677018e-4	8.010392717208722e-5	9.495336322834331e-5	9.18898799007845e-5
NKX6-3	5.096866117282614e-5	3.895362955228348e-5	6.6279192369115e-5	4.798356738026033e-5
NOBOX	6.427521589795115e-5	5.32757634384146e-5	5.9708450250682365e-5	5.2376821989697325e-5
NOTO	6.589879591050314e-5	6.590073069919709e-5	6.674785624128727e-5	1.2027354030863332e-4
NPAS2	1.0129343944683479e-4	3.8515288011517e-5	3.470258480690675e-5	4.127189440781454e-5
NR0B1	6.713085225724919e-5	6.315731432598664e-5	5.5596509026164414e-5	5.96359861398121e-5
NR1D1	7.265850808182016e-4	9.129442060181652e-4	5.747769499827637e-4	1.245138354851703e-3
NR1D2	2.852737755501334e-4	8.455296766230048e-5	6.384132513592264e-4	1.4652446228821743e-3
NR1H2	7.372970845983019e-4	3.978920915215756e-4	5.645499197766098e-4	5.021769027552109e-4
NR1H3	2.6713176026284366e-4	1.495051089802e-4	6.254815779591332e-4	2.574737085503355e-4
NR1H4	1.6833527215304213e-4	1.5599097261944917e-4	1.8081423214040697e-4	1.4385049620613906e-4
NR1I2	7.311716890000401e-5	6.193502481742877e-5	6.902317793367531e-5	6.613445246354358e-5
NR1I3	7.622140348707703e-5	6.510537668580127e-5	2.7468598378024573e-4	6.954099681034682e-5
NR2C1	6.020745222607008e-4	8.650599941659377e-5	5.052339476549819e-4	4.476992587538846e-4
NR2C2	1.7123234084157923e-3	2.6000677288470987e-3	1.8285583737238987e-3	1.1774455861400183e-3
NR2E1	1.8118366113557854e-4	1.7039517327017064e-4	1.832659045272266e-4	2.9557305027393837e-4
NR2E3	5.050398755640065e-4	4.0722202102648985e-4	5.034924405743952e-4	5.97876053953657e-4
NR2F1	1.655292149751834e-4	1.3882559573990175e-4	1.4424964752170308e-4	1.220626709135833e-4
NR2F2	9.691779248965782e-5	7.042131020147319e-5	7.82834016846732e-5	7.732434248566962e-5
NR2F6	8.068191640928253e-4	7.216480478283343e-4	3.0014877469370537e-4	3.0136464024536867e-3
NR3C1	4.116374270509839e-3	1.4411052040282438e-3	2.223183209018457e-3	1.7321055615716623e-3
NR3C2	6.81510575562781e-5	3.49429213791911e-5	5.2902118303994994e-5	4.489069345840879e-5
NR4A1	2.809245659054392e-3	4.429802476612793e-3	4.079171450174068e-3	5.078648665730551e-3
NR4A2	4.9806418856716056e-3	5.01599860337937e-3	7.082168840716361e-3	4.795535867788386e-3
NR4A3	4.783752365820151e-4	7.945816310981684e-4	6.045457972263905e-4	6.699683445628586e-4
NR5A1	8.467260537797817e-5	7.051986283091794e-5	6.692876287425421e-5	7.195155599194132e-5
