	Naive	Naive	Naive	Naive	Early_Pre_TFH	Early_Pre_TFH	Early_Pre_TFH	Early_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	GC	GC	GC	GC
HOXA1	1.0	1.0	1.0	1.0	0.9936491935483871	0.9936491935483871	0.9936491935483871	0.9936491935483871	0.9968154894592701	0.9968154894592701	0.9968154894592701	0.9968154894592701	1.0	1.0	1.0	1.0
HOXA10	0.9998658168399865	0.9998658168399865	0.9998658168399865	0.9998658168399865	0.9803427419354839	0.9803427419354839	0.9803427419354839	0.9803427419354839	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9873430538679627	0.9873430538679627	0.9873430538679627	0.9873430538679627
HOXA11	1.0	1.0	1.0	1.0	0.9710685483870968	0.9710685483870968	0.9710685483870968	0.9710685483870968	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9931146213041717	0.9931146213041717	0.9931146213041717	0.9931146213041717
HOXA13	0.10627306273062731	0.10627306273062731	0.10627306273062731	0.10627306273062731	0.6887096774193548	0.6887096774193548	0.6887096774193548	0.6887096774193548	0.6106617412903637	0.6106617412903637	0.6106617412903637	0.6106617412903637	4.10085054678011e-3	4.10085054678011e-3	4.10085054678011e-3	4.10085054678011e-3
HOXA2	1.7443810801743842e-3	1.7443810801743842e-3	1.7443810801743842e-3	1.7443810801743842e-3	0.879233870967742	0.879233870967742	0.879233870967742	0.879233870967742	0.9997452391567416	0.9997452391567416	0.9997452391567416	0.9997452391567416	0.9866848926690968	0.9866848926690968	0.9866848926690968	0.9866848926690968
HOXA3	1.0	1.0	1.0	1.0	0.991633064516129	0.991633064516129	0.991633064516129	0.991633064516129	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9998726195783708	1.0	1.0	1.0	1.0
HOXA4	1.0	1.0	1.0	1.0	0.9130040322580645	0.9130040322580645	0.9130040322580645	0.9130040322580645	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.8924665856622114	0.8924665856622114	0.8924665856622114	0.8924665856622114
HOXA5	0.693190204629319	0.693190204629319	0.693190204629319	0.693190204629319	0.9220766129032258	0.9220766129032258	0.9220766129032258	0.9220766129032258	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9947853381936006	0.9947853381936006	0.9947853381936006	0.9947853381936006
HOXA6	1.0	1.0	1.0	1.0	0.995866935483871	0.995866935483871	0.995866935483871	0.995866935483871	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
HOXA7	0.0	0.0	0.0	0.0	0.9841733870967742	0.9841733870967742	0.9841733870967742	0.9841733870967742	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
HOXA9	0.37074807111707486	0.37074807111707486	0.37074807111707486	0.37074807111707486	0.7270161290322581	0.7270161290322581	0.7270161290322581	0.7270161290322581	0.4780587223743711	0.4780587223743711	0.4780587223743711	0.4780587223743711	1.3061968408262459e-2	1.3061968408262459e-2	1.3061968408262459e-2	1.3061968408262459e-2
HOXB1	1.0	1.0	1.0	1.0	0.8352822580645162	0.8352822580645162	0.8352822580645162	0.8352822580645162	0.9980892936755621	0.9980892936755621	0.9980892936755621	0.9980892936755621	1.0	1.0	1.0	1.0
HOXB13	0.5782623280778263	0.5782623280778263	0.5782623280778263	0.5782623280778263	0.8692540322580645	0.8692540322580645	0.8692540322580645	0.8692540322580645	0.9391121584612445	0.9391121584612445	0.9391121584612445	0.9391121584612445	5.2906034831915805e-2	5.2906034831915805e-2	5.2906034831915805e-2	5.2906034831915805e-2
HOXB2	1.0	1.0	1.0	1.0	0.9706653225806452	0.9706653225806452	0.9706653225806452	0.9706653225806452	0.9939494299726133	0.9939494299726133	0.9939494299726133	0.9939494299726133	0.7504556500607533	0.7504556500607533	0.7504556500607533	0.7504556500607533
HOXB3	1.0	1.0	1.0	1.0	0.996875	0.996875	0.996875	0.996875	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
HOXB4	4.562227440456201e-3	4.562227440456201e-3	4.562227440456201e-3	4.562227440456201e-3	0.9202620967741936	0.9202620967741936	0.9202620967741936	0.9202620967741936	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9970129607128392	0.9970129607128392	0.9970129607128392	0.9970129607128392
HOXB5	0.9999329084199933	0.9999329084199933	0.9999329084199933	0.9999329084199933	0.9133064516129032	0.9133064516129032	0.9133064516129032	0.9133064516129032	0.9989809566269664	0.9989809566269664	0.9989809566269664	0.9989809566269664	0.909325637910085	0.909325637910085	0.909325637910085	0.909325637910085
HOXB6	1.0	1.0	1.0	1.0	0.9872983870967742	0.9872983870967742	0.9872983870967742	0.9872983870967742	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
HOXB7	0.2534719892653472	0.2534719892653472	0.2534719892653472	0.2534719892653472	0.5323588709677419	0.5323588709677419	0.5323588709677419	0.5323588709677419	3.725877332653971e-2	3.725877332653971e-2	3.725877332653971e-2	3.725877332653971e-2	1.630214661806395e-2	1.630214661806395e-2	1.630214661806395e-2	1.630214661806395e-2
HOXB8	0.9998658168399865	0.9998658168399865	0.9998658168399865	0.9998658168399865	0.9754032258064516	0.9754032258064516	0.9754032258064516	0.9754032258064516	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9988861887403807	0.9988861887403807	0.9988861887403807	0.9988861887403807
HOXB9	1.0	1.0	1.0	1.0	0.9887096774193549	0.9887096774193549	0.9887096774193549	0.9887096774193549	0.9975797719890452	0.9975797719890452	0.9975797719890452	0.9975797719890452	0.9490178209801539	0.9490178209801539	0.9490178209801539	0.9490178209801539
HOXC10	0.7635021804763502	0.7635021804763502	0.7635021804763502	0.7635021804763502	0.9534274193548387	0.9534274193548387	0.9534274193548387	0.9534274193548387	0.9879625501560411	0.9879625501560411	0.9879625501560411	0.9879625501560411	0.12601255569056302	0.12601255569056302	0.12601255569056302	0.12601255569056302
HOXC11	0.9994632673599463	0.9994632673599463	0.9994632673599463	0.9994632673599463	0.9691532258064516	0.9691532258064516	0.9691532258064516	0.9691532258064516	0.9942678810266862	0.9942678810266862	0.9942678810266862	0.9942678810266862	0.6137606318347509	0.6137606318347509	0.6137606318347509	0.6137606318347509
HOXC12	0.999060717879906	0.999060717879906	0.999060717879906	0.999060717879906	0.9689516129032258	0.9689516129032258	0.9689516129032258	0.9689516129032258	0.9954779950321636	0.9954779950321636	0.9954779950321636	0.9954779950321636	0.5088598622924261	0.5088598622924261	0.5088598622924261	0.5088598622924261
HOXC13	0.9877222408587722	0.9877222408587722	0.9877222408587722	0.9877222408587722	0.8726814516129032	0.8726814516129032	0.8726814516129032	0.8726814516129032	0.9805107954907331	0.9805107954907331	0.9805107954907331	0.9805107954907331	0.42517213446739566	0.42517213446739566	0.42517213446739566	0.42517213446739566
HOXC4	1.0	1.0	1.0	1.0	0.9017137096774194	0.9017137096774194	0.9017137096774194	0.9017137096774194	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.7929829890643986	0.7929829890643986	0.7929829890643986	0.7929829890643986
HOXC5	1.0	1.0	1.0	1.0	0.992741935483871	0.992741935483871	0.992741935483871	0.992741935483871	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
HOXC6	1.0	1.0	1.0	1.0	0.994858870967742	0.994858870967742	0.994858870967742	0.994858870967742	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
HOXC8	0.9998658168399865	0.9998658168399865	0.9998658168399865	0.9998658168399865	0.9680443548387097	0.9680443548387097	0.9680443548387097	0.9680443548387097	0.9966244188268263	0.9966244188268263	0.9966244188268263	0.9966244188268263	0.9995949777237748	0.9995949777237748	0.9995949777237748	0.9995949777237748
HOXC9	0.998389802079839	0.998389802079839	0.998389802079839	0.998389802079839	0.951108870967742	0.951108870967742	0.951108870967742	0.951108870967742	0.989873256480479	0.989873256480479	0.989873256480479	0.989873256480479	0.3886695018226003	0.3886695018226003	0.3886695018226003	0.3886695018226003
HOXD1	1.0	1.0	1.0	1.0	0.9969758064516129	0.9969758064516129	0.9969758064516129	0.9969758064516129	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
HOXD10	0.476819859107682	0.476819859107682	0.476819859107682	0.476819859107682	0.9	0.9	0.9	0.9	0.8942742500477676	0.8942742500477676	0.8942742500477676	0.8942742500477676	3.3920615633860063e-3	3.3920615633860063e-3	3.3920615633860063e-3	3.3920615633860063e-3
HOXD11	0.9998658168399865	0.9998658168399865	0.9998658168399865	0.9998658168399865	0.9849798387096774	0.9849798387096774	0.9849798387096774	0.9849798387096774	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9737748076144188	0.9737748076144188	0.9737748076144188	0.9737748076144188
HOXD12	0.9893324387789333	0.9893324387789333	0.9893324387789333	0.9893324387789333	0.9608870967741936	0.9608870967741936	0.9608870967741936	0.9608870967741936	0.9988535762053372	0.9988535762053372	0.9988535762053372	0.9988535762053372	1.0	1.0	1.0	1.0
HOXD13	4.62931902046293e-2	4.62931902046293e-2	4.62931902046293e-2	4.62931902046293e-2	0.43820564516129035	0.43820564516129035	0.43820564516129035	0.43820564516129035	0.4328386726960066	0.4328386726960066	0.4328386726960066	0.4328386726960066	1.974483596597798e-3	1.974483596597798e-3	1.974483596597798e-3	1.974483596597798e-3
HOXD3	1.0	1.0	1.0	1.0	0.9455645161290323	0.9455645161290323	0.9455645161290323	0.9455645161290323	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
HOXD4	1.0	1.0	1.0	1.0	0.926008064516129	0.926008064516129	0.926008064516129	0.926008064516129	0.9992994076810394	0.9992994076810394	0.9992994076810394	0.9992994076810394	0.9728635074929121	0.9728635074929121	0.9728635074929121	0.9728635074929121
HOXD8	0.9995974505199597	0.9995974505199597	0.9995974505199597	0.9995974505199597	0.9785282258064516	0.9785282258064516	0.9785282258064516	0.9785282258064516	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9917476711219118	0.9917476711219118	0.9917476711219118	0.9917476711219118
HOXD9	0.9909426366990942	0.9909426366990942	0.9909426366990942	0.9909426366990942	0.9402217741935484	0.9402217741935484	0.9402217741935484	0.9402217741935484	0.9698108400738806	0.9698108400738806	0.9698108400738806	0.9698108400738806	0.17421020656136088	0.17421020656136088	0.17421020656136088	0.17421020656136088
HSF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.191006942232975e-2	1.191006942232975e-2	1.191006942232975e-2	1.191006942232975e-2	0.0	0.0	0.0	0.0
HSF4	1.0	1.0	1.0	1.0	0.9384072580645161	0.9384072580645161	0.9384072580645161	0.9384072580645161	0.9989809566269664	0.9989809566269664	0.9989809566269664	0.9989809566269664	1.0	1.0	1.0	1.0
HSF5	1.0	1.0	1.0	1.0	0.8213709677419355	0.8213709677419355	0.8213709677419355	0.8213709677419355	0.7774027132029807	0.7774027132029807	0.7774027132029807	0.7774027132029807	1.0	1.0	1.0	1.0
HSFX1	1.0	1.0	1.0	1.0	0.9942540322580645	0.9942540322580645	0.9942540322580645	0.9942540322580645	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
HSFX2	1.0	1.0	1.0	1.0	0.9942540322580645	0.9942540322580645	0.9942540322580645	0.9942540322580645	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
HSFY1	1.0	1.0	1.0	1.0	0.9655241935483871	0.9655241935483871	0.9655241935483871	0.9655241935483871	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
HSFY2	1.0	1.0	1.0	1.0	1.602822580645158e-2	1.602822580645158e-2	1.602822580645158e-2	1.602822580645158e-2	0.9682822750143303	0.9682822750143303	0.9682822750143303	0.9682822750143303	0.9981267719724585	0.9981267719724585	0.9981267719724585	0.9981267719724585
IKZF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IKZF2	1.382086548138206e-2	1.382086548138206e-2	1.382086548138206e-2	1.382086548138206e-2	0.9632056451612904	0.9632056451612904	0.9632056451612904	0.9632056451612904	5.732118973313938e-4	5.732118973313938e-4	5.732118973313938e-4	5.732118973313938e-4	0.0	0.0	0.0	0.0
IKZF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IKZF4	0.4756122106675612	0.4756122106675612	0.4756122106675612	0.4756122106675612	0.9983870967741936	0.9983870967741936	0.9983870967741936	0.9983870967741936	0.2261002483918222	0.2261002483918222	0.2261002483918222	0.2261002483918222	0.4163122721749696	0.4163122721749696	0.4163122721749696	0.4163122721749696
IKZF5	0.39000335457900037	0.39000335457900037	0.39000335457900037	0.39000335457900037	1.2096774193548376e-2	1.2096774193548376e-2	1.2096774193548376e-2	1.2096774193548376e-2	0.10496146742245716	0.10496146742245716	0.10496146742245716	0.10496146742245716	2.0251113811259325e-3	2.0251113811259325e-3	2.0251113811259325e-3	2.0251113811259325e-3
INSM1	0.1421670580342167	0.1421670580342167	0.1421670580342167	0.1421670580342167	5.544354838709675e-2	5.544354838709675e-2	5.544354838709675e-2	5.544354838709675e-2	0.2831029870708872	0.2831029870708872	0.2831029870708872	0.2831029870708872	3.4528149048197676e-2	3.4528149048197676e-2	3.4528149048197676e-2	3.4528149048197676e-2
IRF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IRF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IRF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IRF4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IRF5	1.6638711841663878e-2	1.6638711841663878e-2	1.6638711841663878e-2	1.6638711841663878e-2	2.0866935483870974e-2	2.0866935483870974e-2	2.0866935483870974e-2	2.0866935483870974e-2	0.10496146742245716	0.10496146742245716	0.10496146742245716	0.10496146742245716	0.0	0.0	0.0	0.0
IRF6	0.9991278094599128	0.9991278094599128	0.9991278094599128	0.9991278094599128	0.8649193548387097	0.8649193548387097	0.8649193548387097	0.8649193548387097	0.7219922297942807	0.7219922297942807	0.7219922297942807	0.7219922297942807	0.6860571081409477	0.6860571081409477	0.6860571081409477	0.6860571081409477
IRF7	0.0	0.0	0.0	0.0	3.225806451612856e-3	3.225806451612856e-3	3.225806451612856e-3	3.225806451612856e-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IRF8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IRF9	6.709158000672844e-5	6.709158000672844e-5	6.709158000672844e-5	6.709158000672844e-5	6.249999999999978e-3	6.249999999999978e-3	6.249999999999978e-3	6.249999999999978e-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IRX1	0.9989265347198927	0.9989265347198927	0.9989265347198927	0.9989265347198927	0.9225806451612903	0.9225806451612903	0.9225806451612903	0.9225806451612903	0.8121775683077511	0.8121775683077511	0.8121775683077511	0.8121775683077511	0.47919198055893075	0.47919198055893075	0.47919198055893075	0.47919198055893075
IRX2	1.0	1.0	1.0	1.0	0.9914314516129032	0.9914314516129032	0.9914314516129032	0.9914314516129032	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9998726195783708	1.0	1.0	1.0	1.0
IRX3	0.9998658168399865	0.9998658168399865	0.9998658168399865	0.9998658168399865	0.9845766129032258	0.9845766129032258	0.9845766129032258	0.9845766129032258	0.9976434621998599	0.9976434621998599	0.9976434621998599	0.9976434621998599	0.9979748886188741	0.9979748886188741	0.9979748886188741	0.9979748886188741
IRX4	1.0	1.0	1.0	1.0	0.9953629032258065	0.9953629032258065	0.9953629032258065	0.9953629032258065	0.9996178587351124	0.9996178587351124	0.9996178587351124	0.9996178587351124	1.0	1.0	1.0	1.0
IRX5	1.0	1.0	1.0	1.0	0.9834677419354839	0.9834677419354839	0.9834677419354839	0.9834677419354839	0.9997452391567416	0.9997452391567416	0.9997452391567416	0.9997452391567416	1.0	1.0	1.0	1.0
IRX6	1.0	1.0	1.0	1.0	0.9797379032258065	0.9797379032258065	0.9797379032258065	0.9797379032258065	0.2959684096554359	0.2959684096554359	0.2959684096554359	0.2959684096554359	0.903199675982179	0.903199675982179	0.903199675982179	0.903199675982179
ISL1	0.5985910768198591	0.5985910768198591	0.5985910768198591	0.5985910768198591	0.8984879032258064	0.8984879032258064	0.8984879032258064	0.8984879032258064	0.12706197057512258	0.12706197057512258	0.12706197057512258	0.12706197057512258	8.758606723369788e-2	8.758606723369788e-2	8.758606723369788e-2	8.758606723369788e-2
ISL2	0.9976517946997652	0.9976517946997652	0.9976517946997652	0.9976517946997652	0.9854838709677419	0.9854838709677419	0.9854838709677419	0.9854838709677419	0.5979873893382588	0.5979873893382588	0.5979873893382588	0.5979873893382588	0.9862798703928716	0.9862798703928716	0.9862798703928716	0.9862798703928716
ISX	1.0	1.0	1.0	1.0	0.9716733870967742	0.9716733870967742	0.9716733870967742	0.9716733870967742	0.9996178587351124	0.9996178587351124	0.9996178587351124	0.9996178587351124	0.9997468610773592	0.9997468610773592	0.9997468610773592	0.9997468610773592
JDP2	6.70244884267025e-2	6.70244884267025e-2	6.70244884267025e-2	6.70244884267025e-2	0.7251008064516129	0.7251008064516129	0.7251008064516129	0.7251008064516129	1.2865422584548702e-2	1.2865422584548702e-2	1.2865422584548702e-2	1.2865422584548702e-2	3.5439449169704096e-3	3.5439449169704096e-3	3.5439449169704096e-3	3.5439449169704096e-3
JRKL	1.0	1.0	1.0	1.0	0.8204637096774193	0.8204637096774193	0.8204637096774193	0.8204637096774193	1.0	1.0	1.0	1.0	0.6209497772377481	0.6209497772377481	0.6209497772377481	0.6209497772377481
JUN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JUNB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JUND	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KDM2A	0.9999329084199933	0.9999329084199933	0.9999329084199933	0.9999329084199933	0.9872983870967742	0.9872983870967742	0.9872983870967742	0.9872983870967742	9.171390357302078e-3	9.171390357302078e-3	9.171390357302078e-3	9.171390357302078e-3	0.9790907249898745	0.9790907249898745	0.9790907249898745	0.9790907249898745
KDM2B	0.9975847031197584	0.9975847031197584	0.9975847031197584	0.9975847031197584	0.9988911290322581	0.9988911290322581	0.9988911290322581	0.9988911290322581	0.9993630978918541	0.9993630978918541	0.9993630978918541	0.9993630978918541	1.0	1.0	1.0	1.0
KLF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLF10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLF11	2.348205300234829e-3	2.348205300234829e-3	2.348205300234829e-3	2.348205300234829e-3	9.213709677419357e-2	9.213709677419357e-2	9.213709677419357e-2	9.213709677419357e-2	4.139863702948832e-3	4.139863702948832e-3	4.139863702948832e-3	4.139863702948832e-3	9.113001215066419e-4	9.113001215066419e-4	9.113001215066419e-4	9.113001215066419e-4
KLF12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLF13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLF14	0.0	0.0	0.0	0.0	2.52016129032262e-3	2.52016129032262e-3	2.52016129032262e-3	2.52016129032262e-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLF15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLF16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLF17	1.1070110701106972e-2	1.1070110701106972e-2	1.1070110701106972e-2	1.1070110701106972e-2	0.3280241935483871	0.3280241935483871	0.3280241935483871	0.3280241935483871	1.4776128908986719e-2	1.4776128908986719e-2	1.4776128908986719e-2	1.4776128908986719e-2	4.252733900364514e-3	4.252733900364514e-3	4.252733900364514e-3	4.252733900364514e-3
KLF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLF4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLF5	0.0	0.0	0.0	0.0	5.040322580645018e-4	5.040322580645018e-4	5.040322580645018e-4	5.040322580645018e-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLF6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLF7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLF8	8.520630660852069e-3	8.520630660852069e-3	8.520630660852069e-3	8.520630660852069e-3	0.3089717741935484	0.3089717741935484	0.3089717741935484	0.3089717741935484	1.8724921979491715e-2	1.8724921979491715e-2	1.8724921979491715e-2	1.8724921979491715e-2	3.3920615633860063e-3	3.3920615633860063e-3	3.3920615633860063e-3	3.3920615633860063e-3
KLF9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KMT2A	0.0	0.0	0.0	0.0	6.653225806451668e-3	6.653225806451668e-3	6.653225806451668e-3	6.653225806451668e-3	3.694032227246624e-3	3.694032227246624e-3	3.694032227246624e-3	3.694032227246624e-3	0.0	0.0	0.0	0.0
LBX1	1.0	1.0	1.0	1.0	0.9942540322580645	0.9942540322580645	0.9942540322580645	0.9942540322580645	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
LBX2	0.9875209661187521	0.9875209661187521	0.9875209661187521	0.9875209661187521	0.9421370967741935	0.9421370967741935	0.9421370967741935	0.9421370967741935	0.9981529838863766	0.9981529838863766	0.9981529838863766	0.9981529838863766	0.9743823410287565	0.9743823410287565	0.9743823410287565	0.9743823410287565
LCOR	0.9913451861791345	0.9913451861791345	0.9913451861791345	0.9913451861791345	0.9649193548387097	0.9649193548387097	0.9649193548387097	0.9649193548387097	0.8977772116425705	0.8977772116425705	0.8977772116425705	0.8977772116425705	7.543539894694207e-2	7.543539894694207e-2	7.543539894694207e-2	7.543539894694207e-2
LCORL	0.9998658168399865	0.9998658168399865	0.9998658168399865	0.9998658168399865	0.9586693548387096	0.9586693548387096	0.9586693548387096	0.9586693548387096	0.7361314565951214	0.7361314565951214	0.7361314565951214	0.7361314565951214	1.0	1.0	1.0	1.0
LEF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LHX1	1.0	1.0	1.0	1.0	0.9307459677419355	0.9307459677419355	0.9307459677419355	0.9307459677419355	0.999044646837781	0.999044646837781	0.999044646837781	0.999044646837781	1.0	1.0	1.0	1.0
LHX2	1.0	1.0	1.0	1.0	0.9743951612903226	0.9743951612903226	0.9743951612903226	0.9743951612903226	0.998726195783708	0.998726195783708	0.998726195783708	0.998726195783708	0.9945321992709599	0.9945321992709599	0.9945321992709599	0.9945321992709599
LHX3	1.0	1.0	1.0	1.0	0.9740927419354839	0.9740927419354839	0.9740927419354839	0.9740927419354839	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
LHX4	1.0	1.0	1.0	1.0	0.993850806451613	0.993850806451613	0.993850806451613	0.993850806451613	0.9960512069294949	0.9960512069294949	0.9960512069294949	0.9960512069294949	1.0	1.0	1.0	1.0
LHX5	1.0	1.0	1.0	1.0	0.9887096774193549	0.9887096774193549	0.9887096774193549	0.9887096774193549	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
LHX6	0.8523314324052331	0.8523314324052331	0.8523314324052331	0.8523314324052331	0.2686491935483871	0.2686491935483871	0.2686491935483871	0.2686491935483871	0.8885421310744539	0.8885421310744539	0.8885421310744539	0.8885421310744539	8.920615633859863e-2	8.920615633859863e-2	8.920615633859863e-2	8.920615633859863e-2
LHX8	6.709158000672844e-5	6.709158000672844e-5	6.709158000672844e-5	6.709158000672844e-5	5.040322580645129e-3	5.040322580645129e-3	5.040322580645129e-3	5.040322580645129e-3	1.2738042162918628e-4	1.2738042162918628e-4	1.2738042162918628e-4	1.2738042162918628e-4	0.0	0.0	0.0	0.0
LHX9	1.0	1.0	1.0	1.0	0.9540322580645161	0.9540322580645161	0.9540322580645161	0.9540322580645161	0.9992994076810394	0.9992994076810394	0.9992994076810394	0.9992994076810394	0.958232077764277	0.958232077764277	0.958232077764277	0.958232077764277
LIN28A	0.9787319691378732	0.9787319691378732	0.9787319691378732	0.9787319691378732	0.8813508064516129	0.8813508064516129	0.8813508064516129	0.8813508064516129	0.31150882109419786	0.31150882109419786	0.31150882109419786	0.31150882109419786	0.93818347509113	0.93818347509113	0.93818347509113	0.93818347509113
LIN28B	0.8121435759812143	0.8121435759812143	0.8121435759812143	0.8121435759812143	0.7861895161290322	0.7861895161290322	0.7861895161290322	0.7861895161290322	0.6968345965225144	0.6968345965225144	0.6968345965225144	0.6968345965225144	2.3288780882948612e-2	2.3288780882948612e-2	2.3288780882948612e-2	2.3288780882948612e-2
LIN54	0.3944313988594431	0.3944313988594431	0.3944313988594431	0.3944313988594431	0.6276209677419355	0.6276209677419355	0.6276209677419355	0.6276209677419355	0.12432329151009491	0.12432329151009491	0.12432329151009491	0.12432329151009491	0.0	0.0	0.0	0.0
LMX1A	1.0	1.0	1.0	1.0	0.9942540322580645	0.9942540322580645	0.9942540322580645	0.9942540322580645	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
LMX1B	1.0	1.0	1.0	1.0	0.9845766129032258	0.9845766129032258	0.9845766129032258	0.9845766129032258	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.8601154313487241	0.8601154313487241	0.8601154313487241	0.8601154313487241
LTF	0.9619590741361959	0.9619590741361959	0.9619590741361959	0.9619590741361959	0.922883064516129	0.922883064516129	0.922883064516129	0.922883064516129	0.9817209094962104	0.9817209094962104	0.9817209094962104	0.9817209094962104	0.7483799108950993	0.7483799108950993	0.7483799108950993	0.7483799108950993
LYL1	0.2539416303253942	0.2539416303253942	0.2539416303253942	0.2539416303253942	0.2959677419354839	0.2959677419354839	0.2959677419354839	0.2959677419354839	0.0	0.0	0.0	0.0	1.1695018226002385e-2	1.1695018226002385e-2	1.1695018226002385e-2	1.1695018226002385e-2
MAF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
