	Naive	Naive	Naive	Naive	Early_Pre_TFH	Early_Pre_TFH	Early_Pre_TFH	Early_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	GC	GC	GC	GC
DLX1	1.0	1.0	1.0	1.0	0.9907258064516129	0.9907258064516129	0.9907258064516129	0.9907258064516129	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9998726195783708	1.0	1.0	1.0	1.0
DLX2	1.0	1.0	1.0	1.0	0.9859879032258064	0.9859879032258064	0.9859879032258064	0.9859879032258064	0.9994267881026686	0.9994267881026686	0.9994267881026686	0.9994267881026686	0.9081611988659376	0.9081611988659376	0.9081611988659376	0.9081611988659376
DLX3	0.9898020798389802	0.9898020798389802	0.9898020798389802	0.9898020798389802	0.7145161290322581	0.7145161290322581	0.7145161290322581	0.7145161290322581	0.8074644927074709	0.8074644927074709	0.8074644927074709	0.8074644927074709	7.887808829485621e-2	7.887808829485621e-2	7.887808829485621e-2	7.887808829485621e-2
DLX4	1.0	1.0	1.0	1.0	0.9612903225806452	0.9612903225806452	0.9612903225806452	0.9612903225806452	0.9988535762053372	0.9988535762053372	0.9988535762053372	0.9988535762053372	0.3946435803969218	0.3946435803969218	0.3946435803969218	0.3946435803969218
DLX5	1.0	1.0	1.0	1.0	0.9914314516129032	0.9914314516129032	0.9914314516129032	0.9914314516129032	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9988861887403807	0.9988861887403807	0.9988861887403807	0.9988861887403807
DLX6	1.0	1.0	1.0	1.0	0.9923387096774193	0.9923387096774193	0.9923387096774193	0.9923387096774193	0.9995541685242978	0.9995541685242978	0.9995541685242978	0.9995541685242978	0.9788375860672337	0.9788375860672337	0.9788375860672337	0.9788375860672337
DMBX1	1.0	1.0	1.0	1.0	0.44989919354838714	0.44989919354838714	0.44989919354838714	0.44989919354838714	0.9494936628240239	0.9494936628240239	0.9494936628240239	0.9494936628240239	1.0	1.0	1.0	1.0
DMRT1	1.0	1.0	1.0	1.0	0.9849798387096774	0.9849798387096774	0.9849798387096774	0.9849798387096774	0.9997452391567416	0.9997452391567416	0.9997452391567416	0.9997452391567416	1.0	1.0	1.0	1.0
DMRT2	1.0	1.0	1.0	1.0	0.9894153225806451	0.9894153225806451	0.9894153225806451	0.9894153225806451	0.9996178587351124	0.9996178587351124	0.9996178587351124	0.9996178587351124	0.25713851761846906	0.25713851761846906	0.25713851761846906	0.25713851761846906
DMRT3	1.0	1.0	1.0	1.0	0.9211693548387097	0.9211693548387097	0.9211693548387097	0.9211693548387097	0.9976434621998599	0.9976434621998599	0.9976434621998599	0.9976434621998599	1.0	1.0	1.0	1.0
DMRTA1	1.0	1.0	1.0	1.0	0.5097782258064516	0.5097782258064516	0.5097782258064516	0.5097782258064516	0.995414304821349	0.995414304821349	0.995414304821349	0.995414304821349	1.0	1.0	1.0	1.0
DMRTA2	1.0	1.0	1.0	1.0	0.9942540322580645	0.9942540322580645	0.9942540322580645	0.9942540322580645	0.9977071524106744	0.9977071524106744	0.9977071524106744	0.9977071524106744	1.0	1.0	1.0	1.0
DMRTB1	1.0	1.0	1.0	1.0	0.9737903225806451	0.9737903225806451	0.9737903225806451	0.9737903225806451	0.9998726195783708	0.9998726195783708	0.9998726195783708	0.9998726195783708	1.0	1.0	1.0	1.0
DMRTC2	1.0	1.0	1.0	1.0	0.9746975806451613	0.9746975806451613	0.9746975806451613	0.9746975806451613	0.9572001783325903	0.9572001783325903	0.9572001783325903	0.9572001783325903	0.9893681652490887	0.9893681652490887	0.9893681652490887	0.9893681652490887
DNMT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNTTIP1	0.97370010063737	0.97370010063737	0.97370010063737	0.97370010063737	0.9940524193548387	0.9940524193548387	0.9940524193548387	0.9940524193548387	0.9953506146105343	0.9953506146105343	0.9953506146105343	0.9953506146105343	0.907604293236128	0.907604293236128	0.907604293236128	0.907604293236128
