	Naive	Naive	Naive	Naive	Early_Pre_TFH	Early_Pre_TFH	Early_Pre_TFH	Early_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	GC	GC	GC	GC
IKZF5	6.733191903492502e-5	6.733191903492502e-5	6.733191903492502e-5	6.733191903492502e-5	2.2914984946162945e-4	2.2914984946162945e-4	2.2914984946162945e-4	2.2914984946162945e-4	8.359547017591356e-5	8.359547017591356e-5	8.359547017591356e-5	8.359547017591356e-5	1.7000153323082514e-4	1.7000153323082514e-4	1.7000153323082514e-4	1.7000153323082514e-4
INSM1	8.035650919031214e-5	8.035650919031214e-5	8.035650919031214e-5	8.035650919031214e-5	1.6059235750651683e-4	1.6059235750651683e-4	1.6059235750651683e-4	1.6059235750651683e-4	6.883497249460813e-5	6.883497249460813e-5	6.883497249460813e-5	6.883497249460813e-5	7.263972950663835e-5	7.263972950663835e-5	7.263972950663835e-5	7.263972950663835e-5
IRF1	1.7204880244874208e-3	1.7204880244874208e-3	1.7204880244874208e-3	1.7204880244874208e-3	1.3126704970215053e-3	1.3126704970215053e-3	1.3126704970215053e-3	1.3126704970215053e-3	2.1831461997260044e-3	2.1831461997260044e-3	2.1831461997260044e-3	2.1831461997260044e-3	2.8801857669609535e-3	2.8801857669609535e-3	2.8801857669609535e-3	2.8801857669609535e-3
IRF2	5.234583634120508e-4	5.234583634120508e-4	5.234583634120508e-4	5.234583634120508e-4	1.2741438911080792e-3	1.2741438911080792e-3	1.2741438911080792e-3	1.2741438911080792e-3	1.2428901004062696e-3	1.2428901004062696e-3	1.2428901004062696e-3	1.2428901004062696e-3	1.4457382692110003e-3	1.4457382692110003e-3	1.4457382692110003e-3	1.4457382692110003e-3
IRF3	2.0657243977817387e-3	2.0657243977817387e-3	2.0657243977817387e-3	2.0657243977817387e-3	1.251949277026515e-3	1.251949277026515e-3	1.251949277026515e-3	1.251949277026515e-3	1.7155604607176922e-3	1.7155604607176922e-3	1.7155604607176922e-3	1.7155604607176922e-3	4.501078730824459e-3	4.501078730824459e-3	4.501078730824459e-3	4.501078730824459e-3
IRF4	7.214914653404529e-4	7.214914653404529e-4	7.214914653404529e-4	7.214914653404529e-4	7.024951150366583e-4	7.024951150366583e-4	7.024951150366583e-4	7.024951150366583e-4	1.474834873621926e-3	1.474834873621926e-3	1.474834873621926e-3	1.474834873621926e-3	1.618061422477742e-3	1.618061422477742e-3	1.618061422477742e-3	1.618061422477742e-3
IRF5	1.1695211687016006e-4	1.1695211687016006e-4	1.1695211687016006e-4	1.1695211687016006e-4	1.9854634796325258e-4	1.9854634796325258e-4	1.9854634796325258e-4	1.9854634796325258e-4	8.359939280023492e-5	8.359939280023492e-5	8.359939280023492e-5	8.359939280023492e-5	3.282378042048133e-4	3.282378042048133e-4	3.282378042048133e-4	3.282378042048133e-4
IRF6	3.451953233611282e-5	3.451953233611282e-5	3.451953233611282e-5	3.451953233611282e-5	6.589137940157374e-5	6.589137940157374e-5	6.589137940157374e-5	6.589137940157374e-5	5.124525550654715e-5	5.124525550654715e-5	5.124525550654715e-5	5.124525550654715e-5	4.4521151548854415e-5	4.4521151548854415e-5	4.4521151548854415e-5	4.4521151548854415e-5
IRF7	6.088880442512831e-4	6.088880442512831e-4	6.088880442512831e-4	6.088880442512831e-4	3.9224976506553995e-4	3.9224976506553995e-4	3.9224976506553995e-4	3.9224976506553995e-4	7.846226545945056e-4	7.846226545945056e-4	7.846226545945056e-4	7.846226545945056e-4	1.6799324054811065e-3	1.6799324054811065e-3	1.6799324054811065e-3	1.6799324054811065e-3
IRF8	6.920419261833262e-4	6.920419261833262e-4	6.920419261833262e-4	6.920419261833262e-4	9.109019797567614e-4	9.109019797567614e-4	9.109019797567614e-4	9.109019797567614e-4	1.0497070267400167e-3	1.0497070267400167e-3	1.0497070267400167e-3	1.0497070267400167e-3	1.7983916407932246e-3	1.7983916407932246e-3	1.7983916407932246e-3	1.7983916407932246e-3
IRF9	3.741879402969461e-4	3.741879402969461e-4	3.741879402969461e-4	3.741879402969461e-4	3.042536931883963e-4	3.042536931883963e-4	3.042536931883963e-4	3.042536931883963e-4	5.934492303332291e-4	5.934492303332291e-4	5.934492303332291e-4	5.934492303332291e-4	1.5641692921637236e-3	1.5641692921637236e-3	1.5641692921637236e-3	1.5641692921637236e-3
IRX1	3.505272393583148e-5	3.505272393583148e-5	3.505272393583148e-5	3.505272393583148e-5	5.963742576392291e-5	5.963742576392291e-5	5.963742576392291e-5	5.963742576392291e-5	4.771850207029825e-5	4.771850207029825e-5	4.771850207029825e-5	4.771850207029825e-5	4.892915806984696e-5	4.892915806984696e-5	4.892915806984696e-5	4.892915806984696e-5
IRX2	2.348428861582221e-5	2.348428861582221e-5	2.348428861582221e-5	2.348428861582221e-5	4.3259479052580706e-5	4.3259479052580706e-5	4.3259479052580706e-5	4.3259479052580706e-5	1.8433177688867534e-5	1.8433177688867534e-5	1.8433177688867534e-5	1.8433177688867534e-5	1.5374079770345378e-5	1.5374079770345378e-5	1.5374079770345378e-5	1.5374079770345378e-5
IRX3	3.132036363644782e-5	3.132036363644782e-5	3.132036363644782e-5	3.132036363644782e-5	4.647543486181218e-5	4.647543486181218e-5	4.647543486181218e-5	4.647543486181218e-5	2.754658054309466e-5	2.754658054309466e-5	2.754658054309466e-5	2.754658054309466e-5	3.0434066611277956e-5	3.0434066611277956e-5	3.0434066611277956e-5	3.0434066611277956e-5
IRX4	1.7624763959189156e-5	1.7624763959189156e-5	1.7624763959189156e-5	1.7624763959189156e-5	3.950454354690951e-5	3.950454354690951e-5	3.950454354690951e-5	3.950454354690951e-5	2.2771679612284624e-5	2.2771679612284624e-5	2.2771679612284624e-5	2.2771679612284624e-5	2.7012151746036155e-5	2.7012151746036155e-5	2.7012151746036155e-5	2.7012151746036155e-5
IRX5	2.388806976986424e-5	2.388806976986424e-5	2.388806976986424e-5	2.388806976986424e-5	4.726155598623991e-5	4.726155598623991e-5	4.726155598623991e-5	4.726155598623991e-5	2.2183114504743267e-5	2.2183114504743267e-5	2.2183114504743267e-5	2.2183114504743267e-5	2.040359762004472e-5	2.040359762004472e-5	2.040359762004472e-5	2.040359762004472e-5
IRX6	2.74094275456986e-5	2.74094275456986e-5	2.74094275456986e-5	2.74094275456986e-5	4.8491193519360185e-5	4.8491193519360185e-5	4.8491193519360185e-5	4.8491193519360185e-5	6.814140800005491e-5	6.814140800005491e-5	6.814140800005491e-5	6.814140800005491e-5	3.8877838057749324e-5	3.8877838057749324e-5	3.8877838057749324e-5	3.8877838057749324e-5
ISL1	6.041285589025292e-5	6.041285589025292e-5	6.041285589025292e-5	6.041285589025292e-5	6.244538824015426e-5	6.244538824015426e-5	6.244538824015426e-5	6.244538824015426e-5	8.068049398223662e-5	8.068049398223662e-5	8.068049398223662e-5	8.068049398223662e-5	6.404314056663048e-5	6.404314056663048e-5	6.404314056663048e-5	6.404314056663048e-5
ISL2	3.649841676467796e-5	3.649841676467796e-5	3.649841676467796e-5	3.649841676467796e-5	4.622347465121698e-5	4.622347465121698e-5	4.622347465121698e-5	4.622347465121698e-5	5.577689537591611e-5	5.577689537591611e-5	5.577689537591611e-5	5.577689537591611e-5	3.354481975575306e-5	3.354481975575306e-5	3.354481975575306e-5	3.354481975575306e-5
ISX	2.18478990671172e-5	2.18478990671172e-5	2.18478990671172e-5	2.18478990671172e-5	5.08838516909973e-5	5.08838516909973e-5	5.08838516909973e-5	5.08838516909973e-5	2.2603395055067656e-5	2.2603395055067656e-5	2.2603395055067656e-5	2.2603395055067656e-5	2.7723801830312693e-5	2.7723801830312693e-5	2.7723801830312693e-5	2.7723801830312693e-5
JDP2	9.004871637489203e-5	9.004871637489203e-5	9.004871637489203e-5	9.004871637489203e-5	7.773084703878495e-5	7.773084703878495e-5	7.773084703878495e-5	7.773084703878495e-5	1.4735736552601162e-4	1.4735736552601162e-4	1.4735736552601162e-4	1.4735736552601162e-4	1.3402621484956536e-4	1.3402621484956536e-4	1.3402621484956536e-4	1.3402621484956536e-4
JRKL	1.9566905826858192e-5	1.9566905826858192e-5	1.9566905826858192e-5	1.9566905826858192e-5	6.992999252190146e-5	6.992999252190146e-5	6.992999252190146e-5	6.992999252190146e-5	1.1784287391305846e-5	1.1784287391305846e-5	1.1784287391305846e-5	1.1784287391305846e-5	4.592295852047767e-5	4.592295852047767e-5	4.592295852047767e-5	4.592295852047767e-5
JUN	1.431395122203815e-2	1.431395122203815e-2	1.431395122203815e-2	1.431395122203815e-2	8.590506358584268e-3	8.590506358584268e-3	8.590506358584268e-3	8.590506358584268e-3	8.891231014173526e-3	8.891231014173526e-3	8.891231014173526e-3	8.891231014173526e-3	1.674784040637307e-2	1.674784040637307e-2	1.674784040637307e-2	1.674784040637307e-2
JUNB	6.6017545977429745e-3	6.6017545977429745e-3	6.6017545977429745e-3	6.6017545977429745e-3	2.810906267525313e-3	2.810906267525313e-3	2.810906267525313e-3	2.810906267525313e-3	5.875853753437831e-3	5.875853753437831e-3	5.875853753437831e-3	5.875853753437831e-3	9.85448538046724e-3	9.85448538046724e-3	9.85448538046724e-3	9.85448538046724e-3
JUND	1.8520855873746182e-3	1.8520855873746182e-3	1.8520855873746182e-3	1.8520855873746182e-3	1.5321349107062792e-3	1.5321349107062792e-3	1.5321349107062792e-3	1.5321349107062792e-3	1.1722152341131233e-3	1.1722152341131233e-3	1.1722152341131233e-3	1.1722152341131233e-3	1.5751100243677739e-3	1.5751100243677739e-3	1.5751100243677739e-3	1.5751100243677739e-3
KDM2A	3.048953250663795e-5	3.048953250663795e-5	3.048953250663795e-5	3.048953250663795e-5	4.5530506728883124e-5	4.5530506728883124e-5	4.5530506728883124e-5	4.5530506728883124e-5	1.751382693721791e-4	1.751382693721791e-4	1.751382693721791e-4	1.751382693721791e-4	3.43565236014964e-5	3.43565236014964e-5	3.43565236014964e-5	3.43565236014964e-5
KDM2B	3.6519882290548815e-5	3.6519882290548815e-5	3.6519882290548815e-5	3.6519882290548815e-5	3.422501188976941e-5	3.422501188976941e-5	3.422501188976941e-5	3.422501188976941e-5	2.431304805051191e-5	2.431304805051191e-5	2.431304805051191e-5	2.431304805051191e-5	1.2748986927949213e-5	1.2748986927949213e-5	1.2748986927949213e-5	1.2748986927949213e-5
KLF1	9.691279462762989e-4	9.691279462762989e-4	9.691279462762989e-4	9.691279462762989e-4	8.591608566134016e-4	8.591608566134016e-4	8.591608566134016e-4	8.591608566134016e-4	7.908644742848764e-4	7.908644742848764e-4	7.908644742848764e-4	7.908644742848764e-4	8.095634882198841e-4	8.095634882198841e-4	8.095634882198841e-4	8.095634882198841e-4
KLF10	8.411780992670152e-3	8.411780992670152e-3	8.411780992670152e-3	8.411780992670152e-3	7.58952688200519e-3	7.58952688200519e-3	7.58952688200519e-3	7.58952688200519e-3	4.346808299685914e-3	4.346808299685914e-3	4.346808299685914e-3	4.346808299685914e-3	5.829920981879525e-3	5.829920981879525e-3	5.829920981879525e-3	5.829920981879525e-3
KLF11	2.938691341690387e-4	2.938691341690387e-4	2.938691341690387e-4	2.938691341690387e-4	1.4492524494840651e-4	1.4492524494840651e-4	1.4492524494840651e-4	1.4492524494840651e-4	2.527875064986787e-4	2.527875064986787e-4	2.527875064986787e-4	2.527875064986787e-4	2.9329860373747125e-4	2.9329860373747125e-4	2.9329860373747125e-4	2.9329860373747125e-4
KLF12	1.168012623586208e-2	1.168012623586208e-2	1.168012623586208e-2	1.168012623586208e-2	8.107551454982091e-3	8.107551454982091e-3	8.107551454982091e-3	8.107551454982091e-3	9.680096861497609e-3	9.680096861497609e-3	9.680096861497609e-3	9.680096861497609e-3	1.0082505958517583e-2	1.0082505958517583e-2	1.0082505958517583e-2	1.0082505958517583e-2
KLF13	1.7411155424937952e-3	1.7411155424937952e-3	1.7411155424937952e-3	1.7411155424937952e-3	1.2077578453169682e-3	1.2077578453169682e-3	1.2077578453169682e-3	1.2077578453169682e-3	4.698298826176511e-3	4.698298826176511e-3	4.698298826176511e-3	4.698298826176511e-3	1.507603962194735e-3	1.507603962194735e-3	1.507603962194735e-3	1.507603962194735e-3
KLF14	6.607921696730383e-4	6.607921696730383e-4	6.607921696730383e-4	6.607921696730383e-4	4.0642189786127363e-4	4.0642189786127363e-4	4.0642189786127363e-4	4.0642189786127363e-4	6.029299091291579e-4	6.029299091291579e-4	6.029299091291579e-4	6.029299091291579e-4	5.97782568896992e-4	5.97782568896992e-4	5.97782568896992e-4	5.97782568896992e-4
KLF15	9.517915829896021e-4	9.517915829896021e-4	9.517915829896021e-4	9.517915829896021e-4	8.829950982275379e-4	8.829950982275379e-4	8.829950982275379e-4	8.829950982275379e-4	7.590418338357923e-4	7.590418338357923e-4	7.590418338357923e-4	7.590418338357923e-4	8.468605711397417e-4	8.468605711397417e-4	8.468605711397417e-4	8.468605711397417e-4
KLF16	1.210015023016608e-3	1.210015023016608e-3	1.210015023016608e-3	1.210015023016608e-3	6.123562226382374e-4	6.123562226382374e-4	6.123562226382374e-4	6.123562226382374e-4	3.830853423229403e-4	3.830853423229403e-4	3.830853423229403e-4	3.830853423229403e-4	4.1467086547687876e-4	4.1467086547687876e-4	4.1467086547687876e-4	4.1467086547687876e-4
KLF17	1.3526884126167156e-4	1.3526884126167156e-4	1.3526884126167156e-4	1.3526884126167156e-4	1.0799953266915926e-4	1.0799953266915926e-4	1.0799953266915926e-4	1.0799953266915926e-4	1.3782434468655823e-4	1.3782434468655823e-4	1.3782434468655823e-4	1.3782434468655823e-4	1.2066396516826422e-4	1.2066396516826422e-4	1.2066396516826422e-4	1.2066396516826422e-4
KLF2	8.318493290502176e-3	8.318493290502176e-3	8.318493290502176e-3	8.318493290502176e-3	2.384773421050896e-3	2.384773421050896e-3	2.384773421050896e-3	2.384773421050896e-3	1.5058587649179277e-3	1.5058587649179277e-3	1.5058587649179277e-3	1.5058587649179277e-3	4.874115725541374e-4	4.874115725541374e-4	4.874115725541374e-4	4.874115725541374e-4
KLF3	5.137702742698971e-3	5.137702742698971e-3	5.137702742698971e-3	5.137702742698971e-3	1.2018588189103376e-3	1.2018588189103376e-3	1.2018588189103376e-3	1.2018588189103376e-3	1.9859031056110327e-3	1.9859031056110327e-3	1.9859031056110327e-3	1.9859031056110327e-3	2.2698293169226926e-3	2.2698293169226926e-3	2.2698293169226926e-3	2.2698293169226926e-3
KLF4	2.797059459011992e-3	2.797059459011992e-3	2.797059459011992e-3	2.797059459011992e-3	1.7929901078089666e-3	1.7929901078089666e-3	1.7929901078089666e-3	1.7929901078089666e-3	3.113812494411474e-3	3.113812494411474e-3	3.113812494411474e-3	3.113812494411474e-3	3.453572396633993e-3	3.453572396633993e-3	3.453572396633993e-3	3.453572396633993e-3
KLF5	7.298583114184935e-4	7.298583114184935e-4	7.298583114184935e-4	7.298583114184935e-4	5.18788888479186e-4	5.18788888479186e-4	5.18788888479186e-4	5.18788888479186e-4	5.075495093861831e-4	5.075495093861831e-4	5.075495093861831e-4	5.075495093861831e-4	6.201515867319899e-4	6.201515867319899e-4	6.201515867319899e-4	6.201515867319899e-4
KLF6	2.2942486414504e-2	2.2942486414504e-2	2.2942486414504e-2	2.2942486414504e-2	1.513311697282556e-2	1.513311697282556e-2	1.513311697282556e-2	1.513311697282556e-2	2.5248741591787124e-2	2.5248741591787124e-2	2.5248741591787124e-2	2.5248741591787124e-2	2.3526278405403358e-2	2.3526278405403358e-2	2.3526278405403358e-2	2.3526278405403358e-2
KLF7	2.9943856817468196e-3	2.9943856817468196e-3	2.9943856817468196e-3	2.9943856817468196e-3	2.4887907401889096e-3	2.4887907401889096e-3	2.4887907401889096e-3	2.4887907401889096e-3	2.0448282411298967e-3	2.0448282411298967e-3	2.0448282411298967e-3	2.0448282411298967e-3	1.8099073423814675e-3	1.8099073423814675e-3	1.8099073423814675e-3	1.8099073423814675e-3
KLF8	1.570822366074552e-4	1.570822366074552e-4	1.570822366074552e-4	1.570822366074552e-4	1.0972119548736253e-4	1.0972119548736253e-4	1.0972119548736253e-4	1.0972119548736253e-4	1.2453660101391422e-4	1.2453660101391422e-4	1.2453660101391422e-4	1.2453660101391422e-4	1.3984670193555807e-4	1.3984670193555807e-4	1.3984670193555807e-4	1.3984670193555807e-4
KLF9	7.701422324137031e-3	7.701422324137031e-3	7.701422324137031e-3	7.701422324137031e-3	1.8233099329612646e-3	1.8233099329612646e-3	1.8233099329612646e-3	1.8233099329612646e-3	7.571709212645836e-3	7.571709212645836e-3	7.571709212645836e-3	7.571709212645836e-3	2.2516679491426032e-3	2.2516679491426032e-3	2.2516679491426032e-3	2.2516679491426032e-3
KMT2A	5.98841473558043e-4	5.98841473558043e-4	5.98841473558043e-4	5.98841473558043e-4	2.9740953631092194e-4	2.9740953631092194e-4	2.9740953631092194e-4	2.9740953631092194e-4	2.7068979272646104e-4	2.7068979272646104e-4	2.7068979272646104e-4	2.7068979272646104e-4	4.7633841554975203e-4	4.7633841554975203e-4	4.7633841554975203e-4	4.7633841554975203e-4
LBX1	1.7417438726113042e-5	1.7417438726113042e-5	1.7417438726113042e-5	1.7417438726113042e-5	4.035517543827228e-5	4.035517543827228e-5	4.035517543827228e-5	4.035517543827228e-5	1.5123512351199479e-5	1.5123512351199479e-5	1.5123512351199479e-5	1.5123512351199479e-5	1.7640970040614322e-5	1.7640970040614322e-5	1.7640970040614322e-5	1.7640970040614322e-5
LBX2	4.093668441970543e-5	4.093668441970543e-5	4.093668441970543e-5	4.093668441970543e-5	5.6867995783669724e-5	5.6867995783669724e-5	5.6867995783669724e-5	5.6867995783669724e-5	2.6923039971235556e-5	2.6923039971235556e-5	2.6923039971235556e-5	2.6923039971235556e-5	3.4844335936987294e-5	3.4844335936987294e-5	3.4844335936987294e-5	3.4844335936987294e-5
LCOR	3.9687645274252516e-5	3.9687645274252516e-5	3.9687645274252516e-5	3.9687645274252516e-5	5.260869773094456e-5	5.260869773094456e-5	5.260869773094456e-5	5.260869773094456e-5	4.334903350918056e-5	4.334903350918056e-5	4.334903350918056e-5	4.334903350918056e-5	6.542819580137419e-5	6.542819580137419e-5	6.542819580137419e-5	6.542819580137419e-5
LCORL	3.22305572543611e-5	3.22305572543611e-5	3.22305572543611e-5	3.22305572543611e-5	5.421876957033831e-5	5.421876957033831e-5	5.421876957033831e-5	5.421876957033831e-5	5.07427094428653e-5	5.07427094428653e-5	5.07427094428653e-5	5.07427094428653e-5	2.4244560417670573e-5	2.4244560417670573e-5	2.4244560417670573e-5	2.4244560417670573e-5
LEF1	3.3756675918645016e-3	3.3756675918645016e-3	3.3756675918645016e-3	3.3756675918645016e-3	1.903118655095742e-3	1.903118655095742e-3	1.903118655095742e-3	1.903118655095742e-3	1.7964672890362268e-3	1.7964672890362268e-3	1.7964672890362268e-3	1.7964672890362268e-3	1.5857988070906888e-3	1.5857988070906888e-3	1.5857988070906888e-3	1.5857988070906888e-3
LHX1	2.127950378485414e-5	2.127950378485414e-5	2.127950378485414e-5	2.127950378485414e-5	5.860554351267711e-5	5.860554351267711e-5	5.860554351267711e-5	5.860554351267711e-5	2.490649271435431e-5	2.490649271435431e-5	2.490649271435431e-5	2.490649271435431e-5	2.218195427881815e-5	2.218195427881815e-5	2.218195427881815e-5	2.218195427881815e-5
LHX2	2.5771311198937233e-5	2.5771311198937233e-5	2.5771311198937233e-5	2.5771311198937233e-5	5.0076266573353845e-5	5.0076266573353845e-5	5.0076266573353845e-5	5.0076266573353845e-5	2.6187975272120748e-5	2.6187975272120748e-5	2.6187975272120748e-5	2.6187975272120748e-5	3.184247789675283e-5	3.184247789675283e-5	3.184247789675283e-5	3.184247789675283e-5
LHX3	1.8381814093792493e-5	1.8381814093792493e-5	1.8381814093792493e-5	1.8381814093792493e-5	5.021736699735188e-5	5.021736699735188e-5	5.021736699735188e-5	5.021736699735188e-5	1.5041070206585324e-5	1.5041070206585324e-5	1.5041070206585324e-5	1.5041070206585324e-5	1.8348128703795977e-5	1.8348128703795977e-5	1.8348128703795977e-5	1.8348128703795977e-5
LHX4	2.0911610639754328e-5	2.0911610639754328e-5	2.0911610639754328e-5	2.0911610639754328e-5	4.127457413070025e-5	4.127457413070025e-5	4.127457413070025e-5	4.127457413070025e-5	2.92504740660995e-5	2.92504740660995e-5	2.92504740660995e-5	2.92504740660995e-5	2.2424923165619596e-5	2.2424923165619596e-5	2.2424923165619596e-5	2.2424923165619596e-5
LHX5	2.0630251891567128e-5	2.0630251891567128e-5	2.0630251891567128e-5	2.0630251891567128e-5	4.4969721489831464e-5	4.4969721489831464e-5	4.4969721489831464e-5	4.4969721489831464e-5	1.7168143698805055e-5	1.7168143698805055e-5	1.7168143698805055e-5	1.7168143698805055e-5	1.746634321871651e-5	1.746634321871651e-5	1.746634321871651e-5	1.746634321871651e-5
LHX6	5.1744206766012106e-5	5.1744206766012106e-5	5.1744206766012106e-5	5.1744206766012106e-5	1.1394952293487711e-4	1.1394952293487711e-4	1.1394952293487711e-4	1.1394952293487711e-4	4.392815261172044e-5	4.392815261172044e-5	4.392815261172044e-5	4.392815261172044e-5	6.387788481798457e-5	6.387788481798457e-5	6.387788481798457e-5	6.387788481798457e-5
LHX8	3.735125129427453e-4	3.735125129427453e-4	3.735125129427453e-4	3.735125129427453e-4	3.490571674873801e-4	3.490571674873801e-4	3.490571674873801e-4	3.490571674873801e-4	3.440923526872882e-4	3.440923526872882e-4	3.440923526872882e-4	3.440923526872882e-4	3.7063357936535564e-4	3.7063357936535564e-4	3.7063357936535564e-4	3.7063357936535564e-4
