Prot_1,Prot_2
CMTM7,ADTRP
MPC2,CHCHD10
TSPAN15,ADGRE5
TSPAN17,AGPAT4
HEPACAM2,CADM4
SLC25A13,CHCHD10
SLC25A11,ACTBL2
SLC25A11,CHCHD10
SLC25A11,ABI1
CCDC14,CEP295
NDUFA13,CHCHD10
TMUB1,AMFR
ALDH1L1,CHCHD10
ZNF280D,CBX3
ZNF280C,CBX3
PTPN12,ARHGAP10
SMARCE1,ARID1B
SMARCE1,BRMS1
SMARCE1,CDR2
CLDN7,ANKRD46
MAGEB2,ARID3A
SMYD1,CBX3
MAGEB4,ARID3A
MRFAP1,ABI1
TMEM150A,ACOX3
MTO1,CCNJL
KLHL12,C1QTNF2
MTOR,BSG
UNG,CASP8
TRIM65,CCNJL
TRIM66,CEP295
TRIM66,AHR
ITK,CD28
GABPB1,AGR2
HIP1,CASP8
BIK,ANKRD46
BIK,CNIH3
BID,CASP8
QDPR,CASP8
PRAG1,CHGB
EPHB6,AGR2
NISCH,ARID3A
NTAQ1,AGR2
NTAQ1,AGR3
NTAQ1,ARID4B
NTAQ1,CDR2
POC1A,CEP44
POC1B,CEP44
RAPH1,ABI1
PARK7,BBS1
ROR2,ATXN7L1
SNRPD3,CASP8
TTC30A,ANKRD55
IFT46,ANKRD55
UNC119B,ARL3
CRX,BOD1L2
CRX,CA8
FRS3,ANKRD55
GOLT1B,ADGRE5
CRK,AGPAT4
TTC30B,ANKRD55
DVL3,CCNL1
DVL3,CEP44
PTPRH,AMFR
NINL,CEP295
NINL,AHI1
MAP1LC3B2,ATG3
FAM174A,ANKRD46
GPD1L,BSG
KASH5,ANKRD46
EHMT2,CBX3
MARK3,CHGB
CCDC13,CDR2
CD68,AGR2
SPIN3,ATXN7L1
S100A6,AGR2
PPP2R1A,BBS12
PPP2R1A,AHI1
PPP2R1A,ABI1
ZMYND19,ANKRD55
IFT57,CDR2
HSPB1,ABI1
PKN1,CCNJL
PKN1,CDR2
PKN2,CHGB
PKN2,CEP44
INO80B,CDR2
FAM43A,AKAP11
C1ORF109,C1QTNF2
FAM124B,ABI1
LDLRAD1,ANKRD46
LDLRAD1,BNIP3L
HPCA,C1QTNF2
CSNK1E,CADM4
IL36RN,AGR2
FNTA,ACTA2
FNTB,ACTA2
CRCP,AGR2
KRTAP10-8,CCNJL
H0Y415,ANXA3
CHCHD10,EFHD1
CHCHD10,MRPL23
CHCHD10,YME1L1
CHCHD10,OXA1L
CHCHD10,GLRX5
CHCHD10,HSPA9
CHCHD10,ACSL4
CHCHD10,NDUFB3
CHCHD10,MGST1
CHCHD10,ATP5F1B
CHCHD10,SFXN1
CHCHD10,SLC25A3
CHCHD10,CYB5R3
CHCHD10,GLS
CHCHD10,UQCRB
CHCHD10,AKR7A2
CHCHD10,CHCHD2
CHCHD10,COX20
CHCHD10,CHCHD4
CHCHD10,HSPD1
CHCHD10,MRPS35
CHCHD10,ARF1
CHCHD10,C1QBP
CHCHD10,PTGR2
CHCHD10,ECH1
CHCHD10,FASN
CHCHD10,PITRM1
CHCHD10,ATP5MK
CHCHD10,TIMM50
CHCHD10,ACSL5
CHCHD10,COX6C
CHCHD10,NDUFC2
CHCHD10,NDUFA5
CHCHD10,ATAD3B
CHCHD10,MRPL18
CHCHD10,SLC25A1
CHCHD10,SLC25A5
CHCHD10,COA3
CHCHD10,SLC25A6
CHCHD10,IMMT
CHCHD10,NDUFA8
CHCHD10,STARD7
CHCHD10,RAB5IF
CHCHD10,PRXL2A
CHCHD10,SHMT2
CHCHD10,PTRH2
CHCHD10,ATP5PO
CHCHD10,SLC16A1
CHCHD10,MRPS25
CHCHD10,AGR2
CHCHD10,STOML2
CHCHD10,ATP5PB
CHCHD10,ATP5F1C
CHCHD10,CYP27A1
CHCHD10,ATP5PD
CHCHD10,SQOR
CHCHD10,BCKDHA
CHCHD10,DECR1
VIM,CASP8
TUBA1C,BSG
TUBA1B,ABI1
TUBA1A,CCNJL
CXORF38,CDHR3
TAF1,BOD1L2
POMT2,CD200R1
STOM,CNIH3
NPLOC4,AMFR
SMIM3,CNIH3
SMIM3,CLEC17A
MBLAC1,AGR2
LGALS14,C1QTNF2
LGALS14,AGR2
AP2M1,BMP2K
AP2M1,AKAP11
PDCD4,ABI1
OBSL1,ATG3
TXNDC15,CERS6
CIT,CBX3
CIT,BNIP3L
CIT,BIRC6
XP32,CAT
BHLHA9,SAT1
BHLHA9,BCL2L2
BHLHA9,GOLGA6L9
BHLHA9,POMC
BHLHA9,STK16
BHLHA9,TFIP11
BHLHA9,MCRS1
BHLHA9,PPP1R12C
BHLHA9,RNF125
BHLHA9,KIAA0753
BHLHA9,NECAB1
TATDN2,CCNJL
MTA2,ARID4B
MTA2,BCL2L14
MTA3,ARID4B
MTAP,ARID3A
BBS9,BBS2
BBS9,BBS1
SEC22B,CERS6
BBS1,PCM1
BBS1,ARL6
BBS1,DARS2
BBS1,PRC1
BBS1,DCTN1
BBS1,RAB8A
BBS1,NUDC
BBS1,APEX1
BBS1,Q9NX98
BBS1,OSBPL10
BBS1,ANKRD26
BBS1,LZTFL1
BBS1,WDR53
BBS1,BBS2
BBS1,BBS5
BBS1,BBS4
BBS1,BBS7
BBS1,KEAP1
BBS1,PRKCSH
BBS1,RNF126
BBS2,PCK2
BBS2,MDFI
BBS2,BBS5
BBS2,BBS4
BBS2,THBS3
BBS2,MKKS
BBS2,HNRNPF
BBS2,PSME3
BBS2,LZTFL1
BBS2,FNDC3B
BBS2,RBFOX1
BBS2,LMO4
BBS2,RBPMS
BBS2,BBS7
BBS2,UBC
BBS2,NRF1
BBS7,BBS12
ANKDD1B,KIF14
DIABLO,BIRC6
AQP1,CEP44
AQP1,CDR2
CLDN8,CLEC17A
GPR180,CLU
ENKD1,CDR2
ENKD1,ABI1
IQCB1,AHI1
IQCB1,BSG
ORM1,CLU
MAX,CBX3
MAL,CLDN20
EDC4,BSG
BACH2,ANKRD55
KCNIP3,CD177
KCNIP3,C1QTNF2
PRSS50,CASP8
FTCD,AGR2
UTP20,BSG
LEUTX,CNIH3
LEUTX,AGPAT4
SMYD2,AHI1
SMYD2,AKAP11
VAPB,AKAP11
NPHP3,ARL3
TELO2,BSG
RGPD3,CEP44
TRMT44,CCNJL
MOB2,ATG3
MOB4,CEP44
EEF1A1,BRMS1
CA11,BIRC6
EIF4E2,CDR2
FXR1,CIR1
FXR1,CLU
FXR1,ABI1
FXR1,CDR2
ACTR1B,ACTR1A
ACTR1A,HLA-B
ACTR1A,BIRC3
ACTR1A,COPS5
ACTR1A,DCTN2
ACTR1A,DCTN1
ACTR1A,JUN
ACTR1A,APEX1
ACTR1A,ACTC1
ACTR1A,VIRMA
ACTR1A,MAPRE1
ACTR1A,ZFC3H1
ACTR1A,CUL3
ACTR1A,RAB5A
ACTR1A,ANLN
ACTR1A,IWS1
ACTR1A,DYNC1H1
ACTR1A,CAPZA2
ACTR1A,NIN
ACTR1A,ESR1
ACTR1A,CUL1
ACTR1A,UBC
ACTR1A,CFTR
WDR74,CCNJL
WDR76,CBX3
PRPF8,BSG
PRPF6,BSG
CD177,EWSR1
KIAA0930,CEP44
ELK4,ACTBL2
ELK4,ACAP2
RPRM,CLEC17A
ATXN7L2,CBX3
ATXN7L1,MRPL23
ATXN7L1,SPRED1
ATXN7L1,KAT2A
ATXN7L1,SSPOP
ATXN7L1,ATXN7L3
ATXN7L1,GSN
ATXN7L1,VEZF1
ATXN7L1,APPBP2
ATXN7L1,RAB1A
ATXN7L1,RHOC
ATXN7L1,KRTAP10-9
ATXN7L1,ZNF862
ATXN7L1,TTC32
ATXN7L1,PHF1
FASTKD1,BSG
CALML5,ACTA2
GAS8,CDR2
BTLA,TNFRSF14
NUP62,AGR3
TPM1,CCDC96
FOXB1,ARID3A
FBXW2,CLVS2
TAGLN,AGR2
SSX2IP,AHI1
SMARCA1,ARID4B
SMARCA2,ARID1B
FYN,CD2
GOLGA6L2,CDR2
FCGR2A,AGPAT4
AGR2,HSPA5
AGR2,CD34
AGR2,NDUFB2
AGR2,MYL6
AGR2,TPI1
AGR2,UBQLN4
AGR2,TYK2
AGR2,RTL4
AGR2,CANX
AGR2,USP20
AGR2,EIF3F
AGR2,HSP90AB1
AGR2,TAGLN2
AGR2,GPI
AGR2,RAB5C
AGR2,STK16
AGR2,P4HB
AGR2,PSORS1C2
AGR2,SH3GLB1
AGR2,CREB1
AGR2,OSTF1
AGR2,RBP5
AGR2,THOC1
AGR2,NME4
AGR2,NME1
AGR2,A0A024R4Z4
AGR2,HSD3B7
AGR2,LACTB
AGR2,CYB5R2
AGR2,GAPDH
AGR2,TSTD2
AGR2,PPM1K
AGR2,TKT
AGR2,GRB2
AGR2,VEZF1
AGR2,CRMP1
AGR2,CCDC90B
AGR2,PKM
AGR2,POM121
AGR2,MED31
AGR2,POLR2L
AGR2,UBE2I
AGR2,RBFOX1
AGR2,SDC3
AGR2,ATP5F1B
AGR2,MEF2B
AGR2,SH2D1B
AGR2,FABP2
AGR2,HCK
AGR2,POU6F2
AGR2,ASPH
AGR2,PSMA1
AGR2,FASN
AGR2,C3
AGR2,PTTG2
AGR2,RAB1A
AGR2,PGK1
AGR2,BCAP31
AGR2,CNNM3
AGR2,NUP54
AGR2,CDKN2AIPNL
AGR2,NUP58
AGR2,APOBEC3B
AGR2,CATSPER1
AGR2,FAM117B
AGR2,PPIA
AGR2,NRF1
AGR2,FAM110A
AGR2,PRDX6
AGR2,SPATA20
AGR2,PRDX4
AGR2,PRDX1
AGR2,DCAF11
AGR2,MDH2
AGR2,CAMLG
AGR2,ANKRD11
AGR2,YWHAZ
AGR2,TXN
AGR2,LYPD3
AGR2,UBQLN2
AGR2,PRPF18
AGR2,UBQLN1
AGR2,IMPDH2
AGR2,ADCK1
AGR2,YWHAB
AGR2,LDHA
AGR2,YWHAE
AGR2,ANXA1
AGR2,TRAF2
AGR2,ANXA2
AGR2,PDIA6
AGR2,PDIA3
AGR2,LSM1
AGR2,GTF2H5
AGR2,ALDOA
AGR2,ZDHHC24
AGR2,NUP62CL
AGR2,POGZ
AGR3,ASB10
AGR3,TGFB1
AGR3,SDC3
AGR3,FXYD3
AGR3,DESI1
AGR3,MMGT1
AGR3,PDZK1IP1
AGR3,SPINT1
AGR3,LYPD3
AGR3,UBQLN2
AGR3,UBQLN1
AGR3,CATSPER1
AGR3,PRAF2
AGR3,CD46
AGR3,LSM1
AGR3,PTPN1
AGR3,BCAR3
AGR3,LIME1
AGR3,EDA2R
AGR3,CNNM3
AGR3,ESR2
AGR3,NRM
AGR3,CASP8
CKB,ARID3A
COMMD3,BSG
GPAM,CLU
DCD,ASF1B
EIF4ENIF1,ARID3A
CUL5,ACTBL2
CUL5,ANXA6
CUL1,ACTA2
CUL1,ACTBL2
CUL1,CBX3
CUL2,ACTA2
CUL2,ACTBL2
CUL3,ACTA2
CUL3,ACTBL2
CUL3,AKAP11
CUL3,CASP8
CUL3,BSG
TRIM28,CBX3
CREB3,ADTRP
TRIM23,ANKRD55
TRIM23,CDR2
GNPAT,C1QTNF2
GNPAT,BSG
DYNC2LI1,BSG
GBA,BMP2K
MMGT1,ANKRD46
SMARCD3,ARID1B
TMEM79,ANKRD46
PPP6C,CEP44
OGG1,CHGB
ATP5PB,CERS6
B4GAT1,LARGE2
BAG3,ATG3
BAG6,CD248
BAG6,AMFR
BAG6,CLU
BAG4,ATAD2
MEOX2,CLVS2
MEOX2,BOD1L2
CD79A,CNIH3
ARHGAP25,CDHR3
ATXN10,BSG
FSCN1,CFLAR
ECM1,BNIP3L
ECM1,CA8
FMR1,CASP8
GREB1,CASP8
LYPD3,BRMS1
LYPD3,CASP8
DEDD2,CASP8
DEDD2,CFLAR
GAK,BMP2K
CDK2AP1,ARID4B
HSP90AB1,CFLAR
CD28,GRAP2
CD28,CD80
CD28,GRB2
CD28,PIK3R2
CD28,PIK3R1
MRPS7,ASF1B
CD22,ANKRD46
TWF2,CHGB
GRB2,CELF2
GRB2,CLU
PSG3,ANKRD46
PSG1,ANKRD46
GFUS,CLVS2
CHAT,ARHGEF38
C19ORF25,BSG
POLR2E,CHGB
POLR2A,CBX3
TLK1,ASF1B
TLK2,ASF1B
USP54,CCNJL
USP53,CAT
DHCR24,ACTA2
ITFG2,C1QTNF2
TACC2,CLVS2
PICK1,BCL2L14
TMEM239,CLDN20
TMEM237,CNIH3
KIF20A,CBX3
MKI67,CBX3
MKI67,ABI1
CAB39,CEP44
LCA5,CEP44
BCL2L14,TRAPPC2L
BCL2L14,TRAPPC9
BCL2L14,TEPSIN
BCL2L14,TRAPPC14
BCL2L14,TRAPPC1
BCL2L14,PPP2R2D
BCL2L14,TRAPPC3
BCL2L14,TRAPPC2
BCL2L14,TRAPPC5
BCL2L14,TRAPPC4
BCL2L14,TRAPPC6B
BCL2L14,TRAPPC10
BCL2L14,DDIT4L
BCL2L14,CHEK1
BCL2L10,CASP8
BCL2L10,APAF1
BCL2L12,PPP1R9A
BCL2L12,UBC
BCL2L12,AMY2A
CTU1,CCNJL
SIN3B,ARID4B
SIN3A,BRMS1
SIN3A,ARID4B
RPL31,ASF1B
TARBP1,BSG
SMARCC2,ARID1B
SMARCC1,ARID1B
BLOC1S6,CEP44
SDF4,CLU
LHX4,BOD1L2
LHX4,ABI1
BLOC1S1,BLOC1S4
MIB1,ANKRD55
PRPF4B,AKAP13
CYP3A4,AMFR
YBX1,CASP8
H3-3A|H3-3B,CBX3
H3-3A|H3-3B,ASF1B
C3ORF20,BIRC6
CHIC2,CDR2
CHIC2,CEP44
CHIC2,C1QTNF2
RNF41,BIRC6
ING5,CEP44
VSNL1,C1QTNF2
TMEM11,BNIP3L
BSG,PARL
BSG,VPS35L
BSG,CACNA1C
BSG,ABCD1
BSG,VAC14
BSG,AQP6
BSG,COG8
BSG,MTX1
BSG,COG3
BSG,COG2
BSG,COG1
BSG,COG7
BSG,COG5
BSG,COG4
BSG,C3ORF33
BSG,RINT1
BSG,SLC25A24
BSG,ATP2B4
BSG,TTI2
BSG,CFTR
BSG,UFL1
BSG,DOCK8
BSG,METAP2
BSG,TBRG4
BSG,SLC25A30
BSG,XPO4
BSG,XPO7
BSG,SAMD1
BSG,PDLIM7
BSG,DDC
BSG,GCFC2
BSG,FASTKD3
BSG,FAM162A
BSG,UBE2A
BSG,USP50
BSG,IPO8
BSG,MYBBP1A
BSG,VPS53
BSG,VPS52
BSG,VPS51
BSG,VPS50
BSG,MDN1
BSG,EARS2
BSG,NLRX1
BSG,DNAAF5
BSG,INTS12
BSG,KNTC1
BSG,HSPA12B
BSG,HSPA12A
BSG,FANCA
BSG,NFKB1
BSG,RANBP3
BSG,EXOC2
BSG,PDS5A
BSG,GCN1
BSG,PDS5B
BSG,RAD51C
BSG,BTAF1
BSG,TBCD
BSG,AGPAT5
BSG,STEAP3
BSG,METTL15
BSG,PPIA
BSG,MAD2L1
BSG,BIRC3
BSG,DNM3
BSG,MAP2K7
BSG,ACAD10
BSG,LARS2
BSG,CAND2
BSG,CAND1
BSG,NOP56
BSG,SLC16A13
BSG,VIRMA
BSG,APOL2
BSG,HEATR6
BSG,RFXANK
BSG,EXOC3
BSG,EXOC1
BSG,EXOC4
BSG,SLC16A1
BSG,SYMPK
RIF1,BRMS1
RIF1,ARL3
AK1,B3GLCT
WDR83,CEP44
EPS8,ABI1
SH2D3C,AGPAT4
SH2D3C,CAT
SH2D3C,ANXA3
HERPUD1,AMFR
HERPUD1,CD58
TRA2B,ABI1
BRMS1L,ARID4B
UBXN11,ABI1
NAAA,ARSB
TSC22D4,CLU
CD2BP2,CD2
ADAMTSL4,CBX3
CYB561,ANKRD46
ACOX3,FKBP6
ACOX3,MICU2
DISC1,CLU
SPACA1,AGPAT4
STXBP1,APBA1
CFLAR,BCL2L1
CFLAR,TNFSF10
CFLAR,SF3B1
CFLAR,SF3B3
CFLAR,MIF
CFLAR,TNFRSF10B
CFLAR,TNFRSF10A
CFLAR,PSMD2
CFLAR,CACYBP
CFLAR,PLIN5
CFLAR,RAF1
CFLAR,EPPK1
CFLAR,DOK2
CFLAR,SUN2
CFLAR,FAS
CFLAR,AARSD1
CFLAR,EIF3F
CFLAR,HNRNPL
CFLAR,Q53FC7
CFLAR,Q96BE0
CFLAR,SPATS1
CFLAR,TRAF1
CFLAR,TRAF2
CFLAR,FADD
CFLAR,UBC
CFLAR,RPS29
CFLAR,USP15
CFLAR,B4DYC6
CFLAR,DEDD
CFLAR,CASP10
CFLAR,USP8
CFLAR,TP53
CFLAR,CASP3
CFLAR,FKBPL
CFLAR,PPP5C
CFLAR,CASP8
CFLAR,STUB1
CFLAR,RADIL
FANCL,ANKRD55
FANCI,CIR1
RACK1,BIRC6
KNSTRN,CEP44
LRRFIP1,CEP44
ICE2,ACTA2
TFIP11,CCDC96
TFIP11,CCNL1
LPAR1,CERS6
LPAR1,ADGRE5
IGLL5,CA8
CEP57,ABR
LIMS1,BMP2K
MTX2,C1QTNF2
PRKCI,CASP8
PRKCD,ACTBL2
PMF1,CBX3
TSGA10IP,CDR2
H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12,CBX3
H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12,ASF1B
TPI1,ARID3A
CCDC91,MVK
CCDC91,LNX1
CCDC91,DAPK2
CCDC91,PRR5L
CCDC91,EWSR1
CCDC92,CHGB
CTSK,ARID4B
CTSD,ACTA2
ALDH16A1,NOTCH2NLC
ALDH16A1,NOTCH2NLA
ALDH16A1,PAAF1
ALDH16A1,FAS
ALDH16A1,UBC
ALDH16A1,PCMT1
ALDH16A1,USP1
ALDH16A1,APEX1
ALDH16A1,LANCL1
ALDH16A1,OLFM4
ALDH16A1,DERA
THRSP,BRMS1
UBE2I,ASF1B
NAA10,CEP44
UBE2T,AMFR
UBE2W,AMFR
FGD5,CBX3
BMP2K,MYH9
BMP2K,SYNPO
BMP2K,BCR/ABL|FUSION
BMP2K,KIF14
BMP2K,MYO18A
BMP2K,ABL1
BMP2K,IQGAP1
BMP2K,EPS15
BMP2K,APEX1
BMP2K,SEC16A
BMP2K,VIRMA
BMP2K,PDLIM7
BMP2K,CAPZA2
BMP2K,ANLN
BMP2K,SLC25A41
BMP2K,PPP1CB
BMP2K,ESR1
BMP2K,LIMA1
BMP2K,CDK2
BMP2K,FLNA
BMP2K,PICALM
MORF4L2,ARID3A
NDUFA9,ACAP2
BIRC6,USP8
BIRC6,MYH13
BIRC6,TEX35
BIRC6,CCNQ
BIRC6,CHIA
BIRC6,HTRA2
BIRC6,KIF22
BIRC6,TBC1D22A
BIRC6,VIRMA
BIRC6,WDR4
BIRC6,ABRAXAS2
BIRC6,CLEC11A
BIRC6,HERC2
BIRC6,CASP3
BIRC6,MOS
BIRC6,VAV2
BIRC6,CASP9
BIRC6,UBC
BIRC3,CBX3
BIRC3,CASP8
BIRC3,ANXA6
BIRC3,ATAD2
BIRC2,CASP8
ANKRD11,CEP44
ANKRD11,ARID3A
ANKRD11,C1QTNF2
TMEM31,ANKRD46
TMEM31,AGPAT4
TMEM31,CNIH3
MNS1,CDR2
POGZ,CBX3
SP100,CBX3
HIBADH,CNIH2
SUSD3,CNIH3
SUSD3,ANKRD46
TNIK,CLU
ARID4A,BRMS1
ARID4B,HDAC1
ARID4B,RANBP2
ARID4B,HDAC2
ARID4B,FOXK2
ARID4B,FOXK1
ARID4B,AARSD1
ARID4B,LIN37
ARID4B,SUMO2
ARID4B,BCL11A
ARID4B,SUDS3
ARID4B,EZH2
ARID4B,KIF11
ARID4B,EED
ARID4B,SHPRH
ARID4B,BPTF
ARID4B,PLEKHF2
ARID4B,DYNLT1
ARID4B,PRR23B
ARID4B,BRPF3
ARID4B,EAF1
ARID4B,PIK3R3
ARID4B,HNRNPA2B1
ARID4B,VIRMA
ARID4B,MTA1
ARID4B,BAP18
ARID4B,ZNF219
ARID4B,NHSL2
ARID4B,PHF1
ARID4B,BCL11B
ARID4B,ING2
ARID4B,LACC1
ARID4B,MXD1
ARID4B,GATAD2A
ARID4B,LIN9
ARID4B,CASP1
ARID4B,HAT1
ARID4B,MTF2
ARID4B,DNAAF6
ARID4B,GATAD2B
ARID4B,CHAF1A
ARID4B,GATAD1
ARID4B,ZNF512B
HAUS8,AHI1
HAUS8,CEP44
HAUS6,CEP44
HAUS5,CEP44
HAUS3,CEP44
HAUS1,CEP44
HAUS1,CDR2
UBXN4,ACTA2
UBXN1,ASF1B
SEC23A,CLEC17A
TNFAIP3,CASP8
IPO4,ASF1B
SYVN1,AMFR
FOXN3,CHSY3
FERMT2,BBS12
MMTAG2,CCNL1
COL14A1,C1QTNF2
CMPK1,ABI1
ANLN,CBX3
ANLN,ANXA6
UNC45A,AHI1
ERRFI1,CASP8
UBAC2,AMFR
TPTE,AMFR
BOD1,BOD1L2
CCDC7,NXF1
CCDC7,CIAO1
CCDC7,VIRMA
CCDC7,EWSR1
PIK3C2A,CCNJL
CEP76,CIR1
CEP76,ABR
CEP70,BRMS1
KLC1,CEP44
GDF15,CBX3
ZNF511,ABI1
B3GLCT,IDS
B3GLCT,TAZ
B3GLCT,SMC6
B3GLCT,CEP43
B3GLCT,TMEM25
B3GLCT,EMC2
SMG7,CEP44
SLC39A9,ANKRD46
SLC39A4,AGPAT4
GZMB,CASP8
GZMB,CASP10
TMX2,AGPAT4
REL,AGPAT4
REL,CCNJL
C15ORF39,CCNJL
RSPH14,CDR2
TMEM63B,ADGRE5
DNCI1,CADM4
CAT,UBC
CAT,ITSN1
CAT,EHHADH
CAT,SMARCA4
CAT,PHF21B
CAT,KEAP1
CAT,JUP
CAT,NFKB1
CAT,MCM2
CAT,GABARAPL1
CAT,METTL14
ACTBL2,MYH9
ACTBL2,ACTC1
ACTBL2,SUMO2
ACTBL2,PRKN
ACTBL2,COPS5
ACTBL2,RC3H2
ACTBL2,PNMA1
ACTBL2,SLC30A6
ACTBL2,CEP97
ACTBL2,NEDD8
ACTBL2,GABARAPL1
ACTBL2,CAND1
ACTBL2,GABARAPL2
ACTBL2,UBE3A
ACTBL2,DOK2
ACTBL2,MAPK7
ACTBL2,NFKB1
ACTBL2,DCUN1D1
ACTBL2,MCM5
ACTBL2,DUSP19
ACTBL2,MCM2
ACTBL2,SH3BGRL
ACTBL2,ESR1
ACTBL2,PCID2
ACTBL2,CTR9
ACTBL2,CUL4B
ACTBL2,UBC
CAD,AHI1
CAD,ABI1
KAZN,CLVS2
IVNS1ABP,ABI1
BMI1,CBX3
DMXL2,C1QTNF2
CA8,HSD17B14
CA8,POF1B
CA8,TBX3
CA8,PKP1
CA8,SERPINA1
CA8,STAT3
CA8,TF
CA8,FGG
CA8,CST6
CA8,LNX1
CA8,KLK7
CA8,ITPR2
CA8,ITPR1
CA8,KLHL8
CA8,ALB
CA8,LRCH4
CA8,UBC
CA8,SAP25
ARSB,ESR1
ARSB,SUSD4
ARSB,VIRMA
FUT9,CD58
FUT8,CD200R1
NIPBL,CBX3
CBFB,CHGB
PAFAH1B1,AHI1
KIFC3,CDR2
PAFAH1B2,CLVS2
SFN,ACTA2
BBS12,PTPDC1
BBS12,DCAF7
BBS12,MKKS
UBL4A,AMFR
CNBP,CASP8
ABCG5,NCK1
ABCG5,PIK3R1
SNCA,CEP295
SNCA,CLU
RANBP2,AKAP13
ARNT,C1QTNF2
ARNT,AHR
YWHAZ,AKAP13
YWHAZ,ANKRD55
YWHAB,AKAP13
FCRL3,AGPAT4
YWHAG,AKAP13
YWHAG,ANKRD55
KLK9,CASP8
KLK9,BRMS1
MMP3,CLU
CCNT1,AKAP13
CCNT2,AKAP13
TNIP1,CEP44
PLD3,CNIH3
DOCK8,ANXA6
DOCK6,CLU
JUN,ACTA2
JUN,CBX3
ARHGEF38,HRAS
ARHGEF38,SPRED1
ARHGEF38,SNAPC5
ARHGEF38,DMWD
ARHGEF38,GSN
ESR1,ATAD2
ESR1,ARHGAP10
ESR1,CCNL1
ESR1,AHR
ESR1,ABI1
ESR1,CD58
PRPF18,CDR2
FBXO2,AZU1
CCDC85C,CEP44
CAMSAP1,CEP44
KIAA0408,ABI1
CORO1C,ABI1
ERMP1,CD200R1
WASF1,ABI1
WASF2,ABI1
FAS,CASP10
FAS,CASP8
RSRP1,CCNL1
NCAPH2,ANKRD46
PIBF1,AHI1
CCS,CAPZA2
CCS,SOD1
CCS,XIAP
CCS,CUL4B
CCS,UBC
CCS,SCRN2
MSTO1,CCNJL
UBB,AKAP13
UBC,CASP8
UBC,ARL3
UBC,ATG3
UBC,CEP44
UBC,ACTA2
UBC,CLU
UBC,ASF1B
UBC,CELF2
UBC,ATAD2
UBC,APAF1
UBC,ANXA6
UBC,BNIP3L
UBC,AHR
UBC,AKAP11
UBC,AMFR
UBC,AKAP13
UBC,CAPN5
UBC,CEP295
UBC,ANKRD46
UBC,CBX3
UBC,CERS6
UBC,ANTXR2
UBC,ARID1B
CFTR,AMFR
CFTR,ANXA3
ANKRD52,CEP44
ANKRD55,TEKT4
ANKRD55,CIAO1
ANKRD55,BANP
ANKRD55,NOXA1
ANKRD55,FHL2
ANKRD55,FHL5
ANKRD55,BOLA2|BOLA2B
ANKRD55,IFT52
ANKRD55,IFT74
ANKRD55,HGS
ANKRD55,HSF2BP
ANKRD55,ANKS1A
ANKRD55,NCK2
ANKRD55,HIF1AN
ANKRD55,CFAP206
KBTBD6,AZU1
PCBP1,CELF2
SIRT2,AHI1
SIRT1,CEP44
BICRA,ARID1B
NHSL1,ABI1
NHSL2,ABI1
HECW2,CBX3
SRP68,ABI1
CC2D2A,AHI1
CD200R1,TNPO2
CD200R1,SFTPC
CD200R1,NINJ1
CD200R1,NCR3LG1
CD200R1,GALNT15
CD200R1,COL1A1
CD200R1,ADIPOQ
ZNF250,CEP44
ZNF250,CDR2
ARL3,ESF1
ARL3,ALKBH2
ARL3,UNC119
ARL3,ARL2
ARL3,CAMK2A
ARL3,WRN
ARL3,TBL1X
ARL3,RP2
ARL3,PDE6D
ARL3,TP53
ARL3,UBR1
ARL3,ARL2BP
ARL3,SPRR2A
TF,CLU
KCNJ12,APBA1
SS18,ARID1B
C1QTNF2,COLGALT2
C1QTNF2,NCS1
C1QTNF2,P4HA3
C1QTNF2,TRIM54
C1QTNF2,TCEANC
C1QTNF2,COL2A1
C1QTNF2,UBQLN2
C1QTNF2,UBQLN1
C1QTNF2,P3H4
C1QTNF2,SELENOO
C1QTNF2,P3H3
C1QTNF2,USP20
C1QTNF2,SZT2
C1QTNF2,APPBP2
C1QTNF2,MCM5
C1QTNF2,COL5A1
C1QTNF2,WDCP
C1QTNF2,NOL4
C1QTNF2,BANP
C1QTNF2,NCALD
C1QTNF2,COLEC12
C1QTNF2,DCAF6
C1QTNF2,MCMBP
C1QTNF2,COL6A2
C1QTNF2,LCK
CREB3L1,AGPAT4
CREB3L1,ANKRD46
CREB3L1,CNIH2
CARTPT,MEIS2
MFAP1,CCNL1
PRR14,CBX3
DIRAS3,BRMS1
CCT8,CDHR3
MRFAP1L1,CEP44
MRFAP1L1,ABI1
ARL13B,ANKRD46
FBRS,CBX3
FAM50B,CDR2
SP110,CBX3
TNFRSF10B,CASP8
TNFRSF10A,CASP10
TNFRSF10A,CASP8
DCTN2,AHI1
DCTN2,CEP44
DCTN1,AHI1
DCTN1,CEP44
MAB21L2,ABI1
ANKRD28,CEP44
AQP6,AGPAT4
AQP6,ANKRD46
AQP6,CNIH3
PCID2,ATG3
CTNNB1,AHR
NHS,ABI1
CAPNS2,ACTA2
FGB,CLU
LEPROTL1,AGPAT4
TUBB2A,CHGB
IFNA5,CLU
NEIL2,CDHR3
SLC25A3,ABI1
AHI1,MB21D2
AHI1,NMT1
AHI1,PCM1
AHI1,CCDC138
AHI1,MED4
AHI1,ECD
